Attribute,Index,Dirty Value,Clean Value
article_title,209,nan,Pancreatic surgery. A paradigm for progress in the age of the bottom line
article_title,217,nan,Public health impact of the 1992 Los Angeles civil unrest
article_title,219,nan,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey
article_title,242,nan,Imaging for target volume delineation in rectal cancer radiotherapy--a systematic review.
article_title,255,nan,Specific plasma factors blocking human maternal cell-mediated immune reaction to placental antigens.
article_title,258,nan,Mortality at older ages and moves in residential and sheltered housing: evidence from the UK
article_title,263,nan,[New aspects in hernia surgery].
article_title,268,nan,Dyspareunia and sexual dysfunction following vaginal delivery in thai primiparous women with second degree perineal tear: A prospective cohort study
article_title,269,nan,eComment. EuroSCORE II - corrected in-hospital mortality rate in a modern cohort of patients undergoing cardiac surgery
article_title,287,nan,Comparison between incidental malignant and benign breast lesions detected by computed tomography: a systematic review.
article_title,305,nan,Anxiety and depression in patients with chronic obstructive pulmonary disease: an open agenda for research.
article_title,309,nan,Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples.
article_title,315,nan,Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling
article_title,327,nan,Multiple dural arteriovenous fistulas presenting as rapidly progressive dementia.
article_title,330,nan,Descemet's stripping endothelial keratoplasty: safety and outcomes: a report by the American Academy of Ophthalmology
article_title,334,nan,[Dinggui Oil Capsule in treating irritable bowel syndrome with stagnation of qi and cold: a prospective multi-center randomized placebo-controlled double-blind trial]
article_title,337,nan,Consciousness coma and caring for the brain-injured patient.
article_title,362,nan,[Perineal regional anaesthesia: indications in gynaecologic and proctologic surgery and in obstetric]
article_title,369,nan,Surgical treatment of pathologic fractures of humerus
article_title,371,nan,Modification of aspects of the endocrine response to tracheal intubation by lignocaine halothane and thiopentone.
article_title,375,nan,Trends in the quality of data from 5168 oligonucleotide microarrays from a single facility
article_title,384,nan,Abstracts from the ASENT 14th Annual Meeting
article_title,396,nan,Early and late mortality in hospitalised patients with raised cardiac troponin T.
article_title,402,nan,Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.
article_title,415,nan,Interleukin-28B polymorphisms on the SVR in the treatment of naive chronic hepatitis C with pegylated interferon-alpha plus ribavirin: A meta-analysis.
article_title,420,nan,Impact of hepatitis C on survival in dialysis patients: A link with cardiovascular mortality?.
article_title,439,nan,Cost implications for missed malnutrition diagnoses in patients hospitalised with an exacerbation of chronic obstructive pulmonary disease (COPD)
article_title,441,nan,A case of delirium triggered by sub-clinical seizures
article_title,460,nan,The role of transforming growth factor-beta-mediated tumor-stroma interactions in prostate cancer progression: An integrative approach
article_title,462,nan,Comparison of the CHADS2 CHA2DS2-VASc and HAS-BLED scores for the prediction of clinically relevant bleeding in anticoagulated patients with atrial fibrillation: the AMADEUS trial.
article_title,482,nan,Chronic pain-associated behaviors in the nursing home: resident versus caregiver perceptions
article_title,485,nan,Tobacco-related scenes in television dramas for young Japanese audiences
article_title,490,nan,Health literacy and child health promotion: Implications for research clinical care and public policy
article_title,491,nan,Persistence of profenophos and quinolphos on cultivated cucumber and its removal
article_title,505,nan,Takayasu's arteritis with multiple intracranial aneurysms
article_title,516,nan,A growing lesion on the cheek.
article_title,517,nan,Protective effect of ginsenoside Rb1 against myocardial ischemia/reperfusion injury in streptozotocin-induced diabetic rats
article_title,523,nan,Nutritional supplementation for hip fracture aftercare in the elderly.
article_title,544,nan,School soft drink intervention study
article_title,558,nan,Three Abstracts on Chinese Research
article_title,584,nan,Puberty suppression in adolescents with gender identity disorder: a prospective follow-up study
article_title,597,nan,Age-related driving disorders: screening in hospitals and outpatients settings.
article_title,601,nan,Disseminated lymphoma with large granular lymphocyte morphology diagnosed in a horse via abdominal fluid and transtracheal wash cytology.
article_title,616,nan,Modelling the effects of subjective and objective decision making in scientific peer review.
article_title,626,nan,Prefrontal hypoactivation and recovery in insomnia.
article_title,636,nan,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control
article_title,658,nan,A meta-analysis of alcohol drinking and oral and pharyngeal cancers. Part 2: results by subsites.
article_title,690,nan,[Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)]
article_title,693,nan,Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts
article_title,708,nan,Obesity weight change and risks for hypertension diabetes and hypercholesterolemia in Japanese men.
article_title,721,nan,Behaviour Research and Therapy Outcome predictors in guided and unguided self-help for social anxiety disorder
article_title,725,nan,Review of epidemiology and management of atrial fibrillation in developing countries.
article_title,728,nan,Special problems in the prosthetic rehabilitation of deep bite
article_title,733,nan,Remission rates following antidepressant therapy with bupropion or selective serotonin reuptake inhibitors: a meta-analysis of original data from 7 randomized controlled trials.
article_title,734,nan,Adaptive convex combination approach for the identification of improper quaternion processes
article_title,736,nan,Use of episiotomy in the United States
article_title,741,nan,Psychometric validation of the Growth and Empowerment Measure (GEM) applied with Indigenous Australians
article_title,742,nan,Alveolar soft part sarcoma of the uterine corpus. Report of two cases and review of the literature
article_title,748,nan,Structural brain changes associated with antipsychotic treatment in schizophrenia      as revealed by voxel-based morphometric MRI: an activation likelihood estimation       meta-analysis.
article_title,754,nan,Lack of association between the connexin 37 C1019T gene polymorphism and coronary artery disease in a Chinese population: Meta-analysis of 2206 subjects.
article_title,757,nan,The value of breast self-examination: meta-analysis of the research literature.
article_title,759,nan,Understanding depression in palliative and end-of-life care
article_title,782,nan,Validity of Rorschach Inkblot scores for discriminating psychopaths from non-psychopaths in forensic populations: a meta-analysis.
article_title,784,nan,The Effects of Pre-Reading and Sharing Mechanisms on Learning with the Use of Annotations
article_title,795,nan,Monitoring of fluid changes in hospitalized Malnourished Guatemalan children using bioelectrical impedance spectroscopy (BIS).
article_title,809,nan,Impact of physical abuse on adulthood depressive symptoms among women.
article_title,825,nan,Blood 25-hydroxyvitamin D concentration and hypertension: a meta-analysis.
article_title,834,nan,Considerations for the diagnosis and treatment of testosterone deficiency in elderly men.
article_title,854,nan,Retrovirus-mediated WASP gene transfer corrects Wiskott-Aldrich syndrome T-cell dysfunction.
article_title,859,nan,Economic evaluation of inhaled nitric oxide in preterm infants undergoing mechanical ventilation
article_title,862,nan,Differential dendritic cell-mediated activation and functions of invariant NKT-cell subsets in oral cancer.
article_title,869,nan,In this issue
article_title,883,nan,Cost-effectiveness of pharmacological and psychosocial interventions for schizophrenia (Structured abstract)
article_title,898,nan,Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive premenopausal caucasian hirsute patients compared with healthy controls
article_title,908,nan,Efficacy of continuation/maintenance electroconvulsive therapy for the prevention of recurrence of a major depressive episode in adults with unipolar depression: a systematic review.
article_title,913,nan,Disordered eating acculturation and treatment-seeking in a community sample of Hispanic Asian Black and White women
article_title,914,nan,Semi-automated scoring of pulmonary emphysema from X-ray CT: trainee reproducibility and accuracy.
article_title,919,nan,An evaluation of ultrasound imaging for identification of lumbar intervertebral level.
article_title,933,nan,Should psychiatrists use atypical antipsychotics to treat nonpsychotic anxiety?.
article_title,955,nan,Stress enhances retrieval of drug-related memories in abstinent heroin addicts
article_title,959,nan,Continuous aspiration of subglottic secretions in preventing ventilator-associated pneumonia.
article_title,961,nan,Harmonizing Pain Outcome Measures: Results of the Pre-OMERACT Meeting on Partnerships for Consensus on Patient-important Pain Outcome Domains Between the Cochrane Musculoskeletal Group and OMERACT
article_title,978,nan,Complicated skin and soft tissue infection.
article_title,985,nan,Preliminary results from a single institutional prospective study of alemtuzumab for the treatment of steroid refractory acute graft versus host disease in pediatrics
article_title,990,nan,Measurement of muscle architecture concurrently with muscle hardness using ultrasound strain elastography.
article_title,999,nan,Long-term survival after liver first approach for locally advanced rectal cancer and synchronous liver metastases
article_language,1,nan,eng
article_language,6,nan,eng
article_language,9,nan,English
article_language,15,nan,eng
article_language,24,nan,eng
article_language,35,nan,eng
article_language,57,nan,eng
article_language,58,nan,eng
article_language,75,nan,eng
article_language,102,nan,English
article_language,115,nan,eng
article_language,121,nan,eng
article_language,141,nan,eng
article_language,206,nan,English
article_language,210,nan,ENG
article_language,212,nan,eng
article_language,239,nan,eng
article_language,262,nan,English
article_language,263,nan,ger
article_language,283,nan,eng
article_language,291,nan,eng
article_language,308,nan,English
article_language,312,nan,English
article_language,315,nan,eng
article_language,317,nan,English
article_language,323,nan,eng
article_language,324,nan,ENG
article_language,364,nan,eng
article_language,366,nan,eng
article_language,422,nan,eng
article_language,447,nan,eng
article_language,451,nan,eng
article_language,455,nan,English
article_language,475,nan,eng
article_language,485,nan,eng
article_language,492,nan,eng
article_language,509,nan,English
article_language,529,nan,eng
article_language,555,nan,eng
article_language,571,nan,engpor
article_language,606,nan,eng
article_language,622,nan,ger
article_language,630,nan,English
article_language,653,nan,eng
article_language,659,nan,eng
article_language,660,nan,eng
article_language,675,nan,eng
article_language,691,nan,eng
article_language,694,nan,ENG
article_language,695,nan,eng
article_language,700,nan,English
article_language,756,nan,eng
article_language,775,nan,eng
article_language,782,nan,eng
article_language,797,nan,pt
article_language,803,nan,eng
article_language,822,nan,eng
article_language,824,nan,eng
article_language,828,nan,eng
article_language,864,nan,spa
article_language,894,nan,eng
article_language,939,nan,eng
article_language,979,nan,eng
article_language,998,nan,ENG
journal_title,36,nan,Vulnerable Children and Youth Studies
journal_title,48,nan,Cochrane Database Syst. Rev.
journal_title,53,nan,American Journal Of Physical Medicine & Rehabilitation / Association Of Academic Physiatrists
journal_title,56,nan,Computers & chemical engineering
journal_title,60,nan,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA
journal_title,68,nan,AIDS Reviews
journal_title,70,nan,Ophthalmic surgery and lasers
journal_title,75,nan,Indian Journal of Pathology and Microbiology
journal_title,85,nan,Einstein (Sao Paulo)
journal_title,91,nan,J Cardiovasc Med (Hagerstown)
journal_title,94,nan,Journal of Social Service Research
journal_title,112,nan,BMJ Open
journal_title,122,nan,Transactions of the Royal Society of Tropical Medicine and Hygiene
journal_title,136,nan,The Journals of Gerontology: Series A: Biological Sciences and Medical Sciences
journal_title,155,nan,American Journal of Acupuncture
journal_title,189,nan,Journal of International Education Research
journal_title,210,nan,Muscle & nerve
journal_title,213,nan,Ugeskr Laeger
journal_title,258,nan,Journal of Epidemiology and Community Health
journal_title,269,nan,Interactive Cardiovascular & Thoracic Surgery
journal_title,275,nan,Ultrasound Obstet. Gynecol.
journal_title,283,nan,Journal of the American Veterinary Medical Association
journal_title,293,nan,Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis
journal_title,324,nan,International journal of colorectal disease
journal_title,342,nan,Acta Neurochir Suppl (Wien)
journal_title,352,nan,East African Medical Journal
journal_title,363,nan,Journal of Sports Medicine & Physical Fitness
journal_title,368,nan,JPN. J. ANESTHESIOL.
journal_title,383,nan,Kekkaku : [Tuberculosis]
journal_title,423,nan,Addictive Behaviors
journal_title,452,nan,Obesity reviews : an official journal of the International Association for the Study of Obesity
journal_title,463,nan,Public health nutrition
journal_title,475,nan,Korean Journal of Anesthesiology
journal_title,479,nan,The International journal of developmental biology
journal_title,527,nan,Occupational Medicine-Oxford
journal_title,533,nan,Neuroscience
journal_title,571,nan,Jornal brasileiro de pneumologia : publicacao oficial da Sociedade Brasileira de Pneumologia e Tisilogia
journal_title,580,nan,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.
journal_title,592,nan,Journal of Epidemiology & Community Health
journal_title,636,nan,Neurol Res
journal_title,639,nan,The Australian journal of rural health
journal_title,665,nan,Academic radiology
journal_title,675,nan,Acta Neurol Scand
journal_title,680,nan,Journal of Experimental Psychology: General
journal_title,691,nan,Clinical radiology
journal_title,695,nan,Psicothema
journal_title,740,nan,J Hosp Infect
journal_title,750,nan,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz
journal_title,755,nan,Nihon Koshu Eisei Zasshi
journal_title,772,nan,Ann. Hematol.
journal_title,806,nan,Chin. J. Evid.-Based Med.
journal_title,818,nan,Acta Endocrinologica. Supplementum
journal_title,882,nan,Journal of Psychopharmacology
journal_title,884,nan,Nippon Seikeigeka Gakkai zasshi
journal_title,894,nan,The European respiratory journal
journal_title,907,nan,ProQuest LLC
journal_title,923,nan,European respiratory journal
journal_title,936,nan,JRSM open
journal_title,945,nan,Journal of environmental monitoring : JEM
journal_title,962,nan,Phytotherapy research : PTR
journal_title,967,nan,Laryngo- rhino- otologie
journal_title,969,nan,Acta paediatrica Scandinavica. Supplement
journal_title,970,nan,Journal of Neurotrauma
journal_title,972,nan,JOURNAL OF CELL BIOLOGY
journal_title,981,nan,Proceedings of SPIE - The International Society for Optical Engineering
journal_title,998,nan,Female pelvic medicine & reconstructive surgery
jounral_abbreviation,44,nan,J Am Board Fam Med
jounral_abbreviation,53,nan,Am J Phys Med Rehabil
jounral_abbreviation,57,nan,J Clin Anesth
jounral_abbreviation,60,nan,Knee Surg Sports Traumatol Arthrosc
jounral_abbreviation,79,nan,Nepal Med Coll J
jounral_abbreviation,84,nan,Actas Urol Esp
jounral_abbreviation,98,nan,Journal of dental research
jounral_abbreviation,148,nan,The European journal of general practice
jounral_abbreviation,171,nan,Diabetic medicine : a journal of the British Diabetic Association
jounral_abbreviation,176,nan,Ann. N. Y. Acad. Sci.
jounral_abbreviation,180,nan,Orthopedics
jounral_abbreviation,233,nan,Best Pract Res Clin Gastroenterol
jounral_abbreviation,269,nan,Interact Cardiovasc Thorac Surg
jounral_abbreviation,281,nan,Neurology
jounral_abbreviation,300,nan,Appl Nurs Res
jounral_abbreviation,364,nan,Exp. Cell Res.
jounral_abbreviation,369,nan,Injury
jounral_abbreviation,398,nan,Anesth Analg
jounral_abbreviation,477,nan,Surgery
jounral_abbreviation,482,nan,Pain
jounral_abbreviation,521,nan,Can Forces Dent Serv Q
jounral_abbreviation,526,nan,Chin. Med. J.
jounral_abbreviation,533,nan,Neuroscience
jounral_abbreviation,575,nan,Tumour Biol.
jounral_abbreviation,609,nan,Z Erkr Atmungsorgane Folia Bronchol
jounral_abbreviation,617,nan,Eur. Respir. J.
jounral_abbreviation,626,nan,Sleep
jounral_abbreviation,636,nan,Neurological research
jounral_abbreviation,652,nan,Hepatology
jounral_abbreviation,655,nan,Journal of graduate medical education
jounral_abbreviation,664,nan,PloS one
jounral_abbreviation,706,nan,Journal of applied physiology
jounral_abbreviation,749,nan,Hawai'i journal of medicine & public health : a journal of Asia Pacific Medicine & Public Health
jounral_abbreviation,756,nan,American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists
jounral_abbreviation,814,nan,Acta Clin Belg
jounral_abbreviation,818,nan,Acta Endocrinol Suppl (Copenh)
jounral_abbreviation,828,nan,J Am Geriatr Soc
jounral_abbreviation,834,nan,Am. J. Med.
jounral_abbreviation,849,nan,Annals of the rheumatic diseases
jounral_abbreviation,853,nan,Circulation
jounral_abbreviation,896,nan,Science and engineering ethics
jounral_abbreviation,904,nan,Auton.Neurosc.Basic Clin.
jounral_abbreviation,910,nan,Cancer
jounral_abbreviation,919,nan,Anaesthesia
jounral_abbreviation,942,nan,Techniques in coloproctology
jounral_abbreviation,980,nan,Endocrinology
journal_issn,16,nan,0007-0963
journal_issn,18,nan,1469-493X
journal_issn,57,nan,0952-8180
journal_issn,59,nan,0-8077-4913-3
journal_issn,62,nan,0960-8923
journal_issn,82,nan,0962-2802
journal_issn,86,nan,9790000000000
journal_issn,98,nan,0022-0345
journal_issn,99,nan,0193-1849
journal_issn,123,nan,1471-2458
journal_issn,125,nan,1048-891X (Print)     1048-891x
journal_issn,131,nan,14-Feb
journal_issn,144,nan,0266-7681 (Print) 0266-7681
journal_issn,158,nan,1092-8529
journal_issn,162,nan,2249-782X
journal_issn,181,nan,0390-6078
journal_issn,209,nan,0004-0010 (Print) 0004-0010
journal_issn,232,nan,1532-2939
journal_issn,235,nan,1466-187X
journal_issn,240,nan,0933-7407
journal_issn,243,nan,2044-6055
journal_issn,269,nan,1569-9285
journal_issn,295,nan,1573-3955     1875-631X
journal_issn,298,nan,0300-8878
journal_issn,300,nan,1532-8201
journal_issn,302,nan,1089-7690
journal_issn,316,nan,1527-1315
journal_issn,331,nan,1533-7731
journal_issn,364,nan,1090-2422
journal_issn,382,nan,0092-8240
journal_issn,385,nan,1473-0480
journal_issn,390,nan,1060-0280
journal_issn,401,nan,2150-1351 (Print)     2150-1351
journal_issn,423,nan,0306-4603
journal_issn,441,nan,14-Feb
journal_issn,445,nan,1058-0832
journal_issn,446,nan,1751-7176
journal_issn,465,nan,1178-7090
journal_issn,467,nan,0023-6837
journal_issn,469,nan,-5514
journal_issn,483,nan,1070-3004
journal_issn,515,nan,-14400
journal_issn,523,nan,1469-493X
journal_issn,524,nan,1531-5053
journal_issn,530,nan,1558-2027
journal_issn,535,nan,0196-0644
journal_issn,538,nan,0160-6379
journal_issn,560,nan,0145-6008
journal_issn,567,nan,1474-547X
journal_issn,576,nan,0353-9504
journal_issn,577,nan,1747-4949
journal_issn,652,nan,1527-3350
journal_issn,656,nan,0360-7283
journal_issn,675,nan,14-Jan
journal_issn,683,nan,0268-1153
journal_issn,695,nan,0214-9915
journal_issn,702,nan,1440-1843
journal_issn,706,nan,0021-8987 (Print)     0021-8987
journal_issn,715,nan,1462-2203
journal_issn,732,nan,1470-7926
journal_issn,754,nan,2049-9434
journal_issn,791,nan,2212-4411
journal_issn,806,nan,1672-2531
journal_issn,835,nan,0342-4642
journal_issn,847,nan,1743-9159
journal_issn,896,nan,1353-3452 (Print)     1353-3452
journal_issn,938,nan,0022-4804
journal_issn,940,nan,1742-3953 1742-3953
journal_issn,972,nan,0021-9525
journal_issn,982,nan,0009-9201 (Print) 0009-9201
journal_issn,999,nan,-4473
article_jvolumn,10,nan,79
article_jvolumn,14,nan,8
article_jvolumn,33,nan,0
article_jvolumn,56,nan,71
article_jvolumn,82,nan,16
article_jvolumn,84,nan,39
article_jvolumn,100,nan,92
article_jvolumn,116,nan,0
article_jvolumn,120,nan,0
article_jvolumn,141,nan,89
article_jvolumn,146,nan,21
article_jvolumn,169,nan,0
article_jvolumn,170,nan,0
article_jvolumn,181,nan,0
article_jvolumn,190,nan,39
article_jvolumn,214,nan,0
article_jvolumn,231,nan,54
article_jvolumn,237,nan,4
article_jvolumn,241,nan,8
article_jvolumn,242,nan,24
article_jvolumn,243,nan,4
article_jvolumn,249,nan,515
article_jvolumn,252,nan,20
article_jvolumn,266,nan,57
article_jvolumn,268,nan,12
article_jvolumn,272,nan,99
article_jvolumn,290,nan,72
article_jvolumn,300,nan,26
article_jvolumn,303,nan,15
article_jvolumn,324,nan,-1
article_jvolumn,325,nan,13
article_jvolumn,334,nan,5
article_jvolumn,335,nan,13
article_jvolumn,337,nan,16
article_jvolumn,349,nan,33
article_jvolumn,355,nan,29
article_jvolumn,368,nan,43
article_jvolumn,408,nan,66
article_jvolumn,422,nan,42
article_jvolumn,435,nan,74
article_jvolumn,447,nan,7
article_jvolumn,448,nan,2007
article_jvolumn,469,nan,21
article_jvolumn,482,nan,80
article_jvolumn,483,nan,18
article_jvolumn,512,nan,57
article_jvolumn,513,nan,347
article_jvolumn,514,nan,79
article_jvolumn,546,nan,44
article_jvolumn,574,nan,62
article_jvolumn,590,nan,43
article_jvolumn,603,nan,85
article_jvolumn,608,nan,57
article_jvolumn,609,nan,133
article_jvolumn,617,nan,24
article_jvolumn,628,nan,80
article_jvolumn,639,nan,22
article_jvolumn,642,nan,15
article_jvolumn,649,nan,20
article_jvolumn,656,nan,29
article_jvolumn,657,nan,23
article_jvolumn,700,nan,0
article_jvolumn,729,nan,0
article_jvolumn,744,nan,0
article_jvolumn,747,nan,0
article_jvolumn,748,nan,0
article_jvolumn,750,nan,54
article_jvolumn,771,nan,89
article_jvolumn,778,nan,13
article_jvolumn,792,nan,-1
article_jvolumn,795,nan,49
article_jvolumn,806,nan,15
article_jvolumn,816,nan,64
article_jvolumn,818,nan,288
article_jvolumn,825,nan,29
article_jvolumn,833,nan,0
article_jvolumn,837,nan,10
article_jvolumn,843,nan,35
article_jvolumn,847,nan,12
article_jvolumn,848,nan,27
article_jvolumn,857,nan,0
article_jvolumn,870,nan,12
article_jvolumn,876,nan,21
article_jvolumn,890,nan,0
article_jvolumn,893,nan,23
article_jvolumn,916,nan,23
article_jvolumn,924,nan,12
article_jvolumn,934,nan,0
article_jvolumn,939,nan,33
article_jvolumn,943,nan,20
article_jvolumn,948,nan,0
article_jvolumn,956,nan,5
article_jvolumn,964,nan,7
article_jvolumn,968,nan,24
article_jvolumn,972,nan,202
article_jvolumn,975,nan,15
article_jvolumn,981,nan,7457
article_jvolumn,993,nan,35
article_jissue,9,nan,7
article_jissue,23,nan,6
article_jissue,29,nan,9
article_jissue,36,nan,3
article_jissue,46,nan,10
article_jissue,64,nan,1
article_jissue,66,nan,1
article_jissue,67,nan,0
article_jissue,87,nan,4
article_jissue,88,nan,1
article_jissue,94,nan,5
article_jissue,95,nan,1
article_jissue,113,nan,0
article_jissue,133,nan,0
article_jissue,142,nan,0
article_jissue,149,nan,4
article_jissue,166,nan,2
article_jissue,179,nan,2
article_jissue,212,nan,5
article_jissue,228,nan,3
article_jissue,233,nan,4
article_jissue,239,nan,7
article_jissue,245,nan,4
article_jissue,255,nan,117
article_jissue,256,nan,5
article_jissue,263,nan,7
article_jissue,287,nan,5
article_jissue,288,nan,0
article_jissue,297,nan,6
article_jissue,316,nan,2
article_jissue,349,nan,3
article_jissue,354,nan,-1
article_jissue,361,nan,-1
article_jissue,365,nan,4
article_jissue,367,nan,3
article_jissue,383,nan,8
article_jissue,397,nan,2
article_jissue,405,nan,1
article_jissue,440,nan,12
article_jissue,458,nan,12
article_jissue,459,nan,4
article_jissue,464,nan,1
article_jissue,466,nan,5
article_jissue,497,nan,0
article_jissue,498,nan,1
article_jissue,519,nan,10
article_jissue,521,nan,1
article_jissue,526,nan,19
article_jissue,554,nan,3
article_jissue,562,nan,11
article_jissue,579,nan,4
article_jissue,580,nan,3
article_jissue,623,nan,0
article_jissue,626,nan,9
article_jissue,627,nan,5
article_jissue,652,nan,6
article_jissue,654,nan,8
article_jissue,667,nan,5
article_jissue,673,nan,5
article_jissue,681,nan,7
article_jissue,688,nan,6
article_jissue,692,nan,0
article_jissue,698,nan,12
article_jissue,699,nan,0
article_jissue,701,nan,0
article_jissue,707,nan,4
article_jissue,719,nan,8
article_jissue,720,nan,1
article_jissue,726,nan,0
article_jissue,738,nan,5
article_jissue,747,nan,0
article_jissue,753,nan,0
article_jissue,768,nan,9
article_jissue,771,nan,9
article_jissue,773,nan,7
article_jissue,801,nan,11
article_jissue,806,nan,3
article_jissue,815,nan,16
article_jissue,820,nan,12
article_jissue,821,nan,0
article_jissue,833,nan,0
article_jissue,844,nan,1
article_jissue,857,nan,0
article_jissue,864,nan,1
article_jissue,881,nan,6
article_jissue,885,nan,0
article_jissue,900,nan,-1
article_jissue,902,nan,6
article_jissue,913,nan,3
article_jissue,931,nan,2
article_jissue,935,nan,0
article_jissue,953,nan,1
article_jissue,958,nan,5
article_jissue,962,nan,6
article_jissue,969,nan,-1
article_jissue,979,nan,0
article_jissue,983,nan,0
article_jissue,990,nan,7
article_jissue,999,nan,9
article_jcreated_at,11,nan,1/9/01
article_jcreated_at,21,nan,1/13/12
article_jcreated_at,22,nan,1/11/01
article_jcreated_at,26,nan,1/14/03
article_jcreated_at,37,nan,1/14/01
article_jcreated_at,42,nan,1/14/10
article_jcreated_at,52,nan,1/1/94
article_jcreated_at,64,nan,1/5/01
article_jcreated_at,76,nan,1/13/01
article_jcreated_at,83,nan,1/5/01
article_jcreated_at,98,nan,1/1/92
article_jcreated_at,111,nan,1/14/09
article_jcreated_at,127,nan,1/11/01
article_jcreated_at,139,nan,1/14/01
article_jcreated_at,143,nan,1/11/01
article_jcreated_at,152,nan,1/12/10
article_jcreated_at,158,nan,1/13/12
article_jcreated_at,163,nan,1/14/01
article_jcreated_at,191,nan,1/13/01
article_jcreated_at,193,nan,1/6/03
article_jcreated_at,197,nan,8/13/14
article_jcreated_at,213,nan,1/2/01
article_jcreated_at,218,nan,1/8/01
article_jcreated_at,234,nan,1/12/01
article_jcreated_at,236,nan,1/12/01
article_jcreated_at,257,nan,1/14/04
article_jcreated_at,258,nan,1/14/01
article_jcreated_at,278,nan,1/2/05
article_jcreated_at,287,nan,1/13/10
