ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
14,965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,Heart Rhythm,nan,1547-5271,,5,1/11/01,nan,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,nan,nan,nan,35,8,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601,Latex allergy in atopic children.,eng,British Journal of Dermatology.,nan,0007-0963,140,5,5/1/99,919-21,{R S LeverS A Holme}
17,668310,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,nan,Clinical Interventions In Aging,Clin Int%erv Aging#,11#78-1998@@,7,-1,1/12/01,nan,{Andreas KruseManh Hung Nguyen}
18,282987,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,Cochrane Database Syst Rev,nan,nan,0,4,1/5/01,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,478292,nan,eng,Acta Neurochirurgica,nan,??Ja$n-68,139,3,1/1/97,257-8,{Y TakagiN HashimotoY Goto}
20,43736,Effect of pedal$ing technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,39,6,1/7/06,991-??5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Cancer prevention research (Philadelphia Pa.),Cancer Prev Res (Phila),1940-6215,32.445363472632685,12,nan,nan,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526,A performance improvement process to tackle tachysystole,nan,nan,nan,nan,,0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,
23,514411,nan,eng,Cardiovascular and interventional radiology,Cardiovasc Intervent Radiol,1432-086X,37,6,1/1#4%/12,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,2455740.432032471,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,Journal of clinical oncology : o#f??ficial journal of the American Society of Clinical Oncology,nan,1527-7755,27,79.63266200820131,5/20/09,2496-502,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,6207,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,nan,Scandinavian Journal of Gastr$oenterology,nan,nan,47,7,1/12/01,785-794,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaT@@imo SorsaLaura Makitalo}
26,84016.00697971958,Examining waiting placement in hospita#l: u#tilization and the lived experience.,eng,Global journal of health science,Glob J Health Sci,1916-9736,6,2,1/14/03,22-Dec,
27,,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,nan,The Journal of clinical psychiatry,J Clin Psychiatry,nan,69,53.506990701238465,#1/8/12,1892-900,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,971878,Diminished A-cell secretion in th$e ear#ly phase of type I diabetes mellitus,nan,Metabolism: Clinical and Experimental,nan,nan,35,11,1/1/86,1074-1077,
29,793918,nan,e$n@@g,PLoS One,PloS one,1932-6203,8,9,1/13/01,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,,Responses to open peer commentaries on the subjective brain identity and neuroethics,English,American Journal of Bioethics,nan,15265161 (ISSN),9,9,nan,W1-W4,
31,880881,[A case of giant Brunner's% gland hyperplasia combined with adenomyoma@@tous hyperplasia].,k$or,The Korean journal of gastroenterology = Taehan Sohwagi Hakh$oe chi,Korean J Gastroenterol,1598-9992,52,6,1/8/@@12%,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,629530,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,Eur. Heart J.,nan,0195-668X,28,17,nan,2077-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M Antman%Eugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,954388,Optimal Starting Age for School Attendance: FY76 I??ssue Analysis,English,nan,nan,nan,0,0,1/1/74,46,{Marilou Madden}
34,,Bone density and body composition in young wom$en with chronic fatigue syndrome.,eng,Neurop$rotective Agents,nan,nan,904,-1,5%/1/0$0,625-7,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,1532-8511,140.15962660703985,2,1/15/02,362-9,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
36,353972,Child sexual abuse as a risk factor for sexu??al risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,nan,Vulnerable Children and Youth Studies,nan,1745-0128 1745-0136,3,3,nan,243-248,{B O Olley}
37,5800582.234530369,Successful ??treatment of lung ca%ncer by multimodal endobronchial interventions,English,nan,Respiration,0025-7931,88,2,1/14/01,144-147,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,eng,Neurosurgery,Neurosurgery,1524-4040,,9.134970341907064,1/9/02,nan,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,,Out of harm's way: curbing violence in the ED,English,nan,Health Facil Manage,0899-6210,37.675413645443854,10,1/1/9$5#,20-6 28,{K. Sandrick}
40,473026,The incidence of contrast-induced nephropathy in trauma patients.,en@@@@g,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J Emerg Med,1473-5695,15,3,nan,134-9,{Ric%h SinertShoma DesaiAntonia HippCarmen Lopez}
41,,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,Int. J. Radiat. Onc$ol#. Biol. Phys.,nan,nan,,1,nan,S398,{Kooy H.Hong T.S.Symonifka J.Depauw N.Wo J.Y.}
42,110072,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cereb. Blood Flow Metab.,1559-7016,34,10,1/14/10,nan,{Jacques Van HoeckeHayat BanoujaafarChristine MarieClaude M Mossiat}
43,330553,Multiresistance of clinically relevant gram-positive cocci,nan,Inte%ns$ivmedizin und Notfallmedizin,nan,0175-??385??1,34,7,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
44,23215,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,Journal of the American Board of Family Medicine : JABFM,J Am Board Fam Med,1557-2625,,5.996740067571899,1/14/01,nan,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianMichael W Kattan}
45,719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,nan,nan,nan,157.495068554663,,1/10/01,2331-2337,{R. LuckP. MagoN. Fumo}
46,86421,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,Cancer research,Cancer Res.,1538-7445,225.5940716625179,56.15998662110555,5/15/11,Sep-82,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
47,2592984.601000818,Norton Waterl%ow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,0,0,nan,nan,{NULL}
48,530323,Strategies for partner notification for sexually transmitted infections including HIV.,eng,Cochrane Dat#abase Sys$t. Rev.,nan,1469-493X,10,,1/13/01,CD#0@@02843,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
49,,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,e#ng,The Journal of clinical psychiatry,J Clin Psychiatry%,nan,71,,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,864817,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,nan,nan,nan,21,0,1/10/01$,viii284,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,,Use o$f alendronate in peri-implant defect regeneration,nan,nan,nan,nan,70,2,nan,151-1$58,{P. C. WollanS. J. MerawC. M. Reeve}
52,2593663.236405703,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,English; ABSTRACT LANGUAGE:English,Annals of the Royal Coll$ege of Surgeons of Englan@@d,Ann R Coll Surg Engl,0035-8843,76,5,1/1/94,324-326@@,{Jayatunga APDark CHJahang@@iri MBradley JWP}
53,659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,eng,nan,Am J Phys Med Rehabil,1537-7385,,11,nan,nan,
54,159780.94994063914,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,eng,nan,J Sci Med Sport,1878-1861,55.89424977144663,6,nan,597-601,
55,302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,nan,nan,nan,nan,90,10.113401036082742,nan,18-30,{Steven@@ G LittleK Angel@@eque Akin-LittleShari Melman}
56,158672,nan,nan,Computers & chemical engineering,Comput Chem Eng,0098-1354,71,-1,4/14/12,715#-%727,{Shibin MathewIpsita Banerjee}
57,2837639.4865105357,nan,eng,nan,nan,0952-8180,18,6,1/6/09,427-35,{David N MaineGenevieve E CourpasJames F WellerJeffrey M RichmanAndrew J RowlingsonChristopher L Wu}
58,221086,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,eng,nan,nan,nan,,0,1/12/01,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. ??Hor??iguchi}
59,2039915.8066344815,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,nan,nan,nan,0-8077-4913-3,0,0,1/10/10,nan,{Ofelia GarciaJo Anne Kleifgen}
60,2718331.511580313,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,eng,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA,nan,1433-7347,22,12,1/14/12,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
61,474288,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,eng,Journal of geriatric oncology,J Geriatr Oncol,1879-4076,6,,1/15/01,15-22,{Marlies L van BekkumBarbara C van MunsterMarije E HamakerCarolien H SmorenburgPeter L M Thunnissen}
62,108424,Outcome of gastric bypass patients.,eng%,nan,Obes Surg,0960-8923,,2,1/2/04,261-4,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
63,841679,nan,English,J. @@Card. Surg.,nan,-7977,26,2,1/11/01,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
64,173830,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods dr@@ugs and insects,nan,Journal of Allergy and Clinical Immunology,nan,0091-6749 (Print),116,1,1/5/01,153-163,{S. H. SichererD. Y. M. Leung}
65,852927,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.,eng,J. Exp. Clin. Cancer Res.,nan,1756-9966,28,-1,1/9/01,34,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,237623,Neck@@ pai#n.,nan,Clinical evide??nce,Clin Evid (Online),1752-8526,,1,1/8/01,nan,{Allan I Binder}
67,912884,A guide to physiotherapy in cerebral palsy,nan,Paediatrics and Child Health,nan,nan,18,0,1/8/01,410-413,{C. E. Barber}
68,318931,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,nan,AIDS Reviews,nan,1139-6121,12,,1/10/01,153-163,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
69,,[The anxiety level of the patients who will have ultrasound-guided puncture #biopsy: a survey study].,nan,nan,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,nan,153.2349791685305,3,nan,453-5 459,{Rujun ZhengYulan PengShuzhen ZhaoHong HuangIi LiangXiaoli He}
70,349150,The relationship between capsulorhexis size and anterior chamber depth relation.,eng,Oph@@thalmic ??surgery and lasers,Ophthalmic Surg Lasers,1082-3069,30,3,3/1/99,185-90,{O Ceki_C% Batman}
71,572010,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,eng,CANCER,nan,#0008-@@543X,98,2,7/15/03,310-4,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,nan,1474-5151,11,2,1/12/01,183-9,
73,34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,nan,Journal of the neurological sciences,J. Neurol. Sci.,1878-5883,334,1,11/$15/13,1@@12-8,{Everard W ThorntonCarolyn A YoungAlan TennantJohn EalingKevin Talbot[Collective Name] UKMND-QoL GroupChris J GibbonsPamela J Shaw}
74,2642050.6721115555,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,English,Tra@@nsplantation,Transplantation,0041-1337,,7,$1/1%5/01,1455-1462,{Junge GRauer BDe Simone PFischer LDe Carlis LKaiser GMSaliba FDuvoux CMetselaar HJDon??g GNevens FFung JJ}
75,200077,Plasma cell leukemia--a case report.,eng,Indian Journal of Pathology and Microbiology,nan,0377-4929,46,3,1/3/07,484-7,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
76,421512,CABG again outshines stenting for some patients with coronary artery blockage,nan,nan,nan,nan,309,1,1/13/01,17-Aug,
77,715052,Health-pro#moting behaviors of low-income cancer survivors,nan,nan,nan,nan,126.21157563317388,3,1/11/01,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
78,172966,Food allergy in children,nan,Archives De Pediatrie,nan,0929-693X,,10,1/6/01,nan,{E. Bidat}
79,,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,eng,Nepal Medical College journal : NMCJ,Nepal Med Coll J,nan,4.467496237753398,17,11/1/96,9-Jun,@@{J Stil$kind}
80,282039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,nan,Transfusion,nan,0041-1132,48,9,1/8/01,nan,{M. Martin%en@@goD. F. ArdenghiG. RealiG. Tripodi}
81,835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,eng,Eur J Cancer Care (Engl),nan,0961-5423 (Print) 0961-5423,19,8.787896282110612,1/#10/01,#1@@67-71,{M. HebbarP. FournierO. Romano}
82,519732,Classifying radiographic progres%sion status in early rheumatoid arthritis patients using propensity score%s to adjust for baseline differences.,eng,Statistical methods in medical research,Stat Methods Med Res,0962-2802,16,,1/7/02,13-29,
83,761104,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,nan,TEACHING Exceptional Children Plus,nan,1553-9318 1553-9318,5.734502744598102,3,1/5/01,nan,{Milagros M. SessionsKevin J. Miller}
84,408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,engspa,Actas urologicas espanolas??,Actas Urol Esp,nan,39,4,1/15/0$5,222-8,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,,Chronic pain related to quality of sleep,eng     por,Einstein (Sao Paulo),Einstein (Sao Paulo Brazil),1679-??#4508,12,8.104697064233733,1/14/01,159-63,{W. HummigJ. Stechman NetoL. F. Tonial}
86,894596,On the role of pre and post-processing in environmental data mining,nan,Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decisi@@on Making iEMSs 2#008,nan,nan,9.454798698306554,0,nan,193??7-195??8,{Miquel S_nchez-MarrGeoff HolmesJoaqu_n IzquierdoJoaquim ComasIoannis AthanasiadisKarina Gibert}
87,3523768.714579024,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,eng,nan,Journal of medical toxicology : official journal of the Ame%rican College of Medical Toxicology,1556-9039,2,14.2388877552404,1/6/12,152-5,
88,220950,Forensic odontology: A prosthodontic view,eng,nan,nan,nan,19.37121098415212,1,1/12/01,38-41,{S. GosaviS. Gosavi}
89,,nan,en%g,Int J Gyna%ecol Obstet,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,0020-7292,64,5.915921046430378,1/1/99,10-May,{W. T. CreasmanS. PecorelliJ. L. BenedetJ. H. Shepherd}
90,914468,nan,nan,Revista de Neurologia,Rev.Neurol.,nan,242.40834955636103,3,1/8/01,135-138,
91,1680867.894958722,nan,eng,J Cardiovas?#?c Med (Hagerstown),Journal of cardiovascular medicine (Hagerstown Md.),%1558-2027#,10,,1/9/03,261-3,{Giovanni TeodoriMarta LeveroneEraldo OcchettaMiriam BortnikPaolo MarinoMarco Marcolongo}
92,612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre,Pathologie non allergique et exposition aux moisissures domesti@@qu$es.,nan,1776-2588,27,1,1/10/01,Jul-93,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,282053,Secondary school tobacco policy and prevention curricula in South Carolina,eng,N$#icotine Tob Res,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1462-2203,1,4,1/1/99,341-6,{M. W. MartinR. SaundersS. Levin}
94,870257,Intimate Pa??rtner Violence Survivors' Unmet Social Service Needs,English,Journal of Social Service Research,nan,1540-7314 0148-8376,37,5,1/11/01,4$81-489,{Melissa E. DichterKarin V. Rhodes}
95,,Partial fill strateg@@ies for oral on??colytics to reduce waste and drive persistency,nan,nan,nan,1088-0224,19,3.1251566573187644,1$/13@@/01,SP26-7,
96,949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,eng,Expert Opin Drug Metab Toxicol,Expert opinion on drug metabolism & toxicology,1742-5255,3,3,1/7/0%1,315$-20,{A. A. Mangoni}
97,931323,Prevalence of allergic diseases in Poland - ECAP study,nan,nan,nan,nan,,0,1/9/01,326-327,{N. JakubikL. TrzpilF. RaciborskiU. Samolinska-ZawiszaL. SamoliskiD. PaczesnyZ. HalatJ. MarszalkowskaB. SamolinskiP. Samel-KowalikA. LusawaJ. GutowskaA. TomaszewskaA. Walkiewicz}
98,752456,The changing patterns of systemic fluoride intake,nan,J Dent Res@@,Journal of dental research,nan,,5,1/1/92,1228-37,{B. A. Burt}
99,377284,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,Am J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism,0193-1849,,3,1/2/09,E556-64,{Paola ScifoAlessandro Del MaschioLivio LuziElena MeneghiniAlberto BattezzatiGianluca PerseghinMassimo DannaStefano Benedini}
100,420138,Dietary practices of ballet jazz and modern dancers,nan,J@@ournal of the American Dietetic Association,nan,nan,92,3,1/?@@?1/92,nan,{Stensland SHSobal J}
101,444273,Iatrogenic perforation at colo%nic@@ imaging.,nan,nan,nan,nan,0,,nan,nan,{NULL}
102,816680,The embodied nature of medical concepts: Image schemas and language for pain,English,Cognitive Processing,nan,1612-4782     1612-4790,15,3,1/14/01,28??3-296,{M. Tercedor SnchezJ.A. Prieto Velasc$o}
103,,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,nan,nan,nan,24,,1/15/01,160-6,{A. KelirisI. KoutsourelakisA. Minarit@@zogl#ouS. Zakynthinos}
104,628299,nan,eng,Fertility and sterility,Fertil. Steril.,1556-5653,92,2,1/9/08,667-77,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
105,72089,Clinical pharmacokinetics of Icotinib an anti-cancer drug: evaluation of dose proportionality food effect and tolerability in healthy subjects.,eng,Cancer chemotherapy and pharmacology,Cancer Chemother. Pharmacol.,1432-0843,73,,1/14/#04,721-7,{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi ZhangPei Hu}
106,847287,A qualitative exploration of the cancer exper$ience among long-term $survivors: comparisons by cancer type ethnicity gender and age.,eng,Psycho%-oncolog??y,Psycho#oncolo@@gy,1057-9249,82.49162085278121,9.238272358246572,1/6??/#03,nan,{Sarah McGrawVida @@M PetronisCharles S Carver%Nancy AvisKristie Long FoleyDeborah F FarmerRoselyn G SmithKevin Smith}
107,4377965.372819246,High intensity interval exercise training in %overweight young women,nan,nan,nan,nan,52,3,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
108,591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,nan,nan,nan,153.2716378458623,2,nan,135-41,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulty}
109,125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,en$g%,Cu??rrent opinion in pharma#cology,Curr Opin Pharmacol,1471-4892,3,2,1/3/04,146-51,{Noritoshi NagayaKenji Kangawa}
110,255432,nan,eng,The Cochrane Database Of Systematic Reviews,Cochrane Database Syst Rev,nan,-1,2,1/1/00,nan,{D C ThompsonF P Rivara}
111,689284,nan,e#ng,Cancer immunology immunotherapy : CII,nan,nan,63,9,1/14/09,911-@@24,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKeith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
112,781141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,English,BMJ Ope@@n$,nan,nan,14.384384206329877,10,1/13/01,nan,{T. L. DaviesB. BovillS. Johns%tonM. T. MayM. Gompels}
113,148787,Cardiac atrophy in women following bed rest,eng,nan,nan,nan,103,0,1/7/01,8-16 ST  - Cardiac atrophy in women following bed rest-,{J. L. HastingsG. BioloB. D. LevineT. TilleryR. M. PeshockT. A. DorfmanB. R. MaciasA. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 HargensS. M. Schneider}
114,,Patent abstractsnull,nan,Industrial Robot:$ An Int#ernational Journal,nan,0143-991X,171.99282128663882,4,1/11/01,nan,@@{NUL$L}
115,684757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,nan,nan,J Rheumatol,0315-162X,28,,1/1/04,745-50,
116,447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
117,585766,nan,nan,nan,nan,nan,41,1,1/1/76,%57-61,{$B. L. DrinkwaterJ. E. DentonS. M. HorvathP. B. Raven}
118,185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,nan,nan,nan,nan,13,0,1/10/01,nan,{Denys T. LauBrass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller BostickCelia BerdesJonathan Masin-PetersMegan Ong}
