Attribute,Index,Dirty Value,Cleaned Value
ZipCode,88,131674.08178914155,35631
ZipCode,90,169926.69870895738,35631
ZipCode,108,176184.1845789508,36467
ZipCode,109,198254.36975679567,36467
ZipCode,116,197721.22363173883,36467
ZipCode,135,170429.85600056872,36049
ZipCode,150,171015.4874197451,35640
ZipCode,186,210155.8768757836,35976
ZipCode,233,110716.79108617477,35968
ZipCode,264,204452.69757988057,36784
ZipCode,279,129911.49396002568,35007
ZipCode,296,116198.2742367208,35233
ZipCode,309,118463.66635129036,35233
ZipCode,323,216110.48925081536,36201
ZipCode,353,154730.21574659034,35205
ZipCode,358,182784.1031060931,35594
ZipCode,393,111806.41813745214,36067
ZipCode,416,140341.53281083182,35150
ZipCode,418,155590.43434608087,35150
ZipCode,433,504421.8609401102,99508
ZipCode,435,572373.265429425,99508
ZipCode,532,143414.28361908364,36116
ZipCode,564,153258.6389945154,36106
ZipCode,577,168763.09823631984,36854
ZipCode,609,195416.37510144757,36323
ZipCode,658,192523.3023485552,36278
ZipCode,659,184737.70689474867,36278
ZipCode,694,181722.13105265496,36078
ZipCode,696,141778.51614735037,36078
ZipCode,700,145714.56747657285,36078
ZipCode,703,150449.3857802272,36078
ZipCode,711,205329.73705993817,36078
ZipCode,754,196022.55759882365,36420
ZipCode,766,124403.90816214672,36420
ZipCode,769,178929.440341299,36201
ZipCode,776,157517.4308246331,35801
ZipCode,802,159281.08904517937,35801
ZipCode,806,211072.75449013637,35903
ZipCode,826,188934.80257826537,35903
ZipCode,832,177348.68000144395,35045
ZipCode,846,165464.40991625146,35045
ZipCode,854,136317.93946948624,35570
ZipCode,904,182711.8342380948,35901
ZipCode,921,119152.57870059728,35901
ZipCode,926,117863.67423231398,35901
ZipCode,932,209043.79462497943,36033
ZipCode,945,193294.2111359919,36033
ZipCode,994,166448.99885196326,35121
CountyName,11,jeffers%on,jefferson
CountyName,31,h@@o@@uston,houston
CountyName,78,la#uderdale,lauderdale
CountyName,99,coving#to%n,covington
CountyName,127,crensha??w??,crenshaw
CountyName,153,morga$n??,morgan
CountyName,161,morga%n,morgan
CountyName,176,ma@@r%shall,marshall
CountyName,179,marsha@@ll,marshall
CountyName,186,%marshall,marshall
CountyName,191,marshall??,marshall
CountyName,198,j$efferso%n,jefferson
CountyName,203,j$effer$son,jefferson
CountyName,210,jefferson#,jefferson
CountyName,211,jef#fers#on,jefferson
CountyName,228,$de kal#b,de kalb
CountyName,289,@@shelby??,shelby
CountyName,310,je??ffers@@on,jefferson
CountyName,351,jeffe@@rson,jefferson
CountyName,359,#marion,marion
CountyName,380,mobile??,mobile
CountyName,381,mob?$?ile,mobile
CountyName,384,mo$b??ile,mobile
CountyName,412,??autauga,autauga
CountyName,444,ancho??rage,anchorage
CountyName,488,#dale,dale
CountyName,512,%ch@@erokee,cherokee
CountyName,532,montgo$mery,montgomery
CountyName,536,mon@@tgomery%,montgomery
CountyName,540,mon#tgomery,montgomery
CountyName,571,ch@@am%bers,chambers
CountyName,640,l@@ee@@,lee
CountyName,699,elmore@@$,elmore
CountyName,714,el#more,elmore
CountyName,783,madiso??%n,madison
CountyName,845,chi@@lt#on,chilton
CountyName,850,chilto%n,chilton
CountyName,890,fa@@yette,fayette
CountyName,912,e??t#owah,etowah
CountyName,918,eto??wa@@h,etowah
CountyName,955,@@butler,butler
CountyName,971,%cof#fee,coffee
PhoneNumber,78,11465186578.524157,2567688400
PhoneNumber,87,11076316030.700752,2567688400
PhoneNumber,139,14034099857.66095,3343353374
PhoneNumber,151,14873239511.480043,2567736511
PhoneNumber,156,13636464205.420055,2567736511
PhoneNumber,180,12602263316.997742,2565718000
PhoneNumber,183,9267257827.531427,2565718000
PhoneNumber,222,12100243312.124542,2568453150
PhoneNumber,226,13275778049.11554,2568453150
PhoneNumber,244,8411926279.4624605,2568453150
PhoneNumber,262,13960914730.112984,3346366221
PhoneNumber,278,7905193475.566847,2056208100
PhoneNumber,311,6337438761.811626,2053258100
PhoneNumber,316,12500046507.139347,2562358900
PhoneNumber,327,10908605826.541994,2562358900
PhoneNumber,328,14855181102.68116,2562358900
PhoneNumber,336,15467098639.185265,3347935000
PhoneNumber,360,10560412501.150057,2054877736
PhoneNumber,372,7659379372.722796,2054877736
PhoneNumber,401,19219368162.3563,3343614267
PhoneNumber,425,11790250436.115036,2562495000
PhoneNumber,453,13617538344.566175,2563864556
PhoneNumber,467,17740019621.18338,3347742601
PhoneNumber,484,19179543920.66393,3347742601
PhoneNumber,489,13147666244.46234,3347742601
PhoneNumber,497,14847622379.4339,2569275531
PhoneNumber,508,9244564790.556684,2569275531
PhoneNumber,523,18090340163.240284,3342882100
PhoneNumber,572,18487923490.87294,3347561400
PhoneNumber,585,15966175965.560207,3347561400
PhoneNumber,591,11077391692.246365,3347561400
PhoneNumber,630,14568274638.799925,3347493411
PhoneNumber,650,14024924788.32907,2563572111
PhoneNumber,730,9693798361.838352,2567372000
PhoneNumber,743,16107594323.335516,3342228466
PhoneNumber,750,16382775379.374071,3342228466
PhoneNumber,790,14863980729.927357,2562651000
PhoneNumber,793,13762926857.298994,2562651000
PhoneNumber,799,15229741212.78938,2562651000
PhoneNumber,801,14903967668.036848,2562651000
PhoneNumber,838,12211679643.523348,2057552500
PhoneNumber,848,9813324792.982197,2057552500
PhoneNumber,864,11247160986.010498,2059216200
HospitalType,58,ac%ute care hospitals,acute care hospitals
HospitalType,71,acute care hospi%??tals,acute care hospitals
HospitalType,89,ac@@ute care hospital??s,acute care hospitals
HospitalType,90,acute% care hospita$ls,acute care hospitals
HospitalType,186,ac??ute care hospitals,acute care hospitals
HospitalType,199,acute ca#re hospitals,acute care hospitals
HospitalType,214,ac$ute care hospita??ls,acute care hospitals
HospitalType,233,acute care ho$spitals,acute care hospitals
HospitalType,260,a??cute care hospital@@s,acute care hospitals
HospitalType,261,acute ca%re hospital??s,acute care hospitals
HospitalType,272,%acute care hospitals,acute care hospitals
HospitalType,286,a#cute care hosp#itals,acute care hospitals
HospitalType,299,acute care hos$pita??ls,acute care hospitals
HospitalType,308,acute care hospi??tals,acute care hospitals
HospitalType,316,acute care $hospitals,acute care hospitals
HospitalType,359,ac$ute care hospitals,acute care hospitals
HospitalType,364,acu$te care %hospitals,acute care hospitals
HospitalType,367,acute care hos@@pitals,acute care hospitals
HospitalType,398,acute?? care hospitals,acute care hospitals
HospitalType,429,acute car@@e hospitals,acute care hospitals
HospitalType,456,acute care@@ hospitals,acute care hospitals
HospitalType,461,a%cute care hospitals,acute care hospitals
HospitalType,463,acute ca$re hospitals,acute care hospitals
HospitalType,519,acute care h%ospitals,acute care hospitals
HospitalType,537,acute care hospit#als,acute care hospitals
HospitalType,546,acute ca$re hospitals,acute care hospitals
HospitalType,560,acute @@care hospitals,acute care hospitals
HospitalType,576,acute care h$$ospitals,acute care hospitals
HospitalType,591,acute ca#r$e hospitals,acute care hospitals
HospitalType,619,acute care hosp@@itals,acute care hospitals
HospitalType,644,??acute c@@are hospitals,acute care hospitals
HospitalType,651,acute care hosp$%itals,acute care hospitals
HospitalType,702,acute ca%re@@ hospitals,acute care hospitals
HospitalType,704,acute% care h??ospitals,acute care hospitals
HospitalType,706,acute ca%re hospitals,acute care hospitals
HospitalType,777,??acute care hospital#s,acute care hospitals
HospitalType,785,acu$te care?? hospitals,acute care hospitals
HospitalType,793,acute care ho%spitals,acute care hospitals
HospitalType,813,a#cute care hospitals%,acute care hospitals
HospitalType,850,acute %car??e hospitals,acute care hospitals
HospitalType,879,acute care hos$pitals,acute care hospitals
HospitalType,892,acute ca$re @@hospitals,acute care hospitals
HospitalType,905,acut%e care hospitals,acute care hospitals
HospitalType,909,acute care hospi$tals,acute care hospitals
HospitalType,954,acu$te care hospit%als,acute care hospitals
HospitalOwner,9,government - hospital@@ district or authority,government - hospital district or authority
HospitalOwner,11,government - hospital district or au#thority,government - hospital district or authority
HospitalOwner,59,government - hospit@@al district or?? authority,government - hospital district or authority
HospitalOwner,117,voluntary# non-profit - private,voluntary non-profit - private
HospitalOwner,121,g#overnment - federal,government - federal
HospitalOwner,130,%government - federal,government - federal
HospitalOwner,134,government -# federa@@l,government - federal
HospitalOwner,148,proprietary@@,proprietary
HospitalOwner,153,propriet??a%ry,proprietary
HospitalOwner,244,voluntary non-profit - c??hurch,voluntary non-profit - church
HospitalOwner,249,government - feder#al,government - federal
HospitalOwner,290,voluntary n$on-profit - church,voluntary non-profit - church
HospitalOwner,292,voluntary@@?? non-profit - church,voluntary non-profit - church
HospitalOwner,295,voluntar@@y non-profit - private,voluntary non-profit - private
HospitalOwner,326,%proprietary,proprietary
HospitalOwner,347,pro#@@prietary,proprietary
HospitalOwner,360,proprie@@tary,proprietary
HospitalOwner,369,prop@@rietar#y,proprietary
HospitalOwner,433,proprieta??ry,proprietary
HospitalOwner,471,governme#nt - hospi#tal district or authority,government - hospital district or authority
HospitalOwner,478,government - hospital district or auth$ority@@,government - hospital district or authority
HospitalOwner,507,volunta#ry non-profit - private,voluntary non-profit - private
HospitalOwner,525,voluntary non-profit?$? - church,voluntary non-profit - church
HospitalOwner,527,voluntary non-prof$it - c??hurch,voluntary non-profit - church
HospitalOwner,569,voluntary non-profit - ot%her,voluntary non-profit - other
HospitalOwner,571,voluntary no??n-profit - other,voluntary non-profit - other
HospitalOwner,596,vol#untary non-pro$fit - other,voluntary non-profit - other
HospitalOwner,612,voluntary?? non-profit - other$,voluntary non-profit - other
HospitalOwner,629,government -@@ hospital district or authority@@,government - hospital district or authority
HospitalOwner,647,govern??ment - local,government - local
HospitalOwner,661,government $- local,government - local
HospitalOwner,714,vo$luntary non-profit - pr??ivate,voluntary non-profit - private
HospitalOwner,774,pr%oprieta%ry,proprietary
HospitalOwner,775,government - hospital district or authority$,government - hospital district or authority
HospitalOwner,849,voluntary no%n-profit @@- private,voluntary non-profit - private
HospitalOwner,860,@@voluntary non-profit - p@@rivate,voluntary non-profit - private
HospitalOwner,861,voluntary?? non-profit - private,voluntary non-profit - private
HospitalOwner,889,voluntary non-profit $- other,voluntary non-profit - other
HospitalOwner,926,proprietary@@??,proprietary
HospitalOwner,930,proprietar??y,proprietary
HospitalOwner,935,voluntary@@ non-prof$it - private,voluntary non-profit - private
HospitalOwner,939,voluntary non-p@@rofit - privat@@e,voluntary non-profit - private
HospitalOwner,944,voluntary non-profit - privat@@e,voluntary non-profit - private
HospitalOwner,956,p#roprie%tary,proprietary
HospitalOwner,985,voluntary non-profit@@ - private,voluntary non-profit - private
EmergencyService,17,y%es,yes
EmergencyService,24,yes@@,yes
EmergencyService,96,no$??,no
EmergencyService,139,yes#,yes
EmergencyService,155,ye?$?s,yes
EmergencyService,171,yes??$,yes
EmergencyService,215,y??es,yes
EmergencyService,224,yes$,yes
EmergencyService,240,??y??es,yes
EmergencyService,253,yes#,yes
EmergencyService,271,%%yes,yes
EmergencyService,288,@@??yes,yes
EmergencyService,304,ye@@s%,yes
EmergencyService,319,y??es,yes
EmergencyService,328,#yes,yes
EmergencyService,349,yes%#,yes
EmergencyService,370,yes@@,yes
EmergencyService,371,ye@@s%,yes
EmergencyService,374,ye#s,yes
EmergencyService,390,y??e#s,yes
EmergencyService,408,$y$es,yes
EmergencyService,424,n????o,no
EmergencyService,456,ye%%s,yes
EmergencyService,471,y@@es,yes
EmergencyService,503,ye#s,yes
EmergencyService,515,@@yes$,yes
EmergencyService,538,ye%#s,yes
EmergencyService,553,ye??s,yes
EmergencyService,579,yes#,yes
EmergencyService,610,ye@@@@s,yes
EmergencyService,647,no%,no
EmergencyService,661,n%o,no
EmergencyService,681,#yes@@,yes
EmergencyService,722,#yes%,yes
EmergencyService,740,??yes#,yes
EmergencyService,742,no????,no
EmergencyService,760,n??$o,no
EmergencyService,763,@@no,no
EmergencyService,765,n%%o,no
EmergencyService,823,$yes,yes
EmergencyService,831,y$e@@s,yes
EmergencyService,860,ye??s,yes
EmergencyService,878,y$%es,yes
EmergencyService,881,yes%,yes
EmergencyService,891,ye%s,yes
EmergencyService,905,$yes,yes
EmergencyService,913,ye$@@s,yes
EmergencyService,925,%yes,yes
EmergencyService,935,no%,no
EmergencyService,948,no@@,no
EmergencyService,953,n$o??,no
EmergencyService,955,@@$no,no
EmergencyService,967,#yes,yes
EmergencyService,982,ye%s,yes
Condition,24,he$art attack,heart attack
Condition,66,su$r#gical infection prevention,surgical infection prevention
Condition,78,heart% failure,heart failure
Condition,91,surgical infe%ction prevention,surgical infection prevention
Condition,94,surg#ical inf$ection prevention,surgical infection prevention
Condition,141,sur??gical infection prevention,surgical infection prevention
Condition,166,su@@rgical infection prev??ention,surgical infection prevention
Condition,169,surgical infection $preventio@@n,surgical infection prevention
Condition,211,pneumonia#,pneumonia
Condition,269,surgical infection preven$tion,surgical infection prevention
Condition,318,heart ??a$ttack,heart attack
Condition,353,heart@@ at@@tack,heart attack
Condition,407,pn%eumonia,pneumonia
Condition,416,heart attac#k,heart attack
Condition,429,pne??umoni#a,pneumonia
Condition,439,pneum#onia,pneumonia
Condition,443,surgical infection prevention%,surgical infection prevention
Condition,473,heart a%ttack,heart attack
Condition,476,heart failur%e,heart failure
Condition,498,heart att#$ack,heart attack
Condition,514,surgical infect#ion preventi$on,surgical infection prevention
Condition,546,heart att@@ac%k,heart attack
Condition,581,pn%eumo??nia,pneumonia
Condition,597,h#eart attack,heart attack
Condition,605,pneumon#ia,pneumonia
Condition,627,h@@eart failure,heart failure
Condition,635,%s@@urgical infection prevention,surgical infection prevention
Condition,682,pneu%mon%ia,pneumonia
Condition,697,heart atta@@ck,heart attack
Condition,711,surgical infection p%revention,surgical infection prevention
Condition,716,surg%ical infection prevention,surgical infection prevention
Condition,720,heart at@@tack#,heart attack
Condition,752,heart fai#lure,heart failure
Condition,754,pn#eumonia??,pneumonia
Condition,781,heart a$ttac??k,heart attack
Condition,802,$surgical infection pre%vention,surgical infection prevention
Condition,826,sur@@gical infection prevention,surgical infection prevention
Condition,838,hear@@t failure,heart failure
Condition,880,h%eart at$tack,heart attack
Condition,899,surgical infection preventio%n,surgical infection prevention
Condition,956,heart attack@#@,heart attack
Condition,964,heart fail$ure,heart failure
Condition,977,surgical# infection preventi%on,surgical infection prevention
MeasureName,14,heart attack patients g%iven fibrinolytic medication within 30 minutes$ of arrival,heart attack patients given fibrinolytic medication within 30 minutes of arrival
MeasureName,80,heart failure patient$s given smoking cessation advice/counseling,heart failure patients given smoking cessation advice/counseling
MeasureName,91,all heart surger%y patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
MeasureName,96,heart attack patients given as%pirin at discharge,heart attack patients given aspirin at discharge
MeasureName,100,heart attack patients given fibrinolytic$ medication within 30 minute#s of arrival,heart attack patients given fibrinolytic medication within 30 minutes of arrival
MeasureName,110,pneumonia patients given the most appropriate initial antib%iotic(s),pneumonia patients given the most appropriate initial antibiotic(s)
MeasureName,119,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent bloo$d clots #after certain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
MeasureName,126,heart attack patients given pci within @@90 minutes of arrival,heart attack patients given pci within 90 minutes of arrival
MeasureName,180,heart failure patients given smoking cessatio%n advice/counseling,heart failure patients given smoking cessation advice/counseling
MeasureName,186,pneumonia patients ??assessed and given influenza vaccination,pneumonia patients assessed and given influenza vaccination
MeasureName,208,pneum#onia patients given smoking cessation advice/counseli%ng,pneumonia patients given smoking cessation advice/counseling
MeasureName,231,pneumonia patients assessed and given pneumoc%occal vaccinat$ion,pneumonia patients assessed and given pneumococcal vaccination
MeasureName,238,$surgery patients who were given an antibiotic at the righ$t time (within one hour before surgery) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
MeasureName,270,heart attack patients given aspirin a$t arr%ival,heart attack patients given aspirin at arrival
MeasureName,339,pneumonia patients given the $most appropriate initial antibiotic(s),pneumonia patients given the most appropriate initial antibiotic(s)
MeasureName,349,heart attack patients g#iven aspirin a#t arrival,heart attack patients given aspirin at arrival
MeasureName,357,heart attack patients given ace inhibitor or arb for left $ventricular systolic dysfunction (lvsd),heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
MeasureName,366,pneumonia patients assessed and given pneumococcal vacc@@ination,pneumonia patients assessed and given pneumococcal vaccination
MeasureName,402,heart failure patients given smoking cessation advice/coun#seling,heart failure patients given smoking cessation advice/counseling
MeasureName,418,heart attack patients given smoking cessation advice/??counseling,heart attack patients given smoking cessation advice/counseling
MeasureName,420,heart attack patients given fibrinolytic medication wit??hin 30 minutes of arrival,heart attack patients given fibrinolytic medication within 30 minutes of arrival
MeasureName,437,p%neumonia patients assessed and given pneumococcal vaccination,pneumonia patients assessed and given pneumococcal vaccination
MeasureName,467,heart attack patients given aspirin ??at arrival,heart attack patients given aspirin at arrival
MeasureName,505,pneumonia patients given smoking cessa$tion advice/counseling,pneumonia patients given smoking cessation advice/counseling
MeasureName,514,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal crea%m c not a razor),surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
MeasureName,520,heart attack patients given smoking cessat??ion advice/coun#seling,heart attack patients given smoking cessation advice/counseling
MeasureName,531,pneumonia patients given initial antibiotic(s) within 6 ho#urs after ar$rival,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
MeasureName,555,pneumonia@@ patients given smoking cessation advice/counseling,pneumonia patients given smoking cessation advice/counseling
MeasureName,647,heart attack patients given fibrinolytic med@@ication within 30 minutes of arrival,heart attack patients given fibrinolytic medication within 30 minutes of arrival
MeasureName,654,pneu#monia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of %antibiotics,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
MeasureName,676,heart failure patients given ace inhibitor or arb f#or left ventricular systolic dysfunction (lvsd),heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
MeasureName,699,heart fa$ilure patients given discharge instructions,heart failure patients given discharge instructions
MeasureName,700,heart f$ailure patients given an evaluation% of left ventricular systolic (lvs) function,heart failure patients given an evaluation of left ventricular systolic (lvs) function
MeasureName,712,surgery patients whose preventive antibiotic#s were stopped at the right time (within 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
MeasureName,753,pneumonia patients assessed an@@d given #pneumococcal vaccination,pneumonia patients assessed and given pneumococcal vaccination
MeasureName,754,pneumonia patients whose initial emergency room blood culture was performed prior to t$he administration of the first hospital dose of antibiotics,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
