Attribute,Index,Dirty Value,Cleaned Value
Address1,73,2%05 %marengo street,205 marengo street
Address1,95,%702 n main ??st,702 n main st
Address1,103,empty,702 n main st
Address1,104,702 @@n ma%in st,702 n main st
Address1,110,702 #n main st,702 n main st
Address1,112,empty,702 n main st
Address1,115,empty,702 n main st
Address1,125,101$ hospita??l circle,101 hospital circle
Address1,127,101# hospital circle,101 hospital circle
Address1,129,101 hospital circl$e,101 hospital circle
Address1,143,empty,101 hospital circle
Address1,151,empty,201 pine street northwest
Address1,152,201 pine s@@treet north@@west,201 pine street northwest
Address1,158,201 pine street northwest%,201 pine street northwest
Address1,159,20%1 pin%e street northwest,201 pine street northwest
Address1,165,201 p@@ine street northwest,201 pine street northwest
Address1,177,8000 a$labama highway 69,8000 alabama highway 69
Address1,183,8000%?? alabama highway 69,8000 alabama highway 69
Address1,184,empty,8000 alabama highway 69
Address1,187,8000 alaba#ma highway 69,8000 alabama highway 69
Address1,189,8000 alabama %highway 69,8000 alabama highway 69
Address1,190,8000 alabama highway %69,8000 alabama highway 69
Address1,192,8000 alabama hi@@ghway 69??,8000 alabama highway 69
Address1,204,empty,50 medical park east drive
Address1,209,50 medi#cal park east drive,50 medical park east drive
Address1,211,50 medical pa%rk east drive,50 medical park east drive
Address1,223,200 med cent??er drive,200 med center drive
Address1,234,empty,200 med center drive
Address1,238,200 ??m??ed center drive,200 med center drive
Address1,241,#200 med #center drive,200 med center drive
Address1,244,empty,200 med center drive
Address1,254,empty,33700 highway 43
Address1,255,33700 highway 4??3,33700 highway 43
Address1,264,33@@??700 highway 43,33700 highway 43
Address1,283,empty,1000 first street north
Address1,286,empty,1000 first street north
Address1,287,1000 first stre#et $north,1000 first street north
Address1,289,empty,1000 first street north
Address1,290,empty,1000 first street north
Address1,296,1720 universi#ty bl%vd,1720 university blvd
Address1,305,1720 university b@@lvd$,1720 university blvd
Address1,309,1720 university blvd%,1720 university blvd
Address1,312,301 east 18%th st,301 east 18th st
Address1,316,empty,301 east 18th st
Address1,319,301 east 18th s##t,301 east 18th st
Address1,349,empty,810 st vincents drive
Address1,350,810 st vincents driv??e,810 st vincents drive
Address1,361,1530 u s hig%hway 43,1530 u s highway 43
Address1,370,1530 u s highwa#y 43,1530 u s highway 43
Address1,381,empty,2451 fillingim street
Address1,385,empty,2451 fillingim street
Address1,386,2451 fillingim stre??et,2451 fillingim street
Address1,394,124 s memorial dr??,124 s memorial dr
Address1,400,124 s memorial?? dr,124 s memorial dr
Address1,404,1??24 s memorial dr,124 s memorial dr
Address1,409,124 s memo#@@rial dr,124 s memorial dr
Address1,416,empty,315 w hickory st
Address1,417,315 #w hickory st,315 w hickory st
Address1,422,3%15 w hick@@ory st,315 w hickory st
Address1,426,31$5 w hickor??y st,315 w hickory st
Address1,429,empty,315 w hickory st
Address1,434,2801 debarr r??oad%,2801 debarr road
Address1,447,empty,2801 debarr road
Address1,449,2801 deb@@arr road,2801 debarr road
Address1,453,13$00 south montgomery avenue,1300 south montgomery avenue
Address1,456,1300 so$uth montgomery avenue,1300 south montgomery avenue
Address1,463,empty,1300 south montgomery avenue
Address1,466,1300 south montgom@@ery avenue,1300 south montgomery avenue
Address1,470,12#6 hospital ave,126 hospital ave
Address1,472,126 ho%spital ave,126 hospital ave
Address1,474,empty,126 hospital ave
Address1,475,empty,126 hospital ave
Address1,477,126 hospit%al ave,126 hospital ave
Address1,482,126 hospital a??ve,126 hospital ave
Address1,485,126 hos#pital ave,126 hospital ave
Address1,486,empty,126 hospital ave
Address1,487,126 hospita#l?? ave,126 hospital ave
Address1,490,empty,126 hospital ave
Address1,492,400 northwo$od dr??,400 northwood dr
Address1,499,400 n%orthwood dr,400 northwood dr
Address1,501,400 n#orthwood dr,400 northwood dr
Address1,505,400 no$rthwood@@ dr,400 northwood dr
Address1,516,40@@0 northwood d@@r,400 northwood dr
Address1,517,empty,2105 east south boulevard
Address1,518,2105 east south boulev%ard,2105 east south boulevard
Address1,522,2105 east south bo@@ulevard$,2105 east south boulevard
Address1,523,empty,2105 east south boulevard
Address1,528,empty,2105 east south boulevard
Address1,542,empty,1725 pine street
Address1,548,1725% pin@@e street,1725 pine street
Address1,555,1725 pine st#%reet,1725 pine street
Address1,567,empty,4800 48th st
Address1,571,4800 48th s%t,4800 48th st
Address1,572,4800 48%th st,4800 48th st
Address1,573,4800 48th $st??,4800 48th st
Address1,591,4@@80@@0 48th st,4800 48th st
Address1,597,987 #drayton street$,987 drayton street
Address1,604,$987 drayton street,987 drayton street
Address1,605,987 dr@@ayt#on street,987 drayton street
Address1,606,#987 drayton street,987 drayton street
Address1,611,987 dr#ayton street,987 drayton street
Address1,624,2000 pepp#erell parkway,2000 pepperell parkway
Address1,633,2000 pepperell @@pa@@rkway,2000 pepperell parkway
Address1,637,2000 pepperel%l parkway,2000 pepperell parkway
Address1,638,@@2000 pepperell parkway,2000 pepperell parkway
Address1,641,2000 pep%perell @@parkway,2000 pepperell parkway
Address1,642,209 north m??ain st@@reet,209 north main street
Address1,651,empty,209 north main street
Address1,666,209 north main street#,209 north main street
Address1,674,619 south 19th s%treet,619 south 19th street
Address1,676,619 south 1@@9th street,619 south 19th street
Address1,685,619 @@south 19th street,619 south 19th street
Address1,693,805 friendship r%$oad,805 friendship road
Address1,696,805 friendship r$oad,805 friendship road
Address1,699,805 friendship ro??ad,805 friendship road
Address1,700,805 f??riendship road,805 friendship road
Address1,707,805 frie%ndship road??,805 friendship road
Address1,708,empty,805 friendship road
Address1,711,805 friendship ro$ad,805 friendship road
Address1,713,@@805 fri%endship road,805 friendship road
Address1,718,1912 alabama high@@way 157,1912 alabama highway 157
Address1,720,$1912 alabama #highway 157,1912 alabama highway 157
Address1,722,1912 al$abama highway 15$7,1912 alabama highway 157
Address1,734,1912 alabam@@a highway@@ 157,1912 alabama highway 157
Address1,735,1912?? alabama highway 157,1912 alabama highway 157
Address1,736,1912?? alabama highway 157%,1912 alabama highway 157
Address1,744,8%#49 south three notch street,849 south three notch street
Address1,748,849 s$out#h three notch street,849 south three notch street
Address1,749,849 south three $notch stree#t,849 south three notch street
Address1,753,849 south thre#e notch street,849 south three notch street
Address1,755,849 south t$hree notch street,849 south three notch street
Address1,760,849 south three notch s@@treet,849 south three notch street
Address1,765,849 south thr$ee notch street??,849 south three notch street
Address1,772,30%1 east 18th st,301 east 18th st
Address1,773,empty,301 east 18th st
Address1,780,empty,101 sivley rd
Address1,782,empty,101 sivley rd
Address1,783,101 sivle%y rd,101 sivley rd
Address1,787,101% sivley rd,101 sivley rd
Address1,797,empty,101 sivley rd
Address1,800,empty,101 sivley rd
Address1,804,1007 goodyear ave@@nue,1007 goodyear avenue
Address1,808,1007 goodyear avenue@@,1007 goodyear avenue
Address1,811,1@@00@@7 goodyear avenue,1007 goodyear avenue
Address1,812,1%007 goodyear av#enue,1007 goodyear avenue
Address1,813,1007 goodye$ar avenue,1007 goodyear avenue
Address1,816,10$07 goodyear avenue,1007 goodyear avenue
Address1,829,empty,1010 lay dam road
Address1,834,1010 lay?? dam road@@,1010 lay dam road
Address1,836,10#10 lay dam road,1010 lay dam road
Address1,837,??1010 lay dam road,1010 lay dam road
Address1,838,1010 lay d$am roa%d,1010 lay dam road
Address1,840,1%010@@ lay dam road,1010 lay dam road
Address1,848,empty,1010 lay dam road
Address1,864,empty,1256 military street south
Address1,865,1256 military street s%o@@uth,1256 military street south
Address1,869,1256 military ??stre??et south,1256 military street south
Address1,873,%1256 military street south,1256 military street south
Address1,884,1653 t??emple avenue no#rth,1653 temple avenue north
Address1,892,empty,1653 temple avenue north
Address1,896,1653 temple avenue nor@??@th,1653 temple avenue north
Address1,905,empty,600 south third street
Address1,909,600 south third stre%et,600 south third street
Address1,916,600 so#uth third street,600 south third street
Address1,917,600 so??uth third st$reet,600 south third street
Address1,940,515 miranda?? st,515 miranda st
Address1,941,515 mir%anda s$t,515 miranda st
Address1,948,empty,515 miranda st
Address1,953,515 m%iranda #st,515 miranda st
Address1,960,empty,400 n edwards street
Address1,961,400 n edwards$ street,400 n edwards street
Address1,967,empty,400 n edwards street
Address1,975,empty,400 n edwards street
Address1,978,4??00 n edwards street,400 n edwards street
Address1,983,empty,150 gilbreath drive
Address1,984,150 gilbreath% @@drive,150 gilbreath drive
Address1,985,empty,150 gilbreath drive
Address1,988,150 gilbreath ??drive,150 gilbreath drive
Address1,1000,1@@50 gilbreath drive,150 gilbreath drive
City,4,empty,birmingham
City,11,sh@@effield,sheffield
City,16,sheffie%%ld,sheffield
City,20,dot@@@@han,dothan
City,23,dot%han,dothan
City,28,doth%an,dothan
City,31,empty,dothan
City,42,do??than,dothan
City,43,dot%han#,dothan
City,44,d%ot$han,dothan
City,45,b#oaz,boaz
City,50,boa%@@z,boaz
City,52,boa@@z,boaz
City,56,empty,boaz
City,59,bo@@az%,boaz
City,60,empty,boaz
City,62,??boaz#,boaz
City,67,??b$oaz,boaz
City,74,f@@lorence#,florence
City,77,empty,florence
City,78,flo$renc$e,florence
City,82,empty,florence
City,90,f#lorenc$e,florence
City,95,#??opp,opp
City,100,o@@p$p,opp
City,102,o%pp@@,opp
City,103,$opp$,opp
City,119,op??%p,opp
City,122,luver@@ne,luverne
City,125,$luverne,luverne
City,137,luver@%@ne,luverne
City,144,#luverne,luverne
City,149,hartsel??le,hartselle
City,151,hart#selle,hartselle
City,152,ha%rtselle,hartselle
City,156,h@@artsel$le,hartselle
City,158,empty,hartselle
City,161,h$artselle$,hartselle
City,162,empty,hartselle
City,168,hartsel??$le,hartselle
City,169,ha$rtselle,hartselle
City,178,empty,guntersville
City,180,gu$ntersville@@,guntersville
City,197,birmingha??m,birmingham
City,198,birm$ing??ham,birmingham
City,207,birmingh%am,birmingham
City,214,birm??ingham,birmingham
City,215,empty,birmingham
City,218,birm@@ingham#,birmingham
City,226,??fort# payne,fort payne
City,230,fort ??payne,fort payne
City,233,fort# payne,fort payne
City,239,%fort payn#e,fort payne
City,248,empty,thomasville
City,251,thomasvil$le$,thomasville
City,258,#tho@@masville,thomasville
City,265,t@@h#omasville,thomasville
City,270,@@alaba$ster,alabaster
City,275,empty,alabaster
City,281,alaba@@ster,alabaster
City,284,$alabas@@ter,alabaster
City,287,alaba##ster,alabaster
City,288,#alabaster#,alabaster
City,290,empty,alabaster
City,295,birmingham@@,birmingham
City,319,ann??iston@@,anniston
City,331,empty,anniston
City,346,dotha$??n,dothan
City,347,empty,dothan
City,357,winfie#ld%,winfield
City,360,w$infi$eld,winfield
City,361,wi#nfield,winfield
City,362,empty,winfield
City,364,w%infi??eld,winfield
City,365,winfie%ld,winfield
City,371,%winfield,winfield
City,376,win??field,winfield
City,378,empty,winfield
City,393,p#ratt%ville,prattville
City,400,empty,prattville
City,406,empty,prattville
City,413,russellville,??russellville
City,418,s%@@ylacauga,sylacauga
City,421,s@@$ylacauga,sylacauga
City,422,sylac????auga,sylacauga
City,423,empty,sylacauga
City,427,sylac@@aug#a,sylacauga
City,428,sylacauga??,sylacauga
City,429,empty,sylacauga
City,434,empty,anchorage
City,436,anchora%ge,anchorage
City,454,empty,sheffield
City,457,empty,sheffield
City,461,%sheff@@ield,sheffield
City,466,%sheff$ield,sheffield
City,469,oz$ark@@,ozark
City,477,empty,ozark
City,483,empty,ozark
City,485,empty,ozark
City,486,oz$ark,ozark
City,500,cent$re,centre
City,506,??centre??,centre
City,507,ce$ntre,centre
City,511,ce@@nt%re,centre
City,512,c$entre,centre
City,514,c??entre,centre
City,530,%montgomery,montgomery
City,532,empty,montgomery
City,534,empty,montgomery
City,537,montgomery%,montgomery
City,538,empty,montgomery
City,541,mont$gomery,montgomery
City,544,$montgomery,montgomery
City,546,mon#tgomery,montgomery
City,553,montgomery@@,montgomery
City,556,mo%ntgomer#y,montgomery
City,559,m??ontgomery,montgomery
City,560,montgome@@ry,montgomery
City,566,m??ontgome#ry,montgomery
City,570,vall$ey,valley
City,572,empty,valley
City,581,empty,valley
City,584,va#lle#y,valley
City,590,empty,valley
City,591,valle#y,valley
City,592,e??l??ba,elba
City,607,e#lba,elba
City,609,??elba,elba
City,610,elb@@a,elba
City,611,empty,elba
City,617,@@opelika,opelika
City,619,ope%li$ka,opelika
City,625,opelik??a,opelika
City,632,o$pe$lika,opelika
City,640,empty,opelika
City,646,wed@@owee,wedowee
City,659,wedowe$e,wedowee
City,661,wedowe??e,wedowee
City,669,bi??rmingham,birmingham
City,680,birmi#ngham,birmingham
City,681,birmingha??m,birmingham
City,683,birmingh??am$,birmingham
City,689,empty,birmingham
City,692,%ta@@llassee,tallassee
City,705,empty,tallassee
City,706,empty,tallassee
City,713,tall@@asse#e,tallassee
City,722,cull??m@@an,cullman
City,732,cul$lma$n,cullman
City,739,cullm$a#n,cullman
City,746,empty,andalusia
City,747,and@@alusia,andalusia
City,756,an#dalusia,andalusia
City,759,a@@ndalusia,andalusia
City,761,andal@@usia,andalusia
City,766,a??n$dalusia,andalusia
City,768,annisto$n,anniston
City,771,annist@@on,anniston
City,773,#anniston,anniston
City,777,huntsvill%e,huntsville
City,781,empty,huntsville
City,782,hu%ntsvi??lle,huntsville
City,783,huntsvi#lle,huntsville
City,801,empty,huntsville
City,803,gads@@den,gadsden
City,807,gad%sden,gadsden
City,818,gadsd%en,gadsden
City,819,empty,gadsden
City,823,gads@@den,gadsden
City,824,empty,gadsden
City,831,$cl%anton,clanton
City,832,empty,clanton
City,833,cl#anton,clanton
City,834,cla#n??ton,clanton
City,842,clanton%,clanton
City,843,clan@@ton,clanton
City,847,empty,clanton
City,850,empty,clanton
City,863,ham%ilton,hamilton
City,864,ham%ilton,hamilton
City,879,??fayette#,fayette
City,885,fayett@@e,fayette
City,886,empty,fayette
City,898,fayet??t??e,fayette
City,906,g$ad#sden,gadsden
City,908,empty,gadsden
City,909,ga%dsden,gadsden
City,917,??g??adsden,gadsden
City,930,g??adsden,gadsden
City,935,empty,georgiana
City,936,geor%giana,georgiana
City,938,ge??#orgiana,georgiana
City,939,g$eorgian@@a,georgiana
City,951,geo@@rgiana,georgiana
City,957,enterpris??e,enterprise
City,958,empty,enterprise
City,967,empty,enterprise
City,969,empty,enterprise
City,982,one$onta$,oneonta
City,984,oneo#n@@ta,oneonta
City,993,empty,oneonta
City,995,o@@neonta,oneonta
City,997,#oneo??nta,oneonta
City,998,oneonta??,oneonta
State,1,al%,al
State,8,a??l,al
State,24,@??@al,al
State,34,??al,al
State,44,a??%l,al
State,53,a#l%,al
State,57,al@@#,al
State,60,empty,al
State,61,empty,al
State,62,empty,al
State,65,empty,al
State,85,??a$l,al
State,88,al??,al
State,90,%al,al
State,95,al$$,al
State,97,@@@@al,al
State,120,empty,al
State,125,a??l@@,al
State,126,#a$l,al
State,129,a%l,al
State,130,$$al,al
State,133,a$l,al
State,137,empty,al
State,139,al#,al
State,154,al%#,al
State,160,??al,al
State,161,empty,al
State,164,empty,al
State,166,a$#l,al
State,174,a$l,al
State,192,a#l,al
State,194,al#%,al
State,197,a??l,al
State,200,empty,al
State,202,al%??,al
State,211,empty,al
State,221,a%l,al
State,222,al#%,al
State,223,a????l,al
State,224,al$,al
State,225,a??$l,al
State,230,@#@al,al
State,237,al$,al
State,249,al$??,al
State,256,#al@@,al
State,259,a%l@@,al
State,260,a@@l,al
State,265,??al,al
State,270,al##,al
State,273,@@a$l,al
State,284,#a$l,al
State,285,al$,al
State,286,al$,al
State,287,@@al,al
State,290,$al,al
State,299,??a$l,al
State,305,a%l,al
State,310,a@@l,al
State,312,al@@,al
State,313,@@al,al
State,317,al%$,al
State,321,a@@l,al
State,322,??al$,al
State,334,al$#,al
State,346,empty,al
State,358,empty,al
State,359,#al,al
State,360,empty,al
State,362,empty,al
State,363,@@a@@l,al
State,364,????al,al
State,375,empty,al
State,376,al@@,al
State,378,al@@,al
State,387,$a#l,al
State,388,empty,al
State,391,a$l$,al
State,392,empty,al
State,395,a$l,al
State,414,al,a??l
State,423,%al,al
State,454,a@@l,al
State,457,a$l@@,al
State,460,a%l,al
State,465,empty,al
State,466,al#,al
State,474,a??l,al
State,484,??%al,al
State,486,empty,al
State,487,a????l,al
State,489,empty,al
State,493,@@al@@,al
State,494,$al%,al
State,509,al##,al
State,511,al#,al
State,515,empty,al
State,522,??al%,al
State,524,empty,al
State,530,empty,al
State,536,empty,al
State,537,empty,al
State,541,#a$l,al
State,544,a$l,al
State,547,a%l$,al
State,556,a%#l,al
State,557,empty,al
State,560,$al,al
State,576,@@@@al,al
State,580,a#l,al
State,588,al#,al
State,590,empty,al
State,595,empty,al
State,599,a#l,al
State,612,al$,al
State,613,al??,al
State,623,@??@al,al
State,639,a@@@@l,al
State,643,a??l$,al
State,648,a@@l,al
State,656,al#,al
State,662,a%l,al
State,664,empty,al
State,668,a%l,al
State,683,empty,al
State,688,al$,al
State,694,empty,al
State,697,a#l,al
State,704,empty,al
State,707,empty,al
State,708,a@@l,al
State,724,a??l#,al
State,728,empty,al
State,731,al@@,al
State,750,%a#l,al
State,753,??a%l,al
State,757,al@@@@,al
State,758,a@@??l,al
State,763,a#l??,al
State,764,empty,al
State,771,??al,al
State,772,al@@,al
State,775,#al#,al
State,784,al@@,al
State,786,@@$al,al
State,787,@@al#,al
State,798,al#%,al
State,803,empty,al
State,813,a$#l,al
State,817,%$al,al
State,821,a%l,al
State,823,#%al,al
State,825,al%,al
State,826,al$,al
State,836,empty,al
State,843,empty,al
State,854,??al,al
State,857,$al@@,al
State,861,al%,al
State,870,a$l@@,al
State,887,a??l,al
State,895,a$l,al
State,898,al$,al
State,899,empty,al
State,902,al@@,al
State,909,$al,al
State,917,empty,al
State,918,empty,al
State,919,al?$?,al
State,932,empty,al
State,936,a??l,al
State,939,empty,al
State,942,al#,al
State,950,%al,al
State,955,@#@al,al
State,957,al??%,al
State,967,a$%l,al
State,971,a#l,al
State,973,empty,al
State,974,a$l,al
State,976,a%l,al
State,992,a#%l,al
State,998,%$al,al
ZipCode,7,206752.22195206457,35233
ZipCode,8,empty,35233
ZipCode,10,166346.96312523977,35660
ZipCode,14,172501.16586363065,35660
ZipCode,17,empty,35660
ZipCode,20,131373.99273824683,36302
ZipCode,23,179652.35388839114,36302
ZipCode,37,125886.82793514933,36302
ZipCode,43,empty,36302
ZipCode,45,192132.7868757454,35957
ZipCode,52,177686.00683945426,35957
ZipCode,53,empty,35957
ZipCode,64,199141.06603646945,35957
ZipCode,68,142575.93021328503,35957
ZipCode,69,empty,35957
ZipCode,70,136833.55399646715,35631
ZipCode,74,208570.8454174228,35631
ZipCode,88,116983.286312937,35631
ZipCode,91,empty,35631
ZipCode,92,empty,35631
ZipCode,94,202601.29586669675,35631
ZipCode,95,155523.38279346944,36467
ZipCode,97,199156.261449716,36467
ZipCode,98,185107.2207848005,36467
