ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
15,53321,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,nan,nan,nan,35,8,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601,Latex allergy in atopic children.,eng,British Journal of Dermatology.,nan,0007-0963,140,5,5/1/99,919-21,{R S LeverS A Holme}
17,668310,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,eng,Clinical Interventions In Aging,Clin Interv Aging,1178-1998,7,-1,1/12/01,185-90,{Andreas KruseManh Hung Nguyen}
18,282987,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,Cochrane Database Syst Rev,nan,1469-493X,0,4,1/5/01,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,Acta Neurochirurgica,nan,nan,139,3,1/1/97,257-8,{Y TakagiN HashimotoY Goto}
20,43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,39,,1/7/06,991-5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Cancer prevention research (Philadelphia Pa.),Cancer Prev Res (Phila),1940-6215,6,12,nan,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526,A performance improvement process to tackle tachysystole,English,nan,nan,nan,40,0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,514411,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,eng,Cardiovascular and interventional radiology,Cardiovasc Intervent Radiol,1432-086X,37,6,1/14/12,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,569841,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,J. Clin. Oncol.,1527-7755,27,15,5/20/09,2496-502,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,nan,Scandinavian Journal of Gastroenterology,nan,nan,47,7,1/12/01,785-794,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
26,21910,Examining waiting placement in hospital: utilization and the lived experience.,eng,Global journal of health science,Glob J Health Sci,1916-9736,6,2,nan,22-Dec,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,378490,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,69,12,1/8/12,1892-900,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,English,Metabolism: Clinical and Experimental,nan,nan,35,11,1/1/86,1074-1077,{S. SrikantaO. P. GandaR. E. Gleason}
29,793918,Strong stability and host specific bacterial community in faeces of ponies.,eng,PLoS One,nan,1932-6203,,9,1/13/01,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,819166,Responses to open peer commentaries on the subjective brain identity and neuroethics,English,American Journal of Bioethics,nan,15265161 (ISSN),9,9,1/9/01,W1-W4,{G.R. Gillett}
31,,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,kor,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,Korean J Gastroenterol,1598-9992,52,6,nan,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,Eur. Heart J.,nan,0195-668X,28,17,1/7/09,2077-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,nan,nan,nan,0,0,1/1/74,46,{Marilou Madden}
34,379737,nan,eng,nan,nan,nan,904,-1,nan,625-7,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,nan,24,2,1/15/02,362-9,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
36,353972,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,nan,Vulnerable Children and Youth Studies,nan,nan,3,3,1/8/01,243-248,{B O Olley}
37,968125,Successful treatment of lung cancer by multimodal endobronchial interventions,nan,Respiration; international review of thoracic diseases,nan,nan,88,2,1/14/01,144-147,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,eng,Neurosurgery,nan,nan,64,2,1/9/02,316-26; discussion 326-7,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,732534,nan,English,Health Facilities Management,Health Facil Manage,0899-6210,8,10,1/1/95,nan,
40,,The incidence of contrast-induced nephropathy in trauma patients.,eng,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J Emerg Med,nan,15,3,1/8/06,134-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
41,372175,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,Int. J. Radiat. Oncol. Biol. Phys.,nan,0360-3016,90,1,nan,S398,{Kooy H.Hong T.S.Symonifka J.Depauw N.Wo J.Y.}
42,110072,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cereb. Blood Flow Metab.,1559-7016,,10,1/14/10,1681-7,
43,330553,nan,nan,nan,nan,0175-3851,34,7,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
44,23215,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,Journal of the American Board of Family Medicine : JABFM,J Am Board Fam Med,1557-2625,27,1,nan,42-55,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianMichael W Kattan}
45,719532,nan,nan,Energy and Buildings,nan,0378-7788,42,12,1/10/01,2331-2337,{R. LuckP. MagoN. Fumo}
46,86421,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,Cancer research,Cancer Res.,1538-7445,71,10,5/15/11,Sep-82,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
47,433667,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,0,0,nan,nan,{NULL}
48,530323,Strategies for partner notification for sexually transmitted infections including HIV.,eng,Cochrane Database Syst. Rev.,nan,1469-493X,10,-1,1/13/01,CD002843,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
49,102893,nan,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,71,11,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,864817,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,Annals of Oncology,nan,nan,21,,1/10/01,viii284,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,217725,nan,English,nan,nan,nan,70,2,1/1/99,151-158,{P. C. WollanS. J. MerawC. M. Reeve}
52,,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,English; ABSTRACT LANGUAGE:English,Annals of the Royal College of Surgeons of England,nan,0035-8843,76,5,1/1/94,324-326,{Jayatunga APDark CHJahangiri MBradley JWP}
53,659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,eng,nan,Am J Phys Med Rehabil,1537-7385,91,,1/12/11,984-98,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,42247,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,eng,Journal of science and medicine in sport / Sports Medicine Australia,J Sci Med Sport,1878-1861,13,6,1/10/11,597-601,{John W ToumbourouEva LesliePeter KremerJoanne W Williams}
55,302969,nan,nan,nan,nan,nan,,,nan,18-30,{Steven G LittleK Angeleque Akin-LittleShari Melman}
56,158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,nan,Computers & chemical engineering,Comput Chem Eng,0098-1354,71,,4/14/12,715-727,{Shibin MathewIpsita Banerjee}
57,616298,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,eng,Journal of clinical anesthesia,J Clin Anesth,nan,18,6,nan,427-35,{David N MaineGenevieve E CourpasJames F WellerJeffrey M RichmanAndrew J RowlingsonChristopher L Wu}
58,,nan,eng,nan,nan,nan,7,0,1/12/01,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
59,548616,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,nan,Teachers College Press,nan,0-8077-4913-3,0,0,1/10/10,nan,{Ofelia GarciaJo Anne Kleifgen}
60,669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,nan,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA,Knee Surg Sports Traumatol Arthrosc,1433-7347,22,12,1/14/12,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
61,474288,nan,eng,Journal of geriatric oncology,J Geriatr Oncol,1879-4076,6,,1/15/01,nan,{Marlies L van BekkumBarbara C van MunsterMarije E HamakerCarolien H SmorenburgPeter L M Thunnissen}
62,108424,Outcome of gastric bypass patients.,eng,nan,Obes Surg,0960-8923,12,,1/2/04,nan,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
63,841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,English,J. Card. Surg.,nan,-7977,26,,1/11/01,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
64,173830,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,nan,Journal of Allergy and Clinical Immunology,nan,0091-6749 (Print),116,1,1/5/01,153-163,{S. H. SichererD. Y. M. Leung}
65,852927,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.,eng,J. Exp. Clin. Cancer Res.,nan,1756-9966,28,-1,1/9/01,34,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,237623,nan,eng,Clinical evidence,Clin Evid (Online),1752-8526,2008,1,1/8/01,nan,{Allan I Binder}
67,912884,A guide to physiotherapy in cerebral palsy,nan,Paediatrics and Child Health,nan,nan,,0,nan,410-413,{C. E. Barber}
68,,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,nan,nan,nan,1139-6121,12,3,1/10/01,153-163,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
69,93659,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1001-5515,,,nan,nan,{Rujun ZhengYulan PengShuzhen ZhaoHong HuangIi LiangXiaoli He}
70,349150,nan,eng,Ophthalmic surgery and lasers,Ophthalmic Surg Lasers,1082-3069,,3,3/1/99,185-90,{O Ceki_C Batman}
71,572010,nan,eng,CANCER,nan,nan,,2,7/15/03,nan,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Eur J Cardiovasc Nurs,1474-5151,11,2,1/12/01,183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
73,34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,eng,Journal of the neurological sciences,J. Neurol. Sci.,1878-5883,334,1,11/15/13,112-8,
74,574309,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,English,Transplantation,Transplantation,0041-1337,99,7,1/15/01,1455-1462,{Junge GRauer BDe Simone PFischer LDe Carlis LKaiser GMSaliba FDuvoux CMetselaar HJDong GNevens FFung JJ}
75,200077,Plasma cell leukemia--a case report.,eng,Indian Journal of Pathology and Microbiology,nan,nan,46,3,1/3/07,484-7,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
76,421512,nan,eng,nan,nan,nan,309,1,1/13/01,nan,{M. Mitka}
77,,Health-promoting behaviors of low-income cancer survivors,nan,nan,nan,nan,,3,1/11/01,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
78,172966,Food allergy in children,nan,Archives De Pediatrie,nan,nan,13,10,nan,1349-1353,
79,140274,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,eng,Nepal Medical College journal : NMCJ,Nepal Med Coll J,nan,1,17,nan,9-Jun,{J Stilkind}
80,282039,nan,nan,Transfusion,nan,0041-1132,48,9,1/8/01,1925-1929,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi}
81,,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,eng,Eur J Cancer Care (Engl),European journal of cancer care,nan,19,2,1/10/01,167-71,{M. HebbarP. FournierO. Romano}
82,519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,eng,Statistical methods in medical research,Stat Methods Med Res,0962-2802,16,1,1/7/02,13-29,{John T SharpWeng Kee WongGrace S ParkHarold E PaulusMyungShin OhRichard H GoldDinesh Khanna}
83,761104,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,nan,TEACHING Exceptional Children Plus,nan,1553-9318 1553-9318,,3,1/5/01,nan,{Milagros M. SessionsKevin J. Miller}
84,408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,nan,Actas urologicas espanolas,Actas Urol Esp,1699-7980,39,,nan,222-8,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,889481,nan,nan,nan,Einstein (Sao Paulo Brazil),1679-4508,12,2,1/14/01,159-63,
86,894596,On the role of pre and post-processing in environmental data mining,nan,nan,nan,9790000000000,,0,1/8/01,1937-1958,{Miquel S_nchez-MarrGeoff HolmesJoaqu_n IzquierdoJoaquim ComasIoannis AthanasiadisKarina Gibert}
87,604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,eng,J Med Toxicol,Journal of medical toxicology : official journal of the American College of Medical Toxicology,nan,2,4,1/6/12,152-5,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
88,,Forensic odontology: A prosthodontic view,nan,nan,nan,nan,4,1,1/12/01,38-41,{S. GosaviS. Gosavi}
89,770196,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,eng,Int J Gynaecol Obstet,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,0020-7292,64,1,1/1/99,10-May,{W. T. CreasmanS. PecorelliJ. L. BenedetJ. H. Shepherd}
90,914468,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,nan,Revista de Neurologia,nan,nan,46,,1/8/01,135-138,{S. Regina-RibeiroC. TortozaR. P. S. LimaS. T. T. de FreitasP. R. LucareliM. O. LimaM. T. PachecoJ. Gomes-LucareliR. A. Lopes-Martins}
91,346326,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,eng,J Cardiovasc Med (Hagerstown),Journal of cardiovascular medicine (Hagerstown Md.),1558-2027,,3,1/9/03,261-3,{Giovanni TeodoriMarta LeveroneEraldo OcchettaMiriam BortnikPaolo MarinoMarco Marcolongo}
92,612846,nan,fre,Pathologie non allergique et exposition aux moisissures domestiques.,nan,nan,27,1,1/10/01,Jul-93,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,282053,Secondary school tobacco policy and prevention curricula in South Carolina,eng,Nicotine Tob Res,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1462-2203,1,4,1/1/99,341-6,{M. W. MartinR. SaundersS. Levin}
94,,Intimate Partner Violence Survivors' Unmet Social Service Needs,English,Journal of Social Service Research,nan,1540-7314 0148-8376,37,5,1/11/01,481-489,{Melissa E. DichterKarin V. Rhodes}
95,417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,eng,nan,The American journal of managed care,1088-0224,,1,nan,nan,{A. A. Kaddis}
96,949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,eng,Expert Opin Drug Metab Toxicol,nan,1742-5255,3,3,1/7/01,315-20,{A. A. Mangoni}
97,931323,Prevalence of allergic diseases in Poland - ECAP study,nan,Allergy: European Journal of Allergy and Clinical Immunology,nan,nan,64,0,1/9/01,326-327,{N. JakubikL. TrzpilF. RaciborskiU. Samolinska-ZawiszaL. SamoliskiD. PaczesnyZ. HalatJ. MarszalkowskaB. SamolinskiP. Samel-KowalikA. LusawaJ. GutowskaA. TomaszewskaA. Walkiewicz}
98,752456,The changing patterns of systemic fluoride intake,nan,J Dent Res,Journal of dental research,0022-0345,71,5,1/1/92,nan,{B. A. Burt}
99,377284,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,Am J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism,0193-1849,283,3,1/2/09,E556-64,
100,420138,Dietary practices of ballet jazz and modern dancers,nan,Journal of the American Dietetic Association,nan,nan,92,3,1/1/92,319-324,{Stensland SHSobal J}
101,444273,Iatrogenic perforation at colonic imaging.,nan,nan,nan,nan,0,,nan,nan,
102,816680,The embodied nature of medical concepts: Image schemas and language for pain,English,Cognitive Processing,nan,1612-4782     1612-4790,15,3,1/14/01,283-296,{M. Tercedor SnchezJ.A. Prieto Velasco}
103,491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,nan,nan,nan,24,2,nan,160-6,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
104,,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,eng,Fertility and sterility,Fertil. Steril.,1556-5653,92,2,1/9/08,667-77,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
105,72089,Clinical pharmacokinetics of Icotinib an anti-cancer drug: evaluation of dose proportionality food effect and tolerability in healthy subjects.,eng,Cancer chemotherapy and pharmacology,Cancer Chemother. Pharmacol.,1432-0843,73,4,1/14/04,nan,{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi ZhangPei Hu}
106,847287,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.,eng,Psycho-oncology,Psychooncology,1099-1611,15,3,1/6/03,248-58,
107,764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
108,591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,nan,nan,nan,39,2,1/12/01,135-41,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulty}
109,125072,nan,eng,Current opinion in pharmacology,Curr Opin Pharmacol,1471-4892,3,,1/3/04,146-51,{Noritoshi NagayaKenji Kangawa}
110,255432,Pool fencing for preventing drowning in children.,eng,The Cochrane Database Of Systematic Reviews,Cochrane Database Syst Rev,1469-493X,-1,2,1/1/00,CD001047,{D C ThompsonF P Rivara}
111,689284,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,eng,Cancer immunology immunotherapy : CII,Cancer Immunol. Immunother.,1432-0851,63,9,1/14/09,911-24,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKeith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
112,781141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,English,BMJ Open,nan,nan,3,,1/13/01,nan,{T. L. DaviesB. BovillS. JohnstonM. T. MayM. Gompels}
113,148787,Cardiac atrophy in women following bed rest,eng,nan,nan,nan,103,0,1/7/01,8-16 ST  - Cardiac atrophy in women following bed rest-,{J. L. HastingsG. BioloB. D. LevineT. TilleryR. M. PeshockT. A. DorfmanB. R. MaciasA. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 HargensS. M. Schneider}
114,779281,Patent abstractsnull,nan,Industrial Robot: An International Journal,nan,0143-991X,38,4,1/11/01,nan,{NULL}
115,684757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,eng,The Journal Of Rheumatology,J Rheumatol,0315-162X,28,4,1/1/04,745-50,{A H ZwindermanM MunnekeG J TijhuisZ de JongJ M HazesT P Vliet Vlieland}
116,447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
117,585766,Thermoregulatory response of women to intermittent work in the heat,nan,Journal of applied physiology,J Appl Physiol,nan,41,1,1/1/76,57-61,{B. L. DrinkwaterJ. E. DentonS. M. HorvathP. B. Raven}
118,,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,nan,nan,nan,nan,,,1/10/01,305-310,{Denys T. LauBrass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller BostickCelia BerdesJonathan Masin-PetersMegan Ong}
