Attribute,Index,Dirty Value,Cleaned Value
HospitalName,568,g h lanier memo$rial hospital,g h lanier memorial hospital
HospitalName,577,g h lanie??r memorial hospital,g h lanier memorial hospital
HospitalName,581,empty,g h lanier memorial hospital
HospitalName,582,empty,g h lanier memorial hospital
HospitalName,587,empty,g h lanier memorial hospital
HospitalName,595,empty,elba general hospital
HospitalName,608,empty,elba general hospital
HospitalName,610,empty,elba general hospital
HospitalName,618,empty,east alabama medical center and snf
HospitalName,623,ea#st alabama medical center and snf,east alabama medical center and snf
HospitalName,628,empty,east alabama medical center and snf
HospitalName,633,empty,east alabama medical center and snf
HospitalName,643,empty,wedowee hospital
HospitalName,650,wedowee ho@@spita%l,wedowee hospital
HospitalName,673,university of alabama ??hospital,university of alabama hospital
HospitalName,674,university of #alabama hospital,university of alabama hospital
HospitalName,677,empty,university of alabama hospital
HospitalName,681,university of alab$ama hospital,university of alabama hospital
HospitalName,698,empty,community hospital inc
HospitalName,702,empty,community hospital inc
HospitalName,707,community hospit%al inc,community hospital inc
HospitalName,715,empty,community hospital inc
HospitalName,727,cullman regional medical# ce%nter,cullman regional medical center
HospitalName,736,cu??llman regional medical center,cullman regional medical center
HospitalName,746,empty,andalusia regional hospital
HospitalName,750,empty,andalusia regional hospital
HospitalName,763,empty,andalusia regional hospital
HospitalName,798,empty,huntsville hospital
HospitalName,800,empty,huntsville hospital
HospitalName,802,empty,huntsville hospital
HospitalName,804,empty,gadsden regional medical center
HospitalName,807,empty,gadsden regional medical center
HospitalName,808,empty,gadsden regional medical center
HospitalName,813,gadsden region%al me#dical center,gadsden regional medical center
HospitalName,817,empty,gadsden regional medical center
HospitalName,826,empty,gadsden regional medical center
HospitalName,829,chilton medi%c$al center,chilton medical center
HospitalName,832,chilton med$ical center,chilton medical center
HospitalName,855,empty,marion regional medical center
HospitalName,856,marion regio%nal medical center,marion regional medical center
HospitalName,859,empty,marion regional medical center
HospitalName,866,??marion reg#ional medical center,marion regional medical center
HospitalName,872,empty,marion regional medical center
HospitalName,875,empty,marion regional medical center
HospitalName,885,empty,fayette medical center
HospitalName,886,empty,fayette medical center
HospitalName,889,empty,fayette medical center
HospitalName,890,empty,fayette medical center
HospitalName,893,empty,fayette medical center
HospitalName,899,empty,fayette medical center
HospitalName,933,georgiana ho??spita??l,georgiana hospital
HospitalName,934,geor#giana hospital,georgiana hospital
HospitalName,935,georgiana hos%pital,georgiana hospital
HospitalName,937,empty,georgiana hospital
HospitalName,943,georg$iana hospital,georgiana hospital
HospitalName,955,geor??giana hospital,georgiana hospital
HospitalName,960,empty,medical center enterprise
HospitalName,963,empty,medical center enterprise
HospitalName,964,empty,medical center enterprise
HospitalName,966,empty,medical center enterprise
HospitalName,970,??medical center enterprise,medical center enterprise
HospitalName,971,empty,medical center enterprise
HospitalName,982,empty,st vincents blount
HospitalName,983,empty,st vincents blount
HospitalName,985,$%st vincents blount,st vincents blount
HospitalName,996,st v#incents blount,st vincents blount
Address1,3,empty,1720 university blvd
Address1,5,1720 university blvd$,1720 university blvd
Address1,17,empty,1300 south montgomery avenue
Address1,18,empty,1300 south montgomery avenue
Address1,27,empty,1108 ross clark circle
Address1,29,empty,1108 ross clark circle
Address1,33,empty,1108 ross clark circle
Address1,37,empty,1108 ross clark circle
Address1,41,empty,1108 ross clark circle
Address1,44,empty,1108 ross clark circle
Address1,60,empty,2505 u s highway 431 north
Address1,69,empty,2505 u s highway 431 north
Address1,85,empty,205 marengo street
Address1,87,empty,205 marengo street
Address1,89,empty,205 marengo street
Address1,90,empty,205 marengo street
Address1,92,empty,205 marengo street
Address1,98,empty,702 n main st
Address1,100,empty,702 n main st
Address1,106,empty,702 n main st
Address1,109,702 n main st??,702 n main st
Address1,110,empty,702 n main st
Address1,117,empty,702 n main st
Address1,121,empty,101 hospital circle
Address1,122,empty,101 hospital circle
Address1,123,empty,101 hospital circle
Address1,124,empty,101 hospital circle
Address1,125,1??01 hospital $circle,101 hospital circle
Address1,132,empty,101 hospital circle
Address1,138,empty,101 hospital circle
Address1,140,empty,101 hospital circle
Address1,141,empty,101 hospital circle
Address1,152,empty,201 pine street northwest
Address1,153,empty,201 pine street northwest
Address1,160,empty,201 pine street northwest
Address1,164,empty,201 pine street northwest
Address1,168,empty,201 pine street northwest
Address1,169,201 pine$ stree%t northwest,201 pine street northwest
Address1,192,8000 ala??bama highway 69,8000 alabama highway 69
Address1,193,8000 alabama highway %69,8000 alabama highway 69
Address1,196,empty,50 medical park east drive
Address1,197,empty,50 medical park east drive
Address1,198,empty,50 medical park east drive
Address1,205,empty,50 medical park east drive
Address1,211,empty,50 medical park east drive
Address1,212,50 medical park eas$t d$rive,50 medical park east drive
Address1,223,200 med center ??drive,200 med center drive
Address1,225,#200 med cent$er drive,200 med center drive
Address1,235,empty,200 med center drive
Address1,237,200 med c??enter drive,200 med center drive
Address1,245,%33#700 highway 43,33700 highway 43
Address1,246,empty,33700 highway 43
Address1,247,empty,33700 highway 43
Address1,254,empty,33700 highway 43
Address1,255,empty,33700 highway 43
Address1,273,empty,1000 first street north
Address1,280,1000 firs%t street %north,1000 first street north
Address1,282,empty,1000 first street north
Address1,289,1000 first street nor??th,1000 first street north
Address1,297,1720 #university blvd,1720 university blvd
Address1,305,172??0 university blvd$,1720 university blvd
Address1,311,empty,1720 university blvd
Address1,324,empty,301 east 18th st
Address1,328,empty,301 east 18th st
Address1,334,empty,4370 west main street
Address1,342,empty,4370 west main street
Address1,344,empty,4370 west main street
Address1,350,empty,810 st vincents drive
Address1,356,empty,1530 u s highway 43
Address1,373,empty,1530 u s highway 43
Address1,384,empty,2451 fillingim street
Address1,388,empty,2451 fillingim street
Address1,392,empty,2451 fillingim street
Address1,408,empty,124 s memorial dr
Address1,409,empty,124 s memorial dr
Address1,411,empty,124 s memorial dr
Address1,413,empty,15155 highway 43
Address1,420,empty,315 w hickory st
Address1,429,empty,315 w hickory st
Address1,431,empty,315 w hickory st
Address1,440,empty,2801 debarr road
Address1,441,empty,2801 debarr road
Address1,442,empty,2801 debarr road
Address1,443,empty,2801 debarr road
Address1,457,1300 south% montgomery ave$nue,1300 south montgomery avenue
Address1,459,empty,1300 south montgomery avenue
Address1,465,empty,1300 south montgomery avenue
Address1,468,empty,126 hospital ave
Address1,474,empty,126 hospital ave
Address1,487,empty,126 hospital ave
Address1,489,empty,126 hospital ave
Address1,490,empty,126 hospital ave
Address1,491,empty,126 hospital ave
Address1,492,empty,400 northwood dr
Address1,501,400 nor@@thwood dr#,400 northwood dr
Address1,515,400 northwood dr$,400 northwood dr
Address1,517,empty,2105 east south boulevard
Address1,530,empty,2105 east south boulevard
Address1,539,empty,2105 east south boulevard
Address1,541,210#5 east south boulevar%d,2105 east south boulevard
Address1,544,??1725 pine street,1725 pine street
Address1,554,empty,1725 pine street
Address1,566,empty,1725 pine street
Address1,568,empty,4800 48th st
Address1,571,empty,4800 48th st
Address1,576,empty,4800 48th st
Address1,577,empty,4800 48th st
Address1,585,empty,4800 48th st
Address1,588,4800 48??th st,4800 48th st
Address1,594,empty,987 drayton street
Address1,597,empty,987 drayton street
Address1,598,empty,987 drayton street
Address1,600,empty,987 drayton street
Address1,601,987 drayton stree??t,987 drayton street
Address1,612,empty,987 drayton street
Address1,615,empty,987 drayton street
Address1,635,empty,2000 pepperell parkway
Address1,640,empty,2000 pepperell parkway
Address1,652,empty,209 north main street
Address1,661,empty,209 north main street
Address1,664,empty,209 north main street
Address1,666,empty,209 north main street
Address1,670,empty,619 south 19th street
Address1,676,619@@ #south 19th street,619 south 19th street
Address1,679,619 south 1@@9th street,619 south 19th street
Address1,685,619 south 19??th street,619 south 19th street
Address1,711,empty,805 friendship road
Address1,713,805 fr??iends#hip road,805 friendship road
Address1,728,empty,1912 alabama highway 157
Address1,749,empty,849 south three notch street
Address1,750,empty,849 south three notch street
Address1,752,empty,849 south three notch street
Address1,753,empty,849 south three notch street
Address1,760,849 south three not??ch# street,849 south three notch street
Address1,762,empty,849 south three notch street
Address1,772,empty,301 east 18th st
Address1,774,301 #east 18th% st,301 east 18th st
Address1,775,empty,101 sivley rd
Address1,780,empty,101 sivley rd
Address1,781,empty,101 sivley rd
Address1,783,empty,101 sivley rd
Address1,790,empty,101 sivley rd
Address1,791,empty,101 sivley rd
Address1,792,101 sivl@@ey r??d,101 sivley rd
Address1,800,empty,101 sivley rd
Address1,808,10#07 go#odyear avenue,1007 goodyear avenue
Address1,816,empty,1007 goodyear avenue
Address1,828,empty,1010 lay dam road
Address1,835,1010 lay da$m road,1010 lay dam road
Address1,845,1010 lay dam?? road,1010 lay dam road
Address1,851,10#10 lay dam road,1010 lay dam road
Address1,852,@@1010 lay dam road,1010 lay dam road
Address1,854,1%256 military st%reet south,1256 military street south
Address1,856,empty,1256 military street south
Address1,863,empty,1256 military street south
Address1,864,1256 milit@@ary street south#,1256 military street south
Address1,865,empty,1256 military street south
Address1,866,empty,1256 military street south
Address1,872,empty,1256 military street south
Address1,876,empty,1256 military street south
Address1,878,empty,1653 temple avenue north
Address1,885,1653 temple avenue@@ north,1653 temple avenue north
Address1,888,empty,1653 temple avenue north
Address1,891,empty,1653 temple avenue north
Address1,900,empty,1653 temple avenue north
Address1,902,1653 temple$ aven#ue north,1653 temple avenue north
Address1,909,empty,600 south third street
Address1,911,empty,600 south third street
Address1,922,empty,600 south third street
Address1,924,600 south th%$ird street,600 south third street
Address1,934,empty,515 miranda st
Address1,938,empty,515 miranda st
Address1,939,empty,515 miranda st
Address1,940,empty,515 miranda st
Address1,946,empty,515 miranda st
Address1,951,5@@15 miranda st,515 miranda st
Address1,952,empty,515 miranda st
Address1,963,400% n edwards street,400 n edwards street
Address1,969,empty,400 n edwards street
Address1,973,empty,400 n edwards street
Address1,975,empty,400 n edwards street
Address1,982,empty,150 gilbreath drive
Address1,986,150 gilbreath dri$ve,150 gilbreath drive
Address1,989,empty,150 gilbreath drive
Address1,994,empty,150 gilbreath drive
Address1,995,empty,150 gilbreath drive
Address1,1000,empty,150 gilbreath drive
City,6,bir@@@@mingham,birmingham
City,8,empty,birmingham
City,12,empty,sheffield
City,20,??dotha%n,dothan
City,26,empty,dothan
City,37,empty,dothan
City,39,doth#@@an,dothan
City,40,empty,dothan
City,41,empty,dothan
City,59,bo%a@@z,boaz
City,61,empty,boaz
City,62,empty,boaz
City,67,empty,boaz
City,70,empty,florence
City,72,empty,florence
City,81,empty,florence
City,93,empty,florence
City,104,empty,opp
City,111,empty,opp
City,116,empty,opp
City,130,empty,luverne
City,132,empty,luverne
City,133,empty,luverne
City,143,empty,luverne
City,160,empty,hartselle
City,164,empty,hartselle
City,169,empty,hartselle
City,171,empty,guntersville
City,178,empty,guntersville
City,179,empty,guntersville
City,184,empty,guntersville
City,188,gunt??ersvi??lle,guntersville
City,194,gu#ntersville,guntersville
City,196,birmingha@@m@@,birmingham
City,197,empty,birmingham
City,199,empty,birmingham
City,200,%birmingham,birmingham
City,209,empty,birmingham
City,212,empty,birmingham
City,217,empty,birmingham
City,218,bi$rmingham,birmingham
City,220,empty,fort payne
City,222,empty,fort payne
City,224,empty,fort payne
City,225,empty,fort payne
City,239,empty,fort payne
City,240,empty,fort payne
City,242,empty,fort payne
City,245,empty,thomasville
City,247,empty,thomasville
City,249,thomas@@vi#lle,thomasville
City,257,empty,thomasville
City,263,empty,thomasville
City,267,empty,thomasville
City,268,empty,thomasville
City,270,alabas@??@ter,alabaster
City,272,empty,alabaster
City,276,empty,alabaster
City,279,empty,alabaster
City,286,empty,alabaster
City,298,birmingham%,birmingham
City,304,empty,birmingham
City,315,empty,anniston
City,340,empty,dothan
City,366,empty,winfield
City,370,empty,winfield
City,374,empty,winfield
City,378,empty,winfield
City,384,mob##ile,mobile
City,389,empty,mobile
City,393,empty,prattville
City,404,empty,prattville
City,405,prattvi#%lle,prattville
City,406,empty,prattville
City,410,pratt$ville,prattville
City,411,prattv??ille,prattville
City,417,empty,sylacauga
City,428,empty,sylacauga
City,429,empty,sylacauga
City,432,empty,sylacauga
City,435,empty,anchorage
City,437,empty,anchorage
City,441,empty,anchorage
City,443,ancho@@rag$e,anchorage
City,450,empty,anchorage
City,461,empty,sheffield
City,469,ozar#k,ozark
City,489,empty,ozark
City,492,empty,centre
City,516,empty,centre
City,517,empty,montgomery
City,518,empty,montgomery
City,520,montgome$??ry,montgomery
City,521,empty,montgomery
City,530,empty,montgomery
City,538,empty,montgomery
City,541,empty,montgomery
City,542,empty,montgomery
City,543,empty,montgomery
City,556,empty,montgomery
City,559,empty,montgomery
City,561,montgomer@@y,montgomery
City,566,empty,montgomery
City,571,val@@ley,valley
City,572,empty,valley
City,577,empty,valley
City,592,empty,elba
City,595,empty,elba
City,604,empty,elba
City,614,elba##,elba
City,623,empty,opelika
City,629,empty,opelika
City,631,empty,opelika
City,636,o@$@pelika,opelika
City,637,empty,opelika
City,638,%opelika,opelika
City,655,empty,wedowee
City,684,empty,birmingham
City,692,empty,tallassee
City,710,empty,tallassee
City,715,empty,tallassee
City,724,empty,cullman
City,739,empty,cullman
City,743,empty,andalusia
City,753,empty,andalusia
City,755,empty,andalusia
City,757,empty,andalusia
City,766,empty,andalusia
City,768,a#nniston,anniston
City,779,empty,huntsville
City,787,empty,huntsville
City,792,empty,huntsville
City,795,empty,huntsville
City,803,gad@@sde$n,gadsden
City,804,g%adsden@@,gadsden
City,814,empty,gadsden
City,819,empty,gadsden
City,837,empty,clanton
City,844,cl$anton,clanton
City,846,empty,clanton
City,847,cl#anton@@,clanton
City,850,empty,clanton
City,852,empty,clanton
City,854,hami$lton,hamilton
City,866,empty,hamilton
City,871,empty,hamilton
City,873,empty,hamilton
City,877,empty,hamilton
City,878,empty,fayette
City,885,empty,fayette
City,887,empty,fayette
City,892,empty,fayette
City,894,faye@@tte,fayette
City,897,empty,fayette
City,902,empty,fayette
City,903,gads%den,gadsden
City,905,empty,gadsden
City,907,empty,gadsden
City,908,empty,gadsden
City,913,gad#sden,gadsden
City,926,gadsd@@en,gadsden
City,930,empty,gadsden
City,931,geo??rgiana,georgiana
City,934,empty,georgiana
City,941,empty,georgiana
City,944,georgian@@a,georgiana
City,949,georgi@@ana,georgiana
City,951,empty,georgiana
City,965,empty,enterprise
City,973,empty,enterprise
City,975,empty,enterprise
City,978,empty,enterprise
City,980,empty,enterprise
City,986,one??onta,oneonta
City,988,empty,oneonta
City,996,empty,oneonta
City,999,empty,oneonta
State,7,empty,al
State,13,empty,al
State,15,empty,al
State,16,#$al,al
State,17,empty,al
State,18,empty,al
State,19,empty,al
State,24,empty,al
State,26,empty,al
State,43,empty,al
State,46,empty,al
State,47,empty,al
State,55,empty,al
State,56,empty,al
State,59,empty,al
State,65,empty,al
State,66,empty,al
State,67,a#l,al
State,70,empty,al
State,73,empty,al
State,74,empty,al
State,76,empty,al
State,80,empty,al
State,86,empty,al
State,87,empty,al
State,89,empty,al
State,90,empty,al
State,96,empty,al
State,105,empty,al
State,106,empty,al
State,109,a#l,al
State,110,empty,al
State,111,empty,al
State,114,empty,al
State,121,empty,al
State,123,empty,al
State,131,????al,al
State,132,empty,al
State,133,empty,al
State,134,$??al,al
State,138,empty,al
State,141,empty,al
State,148,empty,al
State,149,empty,al
State,150,empty,al
State,156,empty,al
State,173,a@@l,al
State,174,empty,al
State,177,al$,al
State,182,empty,al
State,183,empty,al
State,184,empty,al
State,201,empty,al
State,204,empty,al
State,207,al@@$,al
State,209,empty,al
State,214,a%l,al
State,217,a@@@@l,al
State,222,empty,al
State,224,empty,al
State,225,$al,al
State,227,empty,al
State,240,empty,al
State,251,empty,al
State,254,empty,al
State,255,empty,al
State,275,empty,al
State,301,empty,al
State,313,??$al,al
State,318,empty,al
State,319,a%l,al
State,327,al$??,al
State,341,empty,al
State,356,empty,al
State,358,empty,al
State,359,empty,al
State,365,al??%,al
State,367,empty,al
State,371,al??,al
State,377,@@a@@l,al
State,388,#al,al
State,394,empty,al
State,405,a??l,al
State,407,empty,al
State,411,empty,al
State,414,empty,al
State,419,empty,al
State,429,empty,al
State,430,empty,al
State,431,empty,al
State,433,empty,ak
State,438,%ak,ak
State,446,empty,ak
State,455,??a%l,al
State,469,empty,al
State,470,a@@l,al
State,475,empty,al
State,477,empty,al
State,488,empty,al
State,490,empty,al
State,495,empty,al
State,497,empty,al
State,500,??a??l,al
State,506,empty,al
State,510,empty,al
State,512,a$l??,al
State,515,empty,al
State,517,al#,al
State,518,empty,al
State,519,empty,al
State,522,empty,al
State,525,#al,al
State,528,empty,al
State,531,empty,al
State,544,empty,al
State,561,empty,al
State,569,?$?al,al
State,595,%al,al
State,612,a#l@@,al
State,616,empty,al
State,617,empty,al
State,621,??a??l,al
State,622,empty,al
State,629,empty,al
State,636,$a??l,al
State,643,empty,al
State,647,a%@@l,al
State,650,empty,al
State,658,empty,al
State,668,empty,al
State,676,a#l,al
State,680,a#l,al
State,682,a%l,al
State,691,empty,al
State,697,empty,al
State,698,empty,al
State,701,empty,al
State,704,?%?al,al
State,705,empty,al
State,706,empty,al
State,717,a$l,al
State,719,empty,al
State,720,#al,al
State,729,empty,al
State,735,a@@$l,al
State,747,empty,al
State,748,a#l,al
State,758,a%l??,al
State,768,empty,al
State,770,#al,al
State,774,empty,al
State,798,??a%l,al
State,802,empty,al
State,803,empty,al
State,808,empty,al
State,814,empty,al
State,819,@@al,al
State,842,empty,al
State,845,empty,al
State,849,empty,al
State,874,empty,al
State,893,empty,al
State,896,al#??,al
State,904,a#l,al
State,913,empty,al
State,923,a@@??l,al
State,924,empty,al
State,934,empty,al
State,939,empty,al
State,941,empty,al
State,966,empty,al
State,969,%a@@l,al
State,981,empty,al
State,982,empty,al
State,989,empty,al
State,997,a%l%,al
State,998,al#,al
ZipCode,9,empty,35660
ZipCode,13,empty,35660
ZipCode,21,empty,36302
ZipCode,23,empty,36302
ZipCode,25,empty,36302
ZipCode,28,199583.25990143215,36302
ZipCode,33,empty,36302
ZipCode,36,empty,36302
ZipCode,43,empty,36302
ZipCode,45,186264.07770603668,35957
ZipCode,48,empty,35957
ZipCode,50,empty,35957
ZipCode,53,empty,35957
ZipCode,59,empty,35957
ZipCode,70,empty,35631
ZipCode,79,128903.32768196096,35631
ZipCode,81,empty,35631
ZipCode,87,empty,35631
ZipCode,92,empty,35631
ZipCode,93,empty,35631
ZipCode,94,empty,35631
ZipCode,107,172112.49400749322,36467
ZipCode,109,empty,36467
ZipCode,110,154972.29684701105,36467
ZipCode,114,empty,36467
ZipCode,115,empty,36467
ZipCode,118,empty,36467
ZipCode,125,empty,36049
ZipCode,126,empty,36049
ZipCode,128,empty,36049
ZipCode,133,empty,36049
ZipCode,136,empty,36049
ZipCode,139,empty,36049
ZipCode,140,empty,36049
ZipCode,142,empty,36049
ZipCode,146,empty,35640
ZipCode,150,empty,35640
ZipCode,153,empty,35640
ZipCode,159,empty,35640
ZipCode,162,empty,35640
ZipCode,164,empty,35640
ZipCode,178,empty,35976
ZipCode,193,empty,35976
ZipCode,194,empty,35976
ZipCode,207,empty,35235
ZipCode,210,111929.85112549536,35235
ZipCode,214,182309.51921957848,35235
ZipCode,215,189375.5113997244,35235
ZipCode,220,empty,35968
ZipCode,221,empty,35968
ZipCode,222,168283.52808838332,35968
ZipCode,225,122447.44961725733,35968
ZipCode,229,empty,35968
ZipCode,232,empty,35968
ZipCode,241,empty,35968
ZipCode,243,empty,35968
ZipCode,244,empty,35968
ZipCode,248,empty,36784
ZipCode,252,empty,36784
ZipCode,260,empty,36784
ZipCode,261,empty,36784
ZipCode,263,empty,36784
ZipCode,267,136665.31004148658,36784
ZipCode,270,160256.85479997352,35007
ZipCode,274,empty,35007
ZipCode,275,empty,35007
ZipCode,276,155831.159651778,35007
ZipCode,285,177410.7285180262,35007
ZipCode,286,empty,35007
ZipCode,287,167130.31898507557,35007
ZipCode,291,empty,35007
ZipCode,302,empty,35233
ZipCode,304,145286.0203260955,35233
ZipCode,306,empty,35233
ZipCode,307,empty,35233
ZipCode,317,empty,36201
ZipCode,318,empty,36201
ZipCode,322,140648.33187643034,36201
ZipCode,344,empty,36305
ZipCode,346,139599.6961952914,36305
ZipCode,349,164947.77866536626,35205
ZipCode,351,empty,35205
ZipCode,357,empty,35594
ZipCode,359,empty,35594
ZipCode,360,134985.04678284077,35594
ZipCode,361,empty,35594
ZipCode,366,empty,35594
ZipCode,367,empty,35594
ZipCode,371,empty,35594
ZipCode,375,empty,35594
ZipCode,376,empty,35594
ZipCode,378,empty,35594
ZipCode,384,193411.26839576924,36617
ZipCode,389,120656.60007129384,36617
ZipCode,390,117002.78434498004,36617
ZipCode,391,154676.59991566665,36617
ZipCode,392,empty,36617
ZipCode,394,empty,36067
ZipCode,396,empty,36067
ZipCode,398,empty,36067
ZipCode,399,empty,36067
ZipCode,403,empty,36067
ZipCode,420,empty,35150
ZipCode,421,empty,35150
ZipCode,424,empty,35150
ZipCode,426,empty,35150
ZipCode,444,empty,99508
ZipCode,445,empty,99508
ZipCode,450,empty,99508
ZipCode,454,empty,35660
ZipCode,457,empty,35660
ZipCode,461,empty,35660
ZipCode,463,142726.55677297537,35660
ZipCode,465,empty,35660
ZipCode,474,152388.24926293807,36360
ZipCode,495,empty,35960
ZipCode,497,empty,35960
ZipCode,499,empty,35960
ZipCode,506,122823.55765035145,35960
ZipCode,512,empty,35960
ZipCode,514,empty,35960
ZipCode,521,159048.67520760826,36116
ZipCode,531,empty,36116
ZipCode,533,211170.6138304627,36116
ZipCode,537,167054.1789892111,36116
ZipCode,540,empty,36116
ZipCode,550,empty,36106
ZipCode,551,empty,36106
ZipCode,556,empty,36106
ZipCode,558,empty,36106
ZipCode,567,empty,36854
ZipCode,569,empty,36854
ZipCode,572,empty,36854
ZipCode,573,empty,36854
ZipCode,575,empty,36854
ZipCode,593,154411.9512134129,36323
ZipCode,598,141858.13187488736,36323
ZipCode,602,empty,36323
ZipCode,609,empty,36323
ZipCode,622,empty,36801
ZipCode,633,198113.5681649136,36801
ZipCode,635,empty,36801
ZipCode,636,125887.67715361233,36801
ZipCode,639,empty,36801
ZipCode,640,131109.44246499377,36801
ZipCode,644,empty,36278
ZipCode,663,166608.20287030752,36278
ZipCode,664,198691.0309048403,36278
ZipCode,666,empty,36278
ZipCode,669,empty,35233
ZipCode,671,empty,35233
ZipCode,673,empty,35233
ZipCode,674,empty,35233
ZipCode,678,empty,35233
ZipCode,685,empty,35233
ZipCode,688,empty,35233
ZipCode,694,empty,36078
ZipCode,696,184422.50741852145,36078
ZipCode,705,empty,36078
ZipCode,707,empty,36078
ZipCode,711,140475.65511108944,36078
ZipCode,716,empty,36078
ZipCode,726,131098.26669939896,35058
ZipCode,731,empty,35058
ZipCode,733,empty,35058
ZipCode,741,empty,35058
ZipCode,745,162265.7202198503,36420
ZipCode,746,empty,36420
ZipCode,751,173236.12684951047,36420
ZipCode,759,empty,36420
ZipCode,760,215893.5641484861,36420
ZipCode,761,178985.14077811298,36420
ZipCode,766,203355.6907017324,36420
ZipCode,773,empty,36201
ZipCode,780,132801.7038753029,35801
ZipCode,792,empty,35801
ZipCode,799,empty,35801
ZipCode,805,empty,35903
ZipCode,807,136560.3763375542,35903
ZipCode,817,empty,35903
ZipCode,826,empty,35903
ZipCode,830,empty,35045
ZipCode,835,empty,35045
ZipCode,840,empty,35045
ZipCode,850,empty,35045
ZipCode,856,171021.99742455955,35570
ZipCode,861,empty,35570
ZipCode,868,empty,35570
ZipCode,871,162746.22363996823,35570
ZipCode,874,empty,35570
ZipCode,875,empty,35570
ZipCode,881,empty,35555
ZipCode,882,140355.1688950757,35555
