Attribute,Index,Dirty Value,Clean Value
id,861,1791702.1527302598,470615
id,868,2546814.9760939428,570263
id,871,4662168.1963265855,813023
id,874,539111.3133302379,121133
id,875,272311.94237178797,82486
id,878,2037978.6314568936,448384
id,879,311783.5954847565,57286
id,881,nan,107979
id,885,nan,325081
id,886,nan,399134
id,891,5429555.102418707,953002
id,897,50778.497337617664,15325
id,900,nan,197174
id,905,nan,21599
id,908,nan,682676
id,912,1308051.365688851,422951
id,917,3326884.9213298466,973603
id,922,nan,772026
id,923,1868386.8394059988,424870
id,924,nan,904168
id,933,nan,438681
id,938,nan,741988
id,944,nan,683893
id,949,nan,456934
id,950,nan,134738
id,957,nan,500618
id,959,nan,938092
id,961,nan,889260
id,963,936506.5837133904,209012
id,964,3235712.8258501776,961006
id,965,nan,786558
id,967,nan,882786
id,968,1857061.566371214,332926
id,969,nan,109843
id,970,4178790.392924313,820688
id,972,nan,855970
id,973,2349575.4458271083,643856
id,974,nan,482584
id,980,448591.9107897279,84783
id,984,nan,685456
id,994,1939998.6122333005,426134
id,998,1098242.543588145,226417
article_title,10,nan,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging
article_title,11,Disparities in childhood asthma hospitalizations: A spa#tial analysis of contextual effects,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects
article_title,19,nan,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.
article_title,22,nan,A performance improvement process to tackle tachysystole
article_title,23,nan,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.
article_title,25,nan,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease
article_title,29,Strong stability and$ host specific bacterial# community in faeces of ponies.,Strong stability and host specific bacterial community in faeces of ponies.
article_title,31,[A case of giant?? Brunner's gland hyperplasia combined with adenomyomatous hyperplasia]$.,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].
article_title,34,Bone density and body composition in young women with chronic fatigue syndrome.#,Bone density and body composition in young women with chronic fatigue syndrome.
article_title,37,nan,Successful treatment of lung cancer by multimodal endobronchial interventions
article_title,41,Dosimetric analysis of proton pencil beam scanning radiation therap@@y versus dose painted intensity modulated radiation therapy for squamous cell carcino$ma of the anal canal,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal
article_title,56,Qua%ntitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin @@mediated PI3K/AKT Pathway.,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.
article_title,57,nan,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.
article_title,58,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imp??erfecta,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta
article_title,60,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-anal#ysis and systema%tic comparative analysis using registers.,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.
article_title,62,nan,Outcome of gastric bypass patients.
article_title,63,A Modified Techniq#ue f#or Pulmonary Valve Replacement with a Homograft,A Modified Technique for Pulmonary Valve Replacement with a Homograft
article_title,66,Neck pa%in$.,Neck pain.
article_title,67,A guide to physio$therapy in cerebral palsy,A guide to physiotherapy in cerebral palsy
article_title,69,nan,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].
article_title,74,nan,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study
article_title,77,nan,Health-promoting behaviors of low-income cancer survivors
article_title,82,Classifying ra@@diographic progression status in early rheumatoid arthritis patients using propensity #scores to adjust for baseline differences.,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.
article_title,85,Chronic pain related to $quality of s@@leep,Chronic pain related to quality of sleep
article_title,86,nan,On the role of pre and post-processing in environmental data mining
article_title,88,nan,Forensic odontology: A prosthodontic view
article_title,92,nan,[Assessment of prognostic factors of thoracic synovial sarcoma].
article_title,93,nan,Secondary school tobacco policy and prevention curricula in South Carolina
article_title,98,nan,The changing patterns of systemic fluoride intake
article_title,100,nan,Dietary practices of ballet jazz and modern dancers
article_title,102,nan,The embodied nature of medical concepts: Image schemas and language for pain
article_title,103,nan,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial
article_title,111,Intrinsically% de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune response%s.,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.
article_title,112,Mind the Gap: Difference between Fram#ingham heart age and real age increase#s with age in HIV-positive individuals - A clinical cohort study,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study
article_title,114,nan,Patent abstractsnull
article_title,129,nan,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.
article_title,132,Low prevalence and increased h??ousehold clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.,Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.
article_title,149,nan,Studies with the maximal histamine test.
article_title,150,nan,Mandibular second molar with C-shaped canal morphology and five canals: report of a case.
article_title,153,[Skeletal maturation# in assessing underage asylum seekers].,[Skeletal maturation in assessing underage asylum seekers].
article_title,154,nan,The ex vivo antimicrobial activity and colonization rate of two antimicrobial-bonded central venous catheters
article_title,157,Cardiac MRI in isch#em#ic heart disease,Cardiac MRI in ischemic heart disease
article_title,160,nan,Assessing quality of life in patients after partial laryngectomy
article_title,162,Cyclin d1 gene expression in oral muc??osa of tobacco chewers-an immunohistochem??ical study.,Cyclin d1 gene expression in oral mucosa of tobacco chewers-an immunohistochemical study.
article_title,172,nan,Remote presence proctoring by using a wireless remote-control videoconferencing system
article_title,175,nan,An observational study on the prevalence and pattern of opioid use in 25479 patients with spine and radicular pain
article_title,178,Overweight and obesity in young and middle age and early ret%irement: the ARIC stu$dy,Overweight and obesity in young and middle age and early retirement: the ARIC study
article_title,183,nan,Daily step goal of 10000 steps: A literature review.
article_title,187,A randomized study with a hy%aluronic acid and chondroitin @@sulfate lotion for radiodermitis in breast cancer patients,A randomized study with a hyaluronic acid and chondroitin sulfate lotion for radiodermitis in breast cancer patients
article_title,193,nan,Mapping Curriculum to Ed Tech and Industry Standards
article_title,199,The effect of preserv%ation solutions for storage of liver allografts on transplant outcomes: a systematic review and meta-analysis.,The effect of preservation solutions for storage of liver allografts on transplant outcomes: a systematic review and meta-analysis.
article_title,200,Ultrasonically enhanced vancomycin activity against Staphylococcus epide??rmidis biofilms in vivo.,Ultrasonically enhanced vancomycin activity against Staphylococcus epidermidis biofilms in vivo.
article_title,204,nan,An insulin-like growth factor-I gene polymorphism modifies the risk of microalbuminuria in subjects with an abnormal glucose tolerance
article_title,208,Stereot??actic radiosurgery for spinal metasta??ses: a literature review. [Review],Stereotactic radiosurgery for spinal metastases: a literature review. [Review]
article_title,217,Public health impact of the 1992 Los $Angeles civil unrest,Public health impact of the 1992 Los Angeles civil unrest
article_title,218,nan,Laparoscopic reversal of Hartmann's rectosigmoidectomy
article_title,221,Value of spiral% CT in hemodynamically stable patients following blunt chest t@@rauma.,Value of spiral CT in hemodynamically stable patients following blunt chest trauma.
article_title,237,Plasma concentration of asymmetric dime%thylarginine and the risk of coronary heart disease: rationale and design of the multicenter CARDIAC study.,Plasma concentration of asymmetric dimethylarginine and the risk of coronary heart disease: rationale and design of the multicenter CARDIAC study.
article_title,238,[Tox@@icology and clinical significance of base-catalized degradation of sevoflurane to Compound A].,[Toxicology and clinical significance of base-catalized degradation of sevoflurane to Compound A].
article_title,240,nan,Case report. Cutaneous cryptococcosis in a patient with systemic erythematous lupus.
article_title,241,nan,A method for determining skeletal lengths from DXA images.
article_title,245,nan,Environmental and genomic factors as well as interventions influencing smoking cessation: a systematic review of reviews and a proposed working model.
article_title,250,Overactive bladder: $Optimizing qua@@lity of care,Overactive bladder: Optimizing quality of care
article_title,251,Thyroid-related autoantibod#ies an#d celiac disease: a role for a gluten-free diet?,Thyroid-related autoantibodies and celiac disease: a role for a gluten-free diet?
article_title,253,nan,A robust method for diagnosis of morphological arrhythmias based on Hermitian model of higher-order statistics
article_title,255,Specific plasma factors blocking human maternal cell-mediated immune reaction to placental a#ntigens.,Specific plasma factors blocking human maternal cell-mediated immune reaction to placental antigens.
article_title,257,Association of Ureaplasma urealyticum colonization with development of bronchopulmona??ry dysplasia: a systemic@@ review and meta-analysis.,Association of Ureaplasma urealyticum colonization with development of bronchopulmonary dysplasia: a systemic review and meta-analysis.
article_title,264,An exploration of self-reported negative affect by ad%olescents as a reason for smoking: implications for tobacco prev%ention and intervention programs,An exploration of self-reported negative affect by adolescents as a reason for smoking: implications for tobacco prevention and intervention programs
article_title,267,nan,Combined pharmacotherapy and psychological treatment for depression: a systematic review.
article_title,269,eComment. EuroSCORE% II - corrected in-hospital mortality rate in a modern cohort of patients undergoing cardiac surgery,eComment. EuroSCORE II - corrected in-hospital mortality rate in a modern cohort of patients undergoing cardiac surgery
article_title,274,A geographic analysis of chronically homeless adults before and after enrollment in a multi-site supported housing initiative: communi#ty characteristics and migrat$ion,A geographic analysis of chronically homeless adults before and after enrollment in a multi-site supported housing initiative: community characteristics and migration
article_title,276,Substance Abuse and Trauma in Incarcerated Wom%en,Substance Abuse and Trauma in Incarcerated Women
article_title,285,nan,Azathioprine for multiple sclerosis
article_title,286,Wo@@un??d care,Wound care
article_title,287,nan,Comparison between incidental malignant and benign breast lesions detected by computed tomography: a systematic review.
article_title,289,nan,Streptococcus pneumoniae carriage in the Gaza strip
article_title,291,nan,Changes in renal blood flow measured by radionuclide angiography following exhausting exercise in humans.
article_title,294,Myofascial trigger points: Spontaneous electrical activity and its consequences f@@or pain induction and propagation,Myofascial trigger points: Spontaneous electrical activity and its consequences for pain induction and propagation
article_title,304,nan,Explosive power and asymmetry in leg muscle function in frequent fallers and non-fallers aged over 65
article_title,313,nan,Muscle variables of importance for physiological performance in competitive football.
article_title,320,Normalisati%on of left ventricular systolic function after change from VVI pacing to b??iventricular pacing in a child with congenital complete atrioventricular block long-QT syndrome and congenital muscular dystrophy: a 10-year follow-up.,Normalisation of left ventricular systolic function after change from VVI pacing to biventricular pacing in a child with congenital complete atrioventricular block long-QT syndrome and congenital muscular dystrophy: a 10-year follow-up.
article_title,325,nan,A community-based trachoma survey: Prevalence and risk factors in the Tigray region of northern Ethiopia
article_title,327,Multiple dural arteriovenous fistulas presenting as@@ rapidly progressive dem$entia.,Multiple dural arteriovenous fistulas presenting as rapidly progressive dementia.
article_title,333,nan,Body and Illness: Considering Visayan Filipino Children's Perspectives Within Local and Global Relationships of Inequality
article_title,339,nan,Pulsed cyclophosphamide thalidomide and dexamethasone: an oral regimen for previously treated patients with multiple myeloma.
article_title,351,D??epression treatment preferences among Japanese undergraduates: usi$ng conjoint analysis,Depression treatment preferences among Japanese undergraduates: using conjoint analysis
article_title,353,nan,A study of the clinicians approach to patients' driving status in the memory clinic setting
article_title,356,nan,The change in eating disorder symptoms scale: Scale development and psychometric properties
article_title,362,nan,[Perineal regional anaesthesia: indications in gynaecologic and proctologic surgery and in obstetric]
article_title,364,nan,Unique monoclonal antibodies specifically bind surface structures on human fetal erythroid blood cells.
article_title,365,nan,Extended-release naltrexone plus medical management alcohol treatment in primary care: Findings at 15 months
article_title,369,nan,Surgical treatment of pathologic fractures of humerus
article_title,373,CO2 emission inventories for Ch#inese cities in $highly urbanized areas compared with European cities,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities
article_title,374,Measur@@ing the value of research data: a c$itation analysis of oceanographic data sets,Measuring the value of research data: a citation analysis of oceanographic data sets
article_title,376,Nomogram to predict anastomotic leakage $after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.,Nomogram to predict anastomotic leakage after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.
article_title,377,nan,Cervical occupational hazards in ophthalmic plastic surgery
article_title,385,nan,Cost-effectiveness of interventions promoting physical activity.
article_title,388,nan,Urban rural and regional variations in physical activity
article_title,389,Attitudes of physicians regarding anticoagulation for atria@@l fibrillation: a systematic review. [Review],Attitudes of physicians regarding anticoagulation for atrial fibrillation: a systematic review. [Review]
article_title,393,nan,[Laparoscopic appendectomy after the learning curve].
article_title,401,nan,Secondary prophylaxis for rheumatic fever: simple concepts difficult delivery
article_title,408,nan,VY levator lengthening to treat upper eyelid retraction.
article_title,410,nan,[Glycosylated hemoglobin and glycosylated proteins for metabolic control of diabetes mellitus]
article_title,413,nan,Why What We Teach Depends on When: Grade and Reading Intervention Modality Moderate Effect Size.
article_title,414,Evaluation of an Internet Support Group for Women with Primary Bre??ast Cancer,Evaluation of an Internet Support Group for Women with Primary Breast Cancer
article_title,415,nan,Interleukin-28B polymorphisms on the SVR in the treatment of naive chronic hepatitis C with pegylated interferon-alpha plus ribavirin: A meta-analysis.
article_title,417,Safety and efficacy of weekly nab_??-paclitaxel in combina%tion with carboplatin as first-line therapy in elderly patients with advanced non-small-cell lung cancer.,Safety and efficacy of weekly nab_-paclitaxel in combination with carboplatin as first-line therapy in elderly patients with advanced non-small-cell lung cancer.
article_title,420,nan,Impact of hepatitis C on survival in dialysis patients: A link with cardiovascular mortality?.
article_title,431,A @@conservative treatment protocol of acute lumbosacr@@al radiculopathy syndrome for general practitioner and physical therapist [Dutch],A conservative treatment protocol of acute lumbosacral radiculopathy syndrome for general practitioner and physical therapist [Dutch]
article_title,435,nan,gamma-tocopherol the major form of vitamin E in the US diet deserves more attention
article_title,440,nan,Effective combination chemotherapy with paclitaxel and cisplatin with or without human granulocyte colony-stimulating factor and/or erythropoietin in patients with advanced gastric cancer.
article_title,446,Prevalence of Masked Hypertension in Afric??an Americans.,Prevalence of Masked Hypertension in African Americans.
article_title,460,nan,The role of transforming growth factor-beta-mediated tumor-stroma interactions in prostate cancer progression: An integrative approach
article_title,465,nan,Postamputation pain: epidemiology mechanisms and treatment
article_title,466,nan,Bullous impetigo in children infected with methicillin-resistant Staphylococcus aureus alone or in combination with methicillin-susceptible S. aureus: analysis of genetic characteristics including assessment of exfoliative toxin gene carriage
article_title,467,nan,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases
article_title,469,Impact of endoscopic ultrasonography (EUS) on surgical dec$ision-making in upper gastrointestinal tract cancer: An international multicenter study,Impact of endoscopic ultrasonography (EUS) on surgical decision-making in upper gastrointestinal tract cancer: An international multicenter study
article_title,472,nan,School neighborhood and family factors are associated with children's bullying involvement: a nationally representative longitudinal study.
article_title,476,nan,The impact of 3D volume of interest definition on accuracy and precision of activity estimation in quantitative SPECT and planar processing methods.
article_title,478,Comparison of 3D OS-EM and 4D MAP-RBI-EM reconstruction algorithms for cardiac m$otion abnormality classification using% a motion observer.,Comparison of 3D OS-EM and 4D MAP-RBI-EM reconstruction algorithms for cardiac motion abnormality classification using a motion observer.
article_title,480,HRQoL after coron$ary artery bypass grafting and percutaneous coronary intervention for stable angina.,HRQoL after coronary artery bypass grafting and percutaneous coronary intervention for stable angina.
article_title,484,C??ommunity nursing issues i@@n Maori mental health.,Community nursing issues in Maori mental health.
article_title,485,nan,Tobacco-related scenes in television dramas for young Japanese audiences
article_title,486,nan,Alkaline phosphatase activity of duodenal enterocytes after neonatal administration of monosodium glutamate to rats.
article_title,488,Primary Banded Roux-en-Y Gastric Bypa$ss: a Systematic Review.,Primary Banded Roux-en-Y Gastric Bypass: a Systematic Review.
article_title,490,Health $literacy and child health promotion: Implications for research clinical care and public policy,Health literacy and child health promotion: Implications for research clinical care and public policy
article_title,491,Persiste@@nce of profenophos and qui@@nolphos on cultivated cucumber and its removal,Persistence of profenophos and quinolphos on cultivated cucumber and its removal
article_title,493,nan,Comparison of tunnel positions in single-bundle anterior cruciate ligament reconstructions using computer navigation.
article_title,501,nan,[Pelvic floor training for women with urinary incontinence].
article_title,502,nan,Regulating free speech
article_title,505,nan,Takayasu's arteritis with multiple intracranial aneurysms
article_title,506,nan,Intravenous cyclophosphamide in patients with chronic systemic inflammatory diseases: morbidity and mortality.
article_title,513,nan,Fruit consumption and risk of type 2 diabetes: results from three prospective longitudinal cohort studies.
article_title,518,nan,Comparative in vitro performance of three small-volume valved holding chambers with beclomethasone/formoterol pressurized metered dose inhaler.
article_title,519,The effectiveness of $anti-illicit-drug public-service announcements: a systematic review and meta-analysis.,The effectiveness of anti-illicit-drug public-service announcements: a systematic review and meta-analysis.
article_title,525,nan,Epithelial Splicing Regulatory Proteins 1 (ESRP1) and 2 (ESRP2) Suppress Cancer Cell Motility via Different Mechanisms.
article_title,527,Evaluation of a workshop on# evidence-based medicine for social insurance physicians.,Evaluation of a workshop on evidence-based medicine for social insurance physicians.
article_title,530,New anticoagulants for atrial fib%rillation.,New anticoagulants for atrial fibrillation.
article_title,533,nan,The parvalbumin-positive interneurons in the mouse dentate gyrus express GABAA receptor subunits 1 _2 and  along their extrasynaptic cell membrane.
article_title,546,nan,Chronic compartment syndrome an important cause of work-related upper limb disorder
article_title,548,nan,A screening methodology for crowdsourcing video QoE evaluation
article_title,549,nan,Potential for inter-observer and intra-observer variability in x-ray review to establish stone-free rates after lithotripsy.
article_title,551,nan,Endovascular Treatment of Ruptured Large or Wide-Neck Basilar Tip Aneurysms Associated with Moyamoya Disease Using the Stent-Assisted Coil Technique.
article_title,553,The fundamental role of bone morphogenetic protein 15 in ovarian function and its #     involvement in female fertility disorders.,The fundamental role of bone morphogenetic protein 15 in ovarian function and its      involvement in female fertility disorders.
article_title,558,nan,Three Abstracts on Chinese Research
article_title,572,nan,The Impact of Nursing Case Management on Women With Diabetes in Pregnancy
article_title,578,Hospitalized heart failure patients w%ith preserv$ed vs. reduced     ejection fraction in Dubai United Arab Emirates: a prospective     study,Hospitalized heart failure patients with preserved vs. reduced     ejection fraction in Dubai United Arab Emirates: a prospective     study
article_title,581,nan,Out-of-hospital cardiac arrests occurring in southern Ontario health care clinics: bystander cardiopulmonary resuscitation and automated external defibrillator use.
article_title,586,nan,Group physiotherapy provides similar outcomes for participants after joint replacement surgery as 1-to-1 physiotherapy: a sequential cohort study.
article_title,593,nan,The Effects of Cognitive Coaching and Nonverbal Classroom Management on Teacher Efficacy and Perceptions of School Culture.
article_title,601,Disseminated lymphoma with large granular lymphocyte morphology dia@@gnosed in a horse via abdominal fluid and transtracheal wash cy@@tology.,Disseminated lymphoma with large granular lymphocyte morphology diagnosed in a horse via abdominal fluid and transtracheal wash cytology.
article_title,603,nan,A comprehensive assessment of maternal deaths in Argentina: translating multicentre collaborative research into action.
article_title,606,Efficacy of?? prolonged administration of intravenous erythromycin in an ambulatory setting as treatment of severe gastroparesis: one center's experi??ence,Efficacy of prolonged administration of intravenous erythromycin in an ambulatory setting as treatment of severe gastroparesis: one center's experience
article_title,608,nan,Optical turbulence: weak turbulence condensates and collapsing filaments in the nonlinear Schr_dinger equation
article_title,619,nan,General public's and physicians' perception of health risk associated with radon exposure in the state of Azad Jammu and Kashmir
article_title,620,nan,Cost-effectiveness of statins for primary prevention in patients newly diagnosed with type 2 diabetes in the Netherlands
article_title,622,nan,[Medical and psychosocial care needs of cancer patients: a systematic review comparing urban and rural provisions].
article_title,627,nan,Determinants of drug response in a cisplatin-resistant human lung cancer cell line.
article_title,629,nan,Improving end-of-life care for patients with chronic obstructive pulmonary disease.
article_title,634,Epidemiology of sporting injuries among elit$e soccer players: A longitudinal study,Epidemiology of sporting injuries among elite soccer players: A longitudinal study
article_title,635,Mental health symptoms in a populat$ion based survey of minority farm operator%s,Mental health symptoms in a population based survey of minority farm operators
article_title,644,Letter by Raposeiras-Roubin et al regarding article mortality associated w%ith atrial fibrillation in patients with myocardial infarction: a systematic review a#nd meta-analysis.,Letter by Raposeiras-Roubin et al regarding article mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis.
article_title,656,nan,FACTORS ASSOCIATED WITH SELF-WORTH IN YOUNG PEOPLE WITH PHYSICAL DISABILITIES
article_title,662,nan,Remote area indigenous psychiatry - Reflections on nine years as a visiting psychiatrist
article_title,665,Accuracy risk and the intrinsic value of diagnostic imaging: a review of @@the cos#t-utility literature.,Accuracy risk and the intrinsic value of diagnostic imaging: a review of the cost-utility literature.
article_title,668,nan,School Climate and Students' Early Mathematics Learning: Another Search for Contextual Effects.
article_title,683,nan,Designing in the social context: Using the social contextual model of health behavior change to develop a tobacco control intervention for teachers in India
article_title,685,nan,Abstracts 15
article_title,693,Def#ining interaction interfaces important for the establishment of cell polarit#y in Drosophila neuroblasts,Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts
article_title,699,The concept o##f neurosis in a cross-cultural perspective,The concept of neurosis in a cross-cultural perspective
article_title,702,nan,Lung function efficacy of olodaterol qd delivered via respimat vs placebo and formoterol bid in patients with COPD: two 48-week studies [Abstract]
article_title,706,Effect of a cooling hood on physiological% responses to work in a hot environment,Effect of a cooling hood on physiological responses to work in a hot environment
article_title,718,nan,The effect of lymphatico-venous anastomosis for an intractable ulcer at the lower leg in a marked obese patient.
article_title,727,nan,The lung cancer management guidelines 2012.
article_title,728,nan,Special problems in the prosthetic rehabilitation of deep bite
article_title,734,nan,Adaptive convex combination approach for the identification of improper quaternion processes
article_title,735,nan,Inappropriate use of emergency services: a systematic review of prevalence and associated factors.
article_title,754,Lack of association between the connexin 37 C1019T ge%ne poly$morphism and coronary artery disease in a Chinese population: Meta-analysis of 2206 subjects.,Lack of association between the connexin 37 C1019T gene polymorphism and coronary artery disease in a Chinese population: Meta-analysis of 2206 subjects.
article_title,762,nan,Rituximab-related viral infections in lymphoma patients.
article_title,774,Human papillomavirus infection and increased ris??k of HIV acquisition. A systematic review and?? meta-analysis.,Human papillomavirus infection and increased risk of HIV acquisition. A systematic review and meta-analysis.
article_title,775,Prevalence of different morphologic forms o#f the human tongue in young Finns.,Prevalence of different morphologic forms of the human tongue in young Finns.
article_title,776,Oste$oporosi@@s in men,Osteoporosis in men
article_title,780,nan,Pulpal response to a fluoride-releasing all-in-one resin bonding system.
article_title,784,nan,The Effects of Pre-Reading and Sharing Mechanisms on Learning with the Use of Annotations
article_title,785,nan,[Occupational exposure to sevoflurane in pediatric operating rooms: the multi-point sampling method for risk assessment].
