ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
15,,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,nan,nan,nan,nan,175.46130067764415,8,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601,Latex allergy in atopic children.,e??n#g,British Journal of Der%matology.,nan,0007-0963,140,19.948985638831104,5/1/99,nan,{R S LeverS A Holme}
17,668310,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,eng,nan,Clin Interv Aging,nan,7,-1,1#/12/01,185-90,{Andreas KruseManh Hung Nguyen}
18,1066658.8696898175,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,Cochrane Database Syst Rev,nan,1469-493X,,,1/5/01,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,478292,nan,eng,Acta Neurochirurgica,nan,Jan-??6@@8,139,3,1/1/97,257-8,{Y TakagiN HashimotoY Goto}
20,43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,39,,1/7/06,991-5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Cancer prevention research (Philadelphia Pa.),Cancer Prev Res (Phila),1940-6215,6,12,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526,nan,English,nan,nan,nan,40,0,nan,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,514411,nan,eng,Cardiovascular and intervention#al radiology,Cardi%ovasc Intervent Radiol,1432-086X,167.8689713228376,6,%1/14/%12,nan,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,569841,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,nan,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,nan,1527-7755,27,15,5/20/09,2496-502,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,,nan,nan,Scandinavian Journal of Gastroenterology,nan,nan,,29.592754904222616,1/12/01,785-794,
26,21910,Examining waiting placement in hospital: utilization and the lived experience.,eng,Global journal of health science,Glob J Health Sci,1916-9736,6,2,1/14/03,nan,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,378490,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,69,12,nan,1892-900,{Isabella SorecaAndrea FagioliniDavid J Ku%pferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,nan,Metabolism: Clinical and Experimental,nan,nan,35,11,1/1/86,1074-1077,{S. SrikantaO. P. GandaR. E. Gleason}
29,4644945.582279795,Strong stability and$ host specific bacterial# community in faeces of ponies.,eng,PLoS One,nan,1932-6#203,,9,1/13/01,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,819166,Responses to open peer commentaries on the subjective brain identity and neuroethics,English,American Journal of Bioethics,nan,nan,9,9,nan,W1-W4@$@,{G.R. Gillett}
31,,[A case of giant?? Brunner's gland hyperplasia combined with adenomyomatous hyperplasia]$.,nan,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,Korean J Gastroenterol,1598-9992,52,6,1/8/12,38$4-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,629530,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,en????g,Eur. Heart J.,nan,0195-668X,28,17,1/7/09,2077-86,
33,954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,nan,nan,nan,nan,0,,1/1/74,46,{Marilou Madden}
34,2176577.2288867873,Bone density and body composition in young women with chronic fatigue syndrome.#,??eng#,Neuroprotective Agents,nan,0077-8923,4326.855769017313,-1,5/1/00,625-7,
35,676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,nan,nan,??1532-8511,24,9.533837922711108,1/15/02,362-9,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan @@Yan}
36,353972,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,nan,Vulnerable Children and Youth Studies,nan,1745-0128 1745-0136,3,3,1/8/01,243-$24$8,{B O Olley}
37,,nan,nan,Respiration; international review of thoracic diseases,Respiration,1423-0356,88,,1%/14/01,144-147,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,eng,nan,Neurosurgery,1524-4040,64,2,1/9/02,316-26; %disc??ussion 326-7,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,,Out of harm's way: curbing violence in the ED,Engl@@ish,nan,Health Facil Manage,nan,8,10,1/1/95,20-6 28,{K. Sandrick}
40,,The incidence of contrast-induced nephropathy in trauma patients.,en??$g,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J Emerg Med,nan,15,3,nan,134-9,{Rich SinertShoma DesaiAntonia H#ippCarmen Lopez}
41,1120787.12656898,Dosimetric analysis of proton pencil beam scanning radiation therap@@y versus dose painted intensity modulated radiation therapy for squamous cell carcino$ma of the anal canal,nan,nan,nan,0360-3016,,5.311085733864951,nan,S398,{Kooy H.Hong T.S.Symonifka J.Depauw N.Wo J.Y.}
42,628387.11367444,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cereb. Blood Flow Metab.,1559-7016,34,,1/14/$1$0,1681-7,{Jacques Van HoeckeHayat BanoujaafarChristine MarieClaude M Mossiat}
43,330553,Multiresistance of clinically relevant gram-positive cocci,nan,Intensivmedizin und Notfallmedizin,nan,0175-3851,34,7,1$/??1/97,nan,{G. PetersK. BeckerC. Von Eiff}
44,23215,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,Journal of #the ??American Board of Family Medicine : JABFM,J Am Board Fam Med,1557-2625,27,1,1/14/01,42-55,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianMichael W Kattan}
45,719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,Energy and Buildings,nan,0378-7788,42,12,1/10/01,2331-2337,{R. LuckP. MagoN. Fumo}
46,86421,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,Cancer research,nan,1538-@@74@@45,71,10,5/15/11,nan,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
47,,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,0,0,nan,nan,{NULL}
48,530323,Strategies for partner notification for sexually transmitted infections including HIV.,e??n@@g,Cochrane Database Syst. Rev.,nan,1??469-49#3X,10,,1/13/01,CD002843,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
49,102893,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,71,,nan,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,3748752.198650506,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,Annals of Oncology,nan,nan,21,0,1/10/01,viii284,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,217725,Use of alendronate in peri-implant defect regeneration,English,nan,nan,nan,70,2,1/1/99,nan,{P. C. WollanS. J. MerawC. M. Reeve}
52,730822,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,English; ABSTRACT LANGUAGE:English,Annals of the Royal College of Surgeons of England,Ann R Coll Surg Engl,0035-8843,76,5,1/1/94,324-326,{Jayatun@@ga APDark CHJahangiri MBradley JWP}
53,659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,nan,nan,Am J Phys Med R@@ehabil,1537-7385,91,,1/12/11,984??-9@@8,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,42247,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,eng,Journal of science and medicine in sport / Sports Medicine Australia,J Sci Med Sport,1878-1861,13,6,1/10/11,597-601,{John W ToumbourouEva LesliePeter KremerJoanne W Williams}
55,302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,nan,nan,nan,nan,90,3,1/7/01,18-30,{Steven G LittleK Angeleque Akin-LittleShari Melman}
56,158672,Qua%ntitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin @@mediated PI3K/AKT Pathway.,nan,Computers & chemical engineering,Comput Chem Eng,nan,398.39655933538734,-1,4/14/12,nan,{Shibin MathewIpsita Banerjee}
57,,nan,eng,Journal of clinical anesthesia,nan,0952-8180,18,6,1/6/09,nan,{David N MaineGenevieve E CourpasJames F WellerJeffrey M RichmanAndrew J RowlingsonChristopher L Wu}
58,221086,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imp??erfecta,eng,nan,nan,nan,7,0,1/12/01,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
59,,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,nan,Teachers College Press,nan,0-8077-4913-3,0,0,1/10/10,nan,{Ofelia GarciaJo Anne# Kleifgen}
60,669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-anal#ysis and systema%tic comparative analysis using registers.,eng,Knee surgery sports traumatology arthroscopy : official journa@@l of the ESSKA,Knee Surg Sports Traumatol Arthrosc,1433-7347,22,12,1/14/12,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
61,474288,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,nan,Journal of geriatric oncology,J Geriatr Oncol,1879-4076,6,1,1/15/01,15-22,{Marlies L van BekkumBarbara C van MunsterMarije E HamakerCarolien H SmorenburgPeter L M Thunnissen}
62,108424,nan,eng,Obesity surgery,Obes Surg,nan,12,2,nan,261-4,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
63,841679,A Modified Techniq#ue f#or Pulmonary Valve Replacement with a Homograft,English,J. Card. Surg.%,nan,-7977,26,,1/11/01,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
64,173830,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,nan,Journal of Allergy and Clinical Immunology,nan,0091-6749 (Print),116,1,nan,153%-1@@63,
65,852927,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.,eng,J. Exp. Clin. #Ca%ncer Res.,nan,17$56-9966,28,,1/9/01,34,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,1319259.9643620816,Neck pa%in$.,eng,Clinical evidence,Clin Evid (On%li#ne),1752-8526,2008,1,1/8/01,nan,{Allan I Binder}
67,912884,A guide to physio$therapy in cerebral palsy,nan,Paediatrics and Child Health,nan,nan,18,0,1/8/01,nan,{C. E. Barber}
68,1419595.7962562202,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,nan,AIDS Reviews,nan,1139-6121,65.96689910005293,3,1/10/01,153-163,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
69,93659,nan,nan,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Sheng Wu Yi Xue Gong Cheng Xue Za Zh@@i,1001-5515,29,,1/12/06,4@@53-5 459,
70,349150,The relationship between capsulorhexis size and anterior chamber depth relation.,eng,Ophthalmic surgery and lasers,Ophthalmic Surg Lasers,nan,30,3,3/1/99,185-90,{O Ceki_C Batman}
71,572010,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,eng,CANCER,nan,0008-543X,98,2,7/15/03,310-4,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,e#ng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Eur J Cardiovasc Nurs,1474-5151,11,,1/12/01,183-9,{Cecilia Bj_rkelund$Margaretha Jerlock}
73,34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,eng,Journal of the neurological sciences,J. Neurol. Sci.,1878-5883,,1,11/15/13,112-8,
74,574309,nan,English,Transplantation,Transplantation,nan,99,,1/15/01,1455-1462,{Junge GRauer BDe Simone PFischer LDe Carlis LKaiser GMSaliba FDuvoux CMetselaar HJDong GNevens FFung JJ}
75,200077,Plasma cell leukemia--a case report.,eng,Indian Journal of Pathology and Microbiology,nan,nan,138.18877858097613,3,1/3/07,484-7,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
76,421512,CABG again outshines stenting for some patients with coronary artery blockage,eng,nan,nan,nan,309,1,1/13/01,nan,{M. Mitka}
77,715052,nan,nan,nan,nan,nan,25,3,1/11/01,118-124 7p$,
78,172966,Food allergy in children,nan,Arch@@ives De Pediat??rie,nan,0929-693X,13,10,nan,1349-1353,{E. Bidat}
79,140274,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,eng,Nepal Medical College journal : NMCJ,Nepal Med Coll J,nan,1,17,11/1/96,9-Jun,{J Stilkind}
80,282039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,nan,Transfusion,nan,0041-1132,48,,1/8/01,1925-1929,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi}
81,835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,nan,Eur J Cancer Care (Engl),nan,096$1-5423 (Print) 0961-5423,19,2,1/10/01,167%-??71,{M. HebbarP. FournierO. Romano}
82,,Classifying ra@@diographic progression status in early rheumatoid arthritis patients using propensity #scores to adjust for baseline differences.,eng,Statistical methods in medical research,Stat Methods Med Res,0962-2802,16,,1/7/02,13-29,{John T SharpWeng Kee WongGrace S ParkHarold E PaulusMyungShin OhRichard H GoldDinesh Khanna}
83,761104,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,nan,TEACHING Exceptional Children Plus,nan,nan,1,3,nan,nan,{Milagros# M. SessionsKevin J. Miller}$
84,1622727.8413335038,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,engspa,Actas urologicas espanolas,Actas Ur#ol@@ Esp,1699-7980,39,4,nan,222-8,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,889481,Chronic pain related to $quality of s@@leep,eng     por,Einstein (Sao Paulo),Einstein (Sao Paulo Brazil),1679-4508,67.29579474287783,2,1/14/01,159-63,{W. HummigJ. Stechman NetoL. F. Tonial}
86,4160675.2708381177,nan,nan,Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making iEMSs 2008,nan,nan,3,0,1/8/01,1937-1958,{Miquel S_nchez-MarrGeoff HolmesJoaqu_n IzquierdoJoaquim ComasIoannis AthanasiadisKarina Gibert}
87,604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,nan,J Med Toxicol,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,2,4,1/##6/12,152-5,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
88,220950,nan,eng,nan,nan,nan,4,1,nan,38-41,{S. GosaviS. Gosavi}
89,770196,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,eng,Int J Gynaecol Obstet,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,002@@0-7292,64,1,1/1/99,10-May,
90,914468,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,nan,Revista de Neurologia,Rev.Neurol.,0210-0010,46,3,1/8/01,135-138,{S. Regina-R%ibeiroC. TortozaR. P. S. LimaS. T. T. de FreitasP. R. LucareliM. O. LimaM. T. PachecoJ. Gomes-LucareliR. A. Lopes-Martins}
91,,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,nan,J Cardiovasc Med (Hagerstown),Journal of cardiovascular medicine (Hagerstown Md.),1558-2027,,3,1/9/03,261-3,{Giovanni Teodori%Marta LeveroneEraldo Occ$hettaMiriam BortnikPaolo MarinoMarco Marcolongo}
92,,nan,fre,Pathologie non allergique et exposition aux moisissures domestiques.,nan,nan,,1,1/10/01,Jul-93,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,,nan,nan,nan,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1462-2203,1,4,1/1/99,341-6,{M. W. MartinR. SaundersS. Levin}
94,,Intimate Partner Violence Survivors' Unmet Social Service Needs,English,Journal of Social Service Research,nan,1540-7314 0148-8376,37,5,1/11/01,481-489,
95,417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,eng,Am J Manag Care,The American journal of managed care,1088-0224,19,1,1/13@@/01,SP26-7,{A. A. Kaddis}
96,949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,nan,Expert Opi@@n Drug Metab %Toxicol,Expert opinion on drug metabolism & toxicology,1742-5255,3,3,1/7/01,315-20,{A. A. Mangoni}
97,3970500.107376598,Prevalence of allergic diseases in Poland - ECAP study,nan,Allergy: European Journal of Allergy and Clinical Immunology,nan,nan,64,0,nan,326-327,
98,752456,nan,nan,%J Dent Res,Journal of dental research,0022-0345,71,5,1/1/92,nan,{$B. A. Burt}
99,377284,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,Am J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism,0193-1849,283,3,1/2/09,E556-64,{Paola ScifoAlessandro Del MaschioLivio LuziElena MeneghiniAlberto BattezzatiGianluca PerseghinMassimo DannaStefano Benedini}
100,,nan,nan,nan,J Am Diet Assoc,nan,92,3,1/1/92,3$19-324,{Stensland SHSobal J}
101,444273,Iatrogenic perforation at colonic imaging.,nan,nan,nan,nan,,0,nan,nan,{NULL}
102,816680,nan,nan,Cognitive Processing,nan,1612-4782     1612-4790,,,1/14/01,283-296,{M. Tercedor SnchezJ.A. Prieto Velasco}
103,491006,nan,English,nan,nan,nan,24,2,1/15/01,nan,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
104,628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,nan,Fertility and sterility,Fertil. Steril.,1556-5653,92,,1/9/08,667-77,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
105,72089,Clinical pharmacokinetics of Icotinib an anti-cancer drug: evaluation of dose proportionality food effect and tolerability in healthy subjects.,eng,Cancer chemotherapy a$nd pharmacology,Cancer Chemother. Pharmacol.,1432-0843,73,4,1/14/04,721-7,{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi ZhangPei Hu}
106,847287,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.,eng,Psycho-oncology,Psychooncology,1057-9249,15,3,1/6/03,248-58,
107,764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,194.1452172576234,3,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
108,591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,nan,nan,nan,39,2,1/12/01,135-41,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulty}
109,125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,Current opinion in pharmacology,Cur%r Opin Pharmac$ol,1471-4892,3,2,1/3/04,146-51,{Nori??toshi Nagay@@aKenji Kangawa}
110,255432,Pool fencing for preventing drowning in children.,eng,The Cochrane Database Of Systematic Reviews,Cochrane Database Syst Rev,1469-493X,-1,2,1/1/00,CD001047,{D C ThompsonF P Rivara}
111,689284,Intrinsically% de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune response%s.,eng,Cancer immunology immunotherapy : CII,Cancer Immunol. Immunother.,1432-0851,63,9,1/14/09,911%@@-24,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKeith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
112,781141,Mind the Gap: Difference between Fram#ingham heart age and real age increase#s with age in HIV-positive individuals - A clinical cohort study,English,nan,nan,2044-6055,3,10,nan,nan,{T. L. DaviesB. BovillS. JohnstonM. T. MayM. Gompels}
113,148787,Cardiac atrophy in women following bed rest,eng,nan,nan,nan,103,0,1/7/01,nan,
114,779281,nan,nan,Industrial Robot: An International Journal,nan,0143-991X,38,4,1/11/01,nan,{NULL}
115,684757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,eng,The Journal Of Rheumatology,J Rheumatol,0315-162X,,4,1/1/04,745-50,{A H ZwindermanM MunnekeG J TijhuisZ de JongJ M HazesT P Vliet Vlieland}
116,447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
117,2447507.9007427623,Thermoregulatory response of women to intermittent work in the heat,nan,Journal of applied physiology,J Appl Physiol,0021-8987,41,1,1/1/76,57-61,
118,185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,nan,nan,nan,nan,13,0,1/10/01,305-310,{Denys T. LauBrass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller BostickCelia BerdesJonathan Masin-PetersMegan Ong}
119,,Effet d'une intervention non mdicamenteuse Voix d'Or sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention Voix d'Or on behavior disturbances in Alzheimer disease and associated disorders.],nan,Griatrie et Psychologie Neuropsychiatrie du Vieillissement,nan,nan,11,3,nan,323-330,
120,,The Hierarchical Organization of Intellectual Structures,English,nan,nan,nan,0,0,1/1/66,13,{Sheldon H. White}
