Attribute,Index,Dirty Value,Cleaned Value
HospitalName,747,empty,andalusia regional hospital
HospitalName,791,empty,huntsville hospital
HospitalName,801,empty,huntsville hospital
HospitalName,814,empty,gadsden regional medical center
HospitalName,815,empty,gadsden regional medical center
HospitalName,821,gadsden regional% medical center,gadsden regional medical center
HospitalName,836,empty,chilton medical center
HospitalName,844,empty,chilton medical center
HospitalName,846,empty,chilton medical center
HospitalName,863,marion reg#ional medical center,marion regional medical center
HospitalName,866,empty,marion regional medical center
HospitalName,871,empty,marion regional medical center
HospitalName,885,empty,fayette medical center
HospitalName,886,fayett%@@e medical center,fayette medical center
HospitalName,896,empty,fayette medical center
HospitalName,927,river??view regional med@@ical center,riverview regional medical center
HospitalName,946,empty,georgiana hospital
HospitalName,952,empty,georgiana hospital
HospitalName,975,empty,medical center enterprise
HospitalName,986,empty,st vincents blount
HospitalName,996,empty,st vincents blount
Address1,5,1720 u??niversity blvd??,1720 university blvd
Address1,10,empty,1300 south montgomery avenue
Address1,11,empty,1300 south montgomery avenue
Address1,19,empty,1300 south montgomery avenue
Address1,21,empty,1108 ross clark circle
Address1,35,empty,1108 ross clark circle
Address1,47,empty,2505 u s highway 431 north
Address1,51,empty,2505 u s highway 431 north
Address1,62,empty,2505 u s highway 431 north
Address1,64,2505$ u s highway 431 north,2505 u s highway 431 north
Address1,65,empty,2505 u s highway 431 north
Address1,71,205 %marengo street,205 marengo street
Address1,74,205 marengo s??treet,205 marengo street
Address1,79,empty,205 marengo street
Address1,80,empty,205 marengo street
Address1,83,empty,205 marengo street
Address1,85,empty,205 marengo street
Address1,89,empty,205 marengo street
Address1,94,empty,205 marengo street
Address1,96,empty,702 n main st
Address1,99,empty,702 n main st
Address1,113,empty,702 n main st
Address1,115,702 n m%ain st,702 n main st
Address1,137,empty,101 hospital circle
Address1,154,empty,201 pine street northwest
Address1,159,empty,201 pine street northwest
Address1,163,20%1 pine street northwest,201 pine street northwest
Address1,174,empty,8000 alabama highway 69
Address1,175,8000 alabama $highway 69,8000 alabama highway 69
Address1,177,empty,8000 alabama highway 69
Address1,181,empty,8000 alabama highway 69
Address1,185,empty,8000 alabama highway 69
Address1,188,empty,8000 alabama highway 69
Address1,191,8000 alabama h%@@ighway 69,8000 alabama highway 69
Address1,204,empty,50 medical park east drive
Address1,205,empty,50 medical park east drive
Address1,214,50 $medical park east dr$ive,50 medical park east drive
Address1,217,empty,50 medical park east drive
Address1,221,empty,200 med center drive
Address1,226,empty,200 med center drive
Address1,235,empty,200 med center drive
Address1,236,empty,200 med center drive
Address1,237,empty,200 med center drive
Address1,251,empty,33700 highway 43
Address1,253,empty,33700 highway 43
Address1,280,10%00 first stree$t north,1000 first street north
Address1,291,empty,1000 first street north
Address1,302,1@@720 university bl@@vd,1720 university blvd
Address1,312,301 east 18th $st#,301 east 18th st
Address1,313,empty,301 east 18th st
Address1,320,empty,301 east 18th st
Address1,322,empty,301 east 18th st
Address1,333,empty,4370 west main street
Address1,334,#4370 west main street,4370 west main street
Address1,339,empty,4370 west main street
Address1,341,empty,4370 west main street
Address1,358,empty,1530 u s highway 43
Address1,370,1530 u s ??highway 43,1530 u s highway 43
Address1,377,1530 u s@@ highway 43,1530 u s highway 43
Address1,384,empty,2451 fillingim street
Address1,385,2451 fil$lingim street,2451 fillingim street
Address1,408,??124 s memorial dr,124 s memorial dr
Address1,409,124 s mem%orial dr,124 s memorial dr
Address1,411,124 #s memorial dr,124 s memorial dr
Address1,418,empty,315 w hickory st
Address1,430,empty,315 w hickory st
Address1,431,empty,315 w hickory st
Address1,439,2801 deba%rr road,2801 debarr road
Address1,465,1300 sout$h montgomery avenue,1300 south montgomery avenue
Address1,494,400 #northwoo%d dr,400 northwood dr
Address1,512,empty,400 northwood dr
Address1,515,empty,400 northwood dr
Address1,533,2105 east south bo$ulevard,2105 east south boulevard
Address1,536,empty,2105 east south boulevard
Address1,538,2105 east s@@outh% boulevard,2105 east south boulevard
Address1,539,2105 east south bo??ulevard,2105 east south boulevard
Address1,559,empty,1725 pine street
Address1,563,empty,1725 pine street
Address1,586,empty,4800 48th st
Address1,587,empty,4800 48th st
Address1,590,empty,4800 48th st
Address1,591,empty,4800 48th st
Address1,592,empty,987 drayton street
Address1,608,987 drayton street??,987 drayton street
Address1,624,2000 pe??pperell park??way,2000 pepperell parkway
Address1,625,empty,2000 pepperell parkway
Address1,632,empty,2000 pepperell parkway
Address1,636,empty,2000 pepperell parkway
Address1,643,empty,209 north main street
Address1,651,209 north main@@ street,209 north main street
Address1,672,empty,619 south 19th street
Address1,682,empty,619 south 19th street
Address1,684,empty,619 south 19th street
Address1,685,empty,619 south 19th street
Address1,687,empty,619 south 19th street
Address1,702,empty,805 friendship road
Address1,705,empty,805 friendship road
Address1,709,empty,805 friendship road
Address1,713,empty,805 friendship road
Address1,714,805 fr$iendship road,805 friendship road
Address1,716,805 f%rien@@dship road,805 friendship road
Address1,719,1912 alabama# hi??ghway 157,1912 alabama highway 157
Address1,724,empty,1912 alabama highway 157
Address1,737,empty,1912 alabama highway 157
Address1,740,empty,1912 alabama highway 157
Address1,741,empty,1912 alabama highway 157
Address1,743,empty,849 south three notch street
Address1,747,849 south th$ree notc%h street,849 south three notch street
Address1,751,empty,849 south three notch street
Address1,768,empty,301 east 18th st
Address1,780,101 s$ivley rd,101 sivley rd
Address1,782,empty,101 sivley rd
Address1,787,empty,101 sivley rd
Address1,789,empty,101 sivley rd
Address1,804,empty,1007 goodyear avenue
Address1,821,empty,1007 goodyear avenue
Address1,824,empty,1007 goodyear avenue
Address1,834,@@1010 lay dam road,1010 lay dam road
Address1,844,empty,1010 lay dam road
Address1,845,101#0 lay dam ro??ad,1010 lay dam road
Address1,857,1256 military str??eet so@@uth,1256 military street south
Address1,875,empty,1256 military street south
Address1,885,1@@653 temple avenu@@e north,1653 temple avenue north
Address1,886,1653 temple# avenue north,1653 temple avenue north
Address1,888,@%@1653 temple avenue north,1653 temple avenue north
Address1,889,1653 temp??le avenue north,1653 temple avenue north
Address1,894,1%653@@ temple avenue north,1653 temple avenue north
Address1,904,empty,600 south third street
Address1,910,empty,600 south third street
Address1,932,empty,515 miranda st
Address1,940,empty,515 miranda st
Address1,944,empty,515 miranda st
Address1,945,empty,515 miranda st
Address1,952,5??15 miranda s#t,515 miranda st
Address1,958,empty,400 n edwards street
Address1,965,400 n edwards %street,400 n edwards street
Address1,968,empty,400 n edwards street
Address1,977,400 @@n edwards street,400 n edwards street
Address1,978,empty,400 n edwards street
Address1,983,empty,150 gilbreath drive
Address1,986,empty,150 gilbreath drive
Address1,987,empty,150 gilbreath drive
Address1,989,150 gilb%reath driv@@e,150 gilbreath drive
Address1,992,empty,150 gilbreath drive
Address1,995,empty,150 gilbreath drive
City,12,empty,sheffield
City,32,empty,dothan
City,38,dothan@@,dothan
City,40,empty,dothan
City,46,empty,boaz
City,47,empty,boaz
City,68,empty,boaz
City,78,%florence,florence
City,82,empty,florence
City,87,fl@@??orence,florence
City,91,flor??ence,florence
City,106,op@$@p,opp
City,109,o@@pp#,opp
City,115,empty,opp
City,139,empty,luverne
City,148,empty,hartselle
City,161,ha@@rtselle,hartselle
City,166,empty,hartselle
City,169,empty,hartselle
City,193,guntersvi$lle,guntersville
City,194,g??un#tersville,guntersville
City,226,empty,fort payne
City,229,fort pa$yne#,fort payne
City,233,f??ort pa@@yne,fort payne
City,235,empty,fort payne
City,238,empty,fort payne
City,241,empty,fort payne
City,244,empty,fort payne
City,247,empty,thomasville
City,255,thom#asville,thomasville
City,265,empty,thomasville
City,268,thomasvil#le,thomasville
City,275,empty,alabaster
City,281,empty,alabaster
City,283,empty,alabaster
City,304,birmingh??am??,birmingham
City,316,empty,anniston
City,325,empty,anniston
City,328,annisto??n,anniston
City,333,#dothan,dothan
City,347,empty,dothan
City,364,empty,winfield
City,378,%winfield,winfield
City,397,empty,prattville
City,399,empty,prattville
City,404,empty,prattville
City,412,empty,prattville
City,416,@@sylacauga,sylacauga
City,421,empty,sylacauga
City,423,empty,sylacauga
City,426,empty,sylacauga
City,431,sylacau$ga,sylacauga
City,433,empty,anchorage
City,441,empty,anchorage
City,447,anchor#age,anchorage
City,449,empty,anchorage
City,456,s??heffield,sheffield
City,458,sheffi%el??d,sheffield
City,461,s%heffie@@ld,sheffield
City,492,c#entre,centre
City,499,empty,centre
City,507,cen#tr$e,centre
City,516,empty,centre
City,518,empty,montgomery
City,521,empty,montgomery
City,526,mon??tgomery$,montgomery
City,538,mo@@$ntgomery,montgomery
City,542,empty,montgomery
City,558,montgo%mery,montgomery
City,565,empty,montgomery
City,566,empty,montgomery
City,572,empty,valley
City,575,empty,valley
City,581,valle$y,valley
City,584,$v??alley,valley
City,590,vall$??ey,valley
City,616,#elba,elba
City,624,ope??lika,opelika
City,625,empty,opelika
City,633,op%elik$a,opelika
City,641,empty,opelika
City,655,empty,wedowee
City,667,empty,birmingham
City,673,birm%ingham,birmingham
City,676,empty,birmingham
City,683,empty,birmingham
City,688,bir??mingham@@,birmingham
City,692,tallass??ee#,tallassee
City,699,ta$llassee,tallassee
City,700,empty,tallassee
City,702,empty,tallassee
City,717,empty,cullman
City,735,empty,cullman
City,751,empty,andalusia
City,753,empty,andalusia
City,754,empty,andalusia
City,757,empty,andalusia
City,761,empty,andalusia
City,779,hunts@@??ville,huntsville
City,780,empty,huntsville
City,794,empty,huntsville
City,797,huntsvil??le#,huntsville
City,819,$gadsde%n,gadsden
City,824,empty,gadsden
City,831,empty,clanton
City,832,cl#anto$n,clanton
City,838,empty,clanton
City,861,empty,hamilton
City,863,empty,hamilton
City,878,empty,fayette
City,892,empty,fayette
City,895,empty,fayette
City,901,empty,fayette
City,910,ga#ds??den,gadsden
City,912,empty,gadsden
City,918,empty,gadsden
City,924,empty,gadsden
City,925,empty,gadsden
City,935,empty,georgiana
City,948,empty,georgiana
City,951,empty,georgiana
City,952,empty,georgiana
City,958,empty,enterprise
City,962,empty,enterprise
City,967,empty,enterprise
City,972,empty,enterprise
City,980,empty,enterprise
City,988,o??neonta,oneonta
City,989,o@@%neonta,oneonta
City,990,empty,oneonta
City,999,oneonta%,oneonta
State,1,%a$l,al
State,3,empty,al
State,6,empty,al
State,16,a%l,al
State,27,#al,al
State,38,empty,al
State,40,empty,al
State,43,empty,al
State,52,empty,al
State,58,empty,al
State,66,a%@@l,al
State,71,empty,al
State,75,empty,al
State,83,empty,al
State,91,empty,al
State,96,empty,al
State,98,empty,al
State,108,$$al,al
State,114,empty,al
State,127,empty,al
State,129,empty,al
State,135,empty,al
State,137,@@a$l,al
State,146,empty,al
State,156,empty,al
State,158,empty,al
State,174,al#,al
State,177,empty,al
State,178,empty,al
State,193,empty,al
State,194,empty,al
State,196,empty,al
State,202,empty,al
State,206,a$l??,al
State,224,empty,al
State,236,empty,al
State,243,empty,al
State,244,empty,al
State,253,empty,al
State,254,empty,al
State,260,empty,al
State,264,empty,al
State,278,empty,al
State,285,empty,al
State,287,empty,al
State,314,empty,al
State,319,a??l,al
State,334,empty,al
State,337,al#,al
State,345,empty,al
State,347,%al,al
State,357,empty,al
State,377,$al,al
State,392,empty,al
State,403,empty,al
State,431,a?%?l,al
State,432,empty,al
State,433,ak??,ak
State,438,empty,ak
State,439,empty,ak
State,445,empty,ak
State,453,a@@l,al
State,471,al%??,al
State,473,empty,al
State,477,empty,al
State,483,empty,al
State,484,al$,al
State,486,empty,al
State,492,a??l,al
State,501,empty,al
State,510,empty,al
State,514,empty,al
State,520,empty,al
State,521,empty,al
State,523,empty,al
State,528,??al,al
State,531,empty,al
State,533,$al,al
State,545,empty,al
State,556,empty,al
State,565,$a??l,al
State,566,#al,al
State,577,empty,al
State,579,empty,al
State,580,empty,al
State,596,empty,al
State,602,empty,al
State,609,al#$,al
State,619,%%al,al
State,621,empty,al
State,623,empty,al
State,630,empty,al
State,668,empty,al
State,670,empty,al
State,674,empty,al
State,682,#al,al
State,683,empty,al
State,687,empty,al
State,692,empty,al
State,701,empty,al
State,707,??al,al
State,714,al%,al
State,718,empty,al
State,719,empty,al
State,727,a??l,al
State,745,empty,al
State,750,%??al,al
State,770,empty,al
State,771,empty,al
State,775,??%al,al
State,789,a@@%l,al
State,792,empty,al
State,809,empty,al
State,811,al@@,al
State,821,empty,al
State,830,$al,al
State,842,empty,al
State,850,empty,al
State,858,@@??al,al
State,860,al$,al
State,862,#al,al
State,871,%a$l,al
State,876,empty,al
State,885,empty,al
State,891,empty,al
State,892,al$,al
State,897,empty,al
State,898,empty,al
State,905,empty,al
State,909,empty,al
State,921,#al,al
State,931,empty,al
State,932,%%al,al
State,938,empty,al
State,939,@@a%l,al
State,944,@@al@@,al
State,947,empty,al
State,958,empty,al
State,964,@@al,al
State,971,a@%@l,al
State,981,a#l,al
State,986,empty,al
State,996,empty,al
State,997,empty,al
ZipCode,17,empty,35660
ZipCode,31,empty,36302
ZipCode,47,empty,35957
ZipCode,49,empty,35957
ZipCode,78,empty,35631
ZipCode,88,empty,35631
ZipCode,90,empty,35631
ZipCode,98,empty,36467
ZipCode,103,empty,36467
ZipCode,106,empty,36467
ZipCode,109,empty,36467
ZipCode,113,empty,36467
ZipCode,120,empty,36049
ZipCode,127,empty,36049
ZipCode,131,empty,36049
ZipCode,133,empty,36049
ZipCode,137,122234.71761081793,36049
ZipCode,140,171298.162623798,36049
ZipCode,147,empty,35640
ZipCode,152,176910.2982899446,35640
ZipCode,160,empty,35640
ZipCode,164,empty,35640
ZipCode,173,empty,35976
ZipCode,184,empty,35976
ZipCode,197,160147.5100900883,35235
ZipCode,199,empty,35235
ZipCode,200,empty,35235
ZipCode,207,empty,35235
ZipCode,208,empty,35235
ZipCode,236,empty,35968
ZipCode,237,empty,35968
ZipCode,238,empty,35968
ZipCode,244,empty,35968
ZipCode,246,164007.50410991625,36784
ZipCode,247,202429.0932982419,36784
ZipCode,248,empty,36784
ZipCode,256,empty,36784
ZipCode,259,empty,36784
ZipCode,266,empty,36784
ZipCode,269,empty,36784
ZipCode,274,empty,35007
ZipCode,294,empty,35007
ZipCode,298,172792.4693810586,35233
ZipCode,302,empty,35233
ZipCode,306,114739.53351612356,35233
ZipCode,311,empty,35233
ZipCode,319,179121.46106116357,36201
ZipCode,322,129691.40362250686,36201
ZipCode,324,213126.1709854463,36201
ZipCode,334,empty,36305
ZipCode,336,empty,36305
ZipCode,339,empty,36305
ZipCode,351,116851.49285469756,35205
ZipCode,355,empty,35594
ZipCode,357,161196.41078102638,35594
ZipCode,360,empty,35594
ZipCode,363,empty,35594
ZipCode,369,empty,35594
ZipCode,370,148520.56103137162,35594
ZipCode,376,empty,35594
ZipCode,382,empty,36617
ZipCode,386,169297.03722267167,36617
ZipCode,389,empty,36617
ZipCode,399,empty,36067
ZipCode,401,empty,36067
ZipCode,404,empty,36067
ZipCode,405,174691.03753170557,36067
ZipCode,407,192719.7838328881,36067
ZipCode,409,191688.66120684575,36067
ZipCode,417,empty,35150
ZipCode,423,empty,35150
ZipCode,433,empty,99508
ZipCode,438,empty,99508
ZipCode,440,empty,99508
ZipCode,453,151369.61683528603,35660
ZipCode,456,175203.3253386569,35660
ZipCode,457,empty,35660
ZipCode,461,empty,35660
ZipCode,464,empty,35660
ZipCode,471,empty,36360
ZipCode,473,empty,36360
ZipCode,481,empty,36360
ZipCode,482,empty,36360
ZipCode,485,empty,36360
ZipCode,486,empty,36360
ZipCode,501,182663.04385887823,35960
ZipCode,503,empty,35960
ZipCode,505,129882.74551926572,35960
ZipCode,513,empty,35960
ZipCode,515,148656.50065926227,35960
ZipCode,519,empty,36116
ZipCode,521,empty,36116
ZipCode,529,empty,36116
ZipCode,538,empty,36116
ZipCode,540,168211.00037974332,36116
ZipCode,544,117595.25896785036,36106
ZipCode,547,empty,36106
ZipCode,560,empty,36106
ZipCode,575,empty,36854
ZipCode,576,203037.09313957163,36854
ZipCode,578,empty,36854
ZipCode,604,114538.75920540444,36323
ZipCode,614,157734.99146490154,36323
ZipCode,630,empty,36801
ZipCode,635,empty,36801
ZipCode,663,171000.02181080388,36278
ZipCode,666,empty,36278
ZipCode,667,empty,35233
ZipCode,673,empty,35233
ZipCode,686,empty,35233
ZipCode,694,136450.55610807784,36078
ZipCode,707,202322.9401659143,36078
ZipCode,713,empty,36078
ZipCode,714,empty,36078
ZipCode,717,empty,35058
ZipCode,723,empty,35058
ZipCode,724,empty,35058
ZipCode,732,191335.66965990516,35058
ZipCode,735,134012.54106900684,35058
ZipCode,737,empty,35058
ZipCode,741,empty,35058
ZipCode,743,empty,36420
ZipCode,749,empty,36420
ZipCode,750,169987.71204541516,36420
ZipCode,753,196834.49748657935,36420
ZipCode,758,144752.53383499203,36420
ZipCode,760,empty,36420
ZipCode,762,empty,36420
ZipCode,765,161797.52553451975,36420
ZipCode,766,empty,36420
ZipCode,777,empty,35801
ZipCode,778,202355.62207167785,35801
ZipCode,779,150424.18406762087,35801
ZipCode,785,empty,35801
ZipCode,798,188382.90043140668,35801
ZipCode,803,empty,35903
ZipCode,805,empty,35903
ZipCode,807,empty,35903
ZipCode,817,empty,35903
ZipCode,818,empty,35903
ZipCode,822,empty,35903
ZipCode,832,empty,35045
ZipCode,843,119346.23012351229,35045
ZipCode,847,empty,35045
ZipCode,855,empty,35570
ZipCode,859,empty,35570
ZipCode,863,empty,35570
ZipCode,874,empty,35570
ZipCode,878,144410.25215850753,35555
ZipCode,883,125432.40600332156,35555
ZipCode,894,162753.15887413674,35555
ZipCode,897,151991.1232030081,35555
ZipCode,898,empty,35555
ZipCode,919,empty,35901
ZipCode,921,182318.1690195614,35901
ZipCode,932,empty,36033
ZipCode,936,empty,36033
ZipCode,942,empty,36033
ZipCode,950,156273.32849363427,36033
ZipCode,957,155866.5639191388,36330
ZipCode,961,137292.0168665001,36330
ZipCode,975,empty,36330
ZipCode,984,empty,35121
ZipCode,986,empty,35121
ZipCode,990,134730.6051751527,35121
ZipCode,991,empty,35121
ZipCode,999,empty,35121
CountyName,1,empty,jefferson
CountyName,4,empty,jefferson
CountyName,10,empty,jefferson
CountyName,11,je??fferson$,jefferson
CountyName,23,empty,houston
CountyName,32,empty,houston
CountyName,34,ho$us%ton,houston
CountyName,46,??mars$hall,marshall
CountyName,50,empty,marshall
CountyName,51,empty,marshall
CountyName,64,empty,marshall
CountyName,68,marshall#,marshall
CountyName,73,empty,lauderdale
CountyName,75,empty,lauderdale
CountyName,80,lauderdal%e,lauderdale
CountyName,81,empty,lauderdale
CountyName,83,lau#derdal@@e,lauderdale
CountyName,92,empty,lauderdale
CountyName,93,empty,lauderdale
CountyName,95,empty,covington
CountyName,100,empty,covington
CountyName,104,empty,covington
CountyName,129,empty,crenshaw
CountyName,136,empty,crenshaw
CountyName,140,empty,crenshaw
CountyName,152,morg$an,morgan
CountyName,157,empty,morgan
CountyName,159,empty,morgan
CountyName,163,empty,morgan
CountyName,164,$mor??gan,morgan
CountyName,167,empty,morgan
CountyName,176,empty,marshall
CountyName,177,empty,marshall
CountyName,181,empty,marshall
CountyName,191,empty,marshall
CountyName,204,empty,jefferson
CountyName,212,jef$fer#son,jefferson
CountyName,220,empty,de kalb
CountyName,239,de ka@@lb,de kalb
CountyName,262,empty,clarke
CountyName,269,empty,clarke
CountyName,275,shel#by,shelby
CountyName,280,s%h$elby,shelby
CountyName,291,empty,shelby
CountyName,305,empty,jefferson
CountyName,319,empty,calhoun
CountyName,325,empty,calhoun
CountyName,329,empty,calhoun
CountyName,333,hou$ston,houston
CountyName,356,mar$ion,marion
CountyName,368,empty,marion
CountyName,379,mari#on#,marion
CountyName,383,mobi#le,mobile
CountyName,385,??mobile,mobile
CountyName,397,empty,autauga
CountyName,402,aut%auga,autauga
CountyName,408,autauga@@,autauga
CountyName,410,empty,autauga
CountyName,414,fran??k%lin,franklin
CountyName,416,empty,talladega
CountyName,418,talla#deg$a,talladega
CountyName,424,talladega@@,talladega
CountyName,427,empty,talladega
CountyName,429,empty,talladega
CountyName,440,anch#or??age,anchorage
CountyName,445,a$nchorage,anchorage
CountyName,446,empty,anchorage
CountyName,447,empty,anchorage
CountyName,451,empty,bethel
CountyName,453,j??eff$erson,jefferson
CountyName,455,empty,jefferson
CountyName,465,empty,jefferson
CountyName,476,empty,dale
CountyName,477,d??ale#,dale
CountyName,480,dale@@,dale
CountyName,484,empty,dale
CountyName,485,$d??ale,dale
CountyName,511,empty,cherokee
CountyName,514,empty,cherokee
CountyName,519,montgo@@mery,montgomery
CountyName,522,empty,montgomery
CountyName,525,mont??#gomery,montgomery
CountyName,531,empty,montgomery
CountyName,534,empty,montgomery
CountyName,542,montgomery%??,montgomery
CountyName,561,empty,montgomery
CountyName,571,empty,chambers
CountyName,578,empty,chambers
CountyName,584,empty,chambers
CountyName,604,coff#e$e,coffee
CountyName,613,empty,coffee
CountyName,619,empty,lee
CountyName,631,le%e,lee
CountyName,668,jeffe#??rson,jefferson
CountyName,669,empty,jefferson
CountyName,689,j@@efferso@@n,jefferson
CountyName,703,el@@more,elmore
CountyName,705,empty,elmore
CountyName,720,empty,cullman
CountyName,729,empty,cullman
CountyName,731,empty,cullman
CountyName,733,cull#man,cullman
CountyName,756,empty,covington
CountyName,759,#covingt%on,covington
CountyName,760,empty,covington
CountyName,767,calh@@oun@@,calhoun
CountyName,771,calho#un,calhoun
CountyName,772,empty,calhoun
CountyName,781,empty,madison
CountyName,786,empty,madison
CountyName,796,empty,madison
CountyName,801,madis@@@@on,madison
CountyName,846,chilto%n,chilton
CountyName,865,empty,marion
CountyName,887,f@@ayette,fayette
CountyName,893,empty,fayette
CountyName,894,empty,fayette
CountyName,897,$fa#yette,fayette
CountyName,900,empty,fayette
CountyName,902,empty,fayette
CountyName,908,empty,etowah
CountyName,910,empty,etowah
CountyName,913,et#owah,etowah
CountyName,917,empty,etowah
CountyName,944,%butler%,butler
CountyName,945,empty,butler
CountyName,951,butler$??,butler
CountyName,956,empty,coffee
CountyName,962,empty,coffee
CountyName,965,coffe%e,coffee
CountyName,991,bl??ount,blount
PhoneNumber,6,empty,2053258100
PhoneNumber,18,12665050253.7918,2563864556
PhoneNumber,32,empty,3347938701
PhoneNumber,40,11382102039.85328,3347938701
PhoneNumber,69,empty,2565938310
PhoneNumber,72,12677308704.343164,2567688400
PhoneNumber,81,empty,2567688400
PhoneNumber,86,empty,2567688400
PhoneNumber,87,9599410009.799992,2567688400
PhoneNumber,89,empty,2567688400
PhoneNumber,97,empty,3344933541
PhoneNumber,108,empty,3344933541
PhoneNumber,112,empty,3344933541
PhoneNumber,113,empty,3344933541
PhoneNumber,116,11758939510.464622,3344933541
PhoneNumber,121,empty,3343353374
PhoneNumber,127,16352009669.94668,3343353374
PhoneNumber,128,13123291957.260178,3343353374
PhoneNumber,130,11655908577.043833,3343353374
PhoneNumber,131,empty,3343353374
PhoneNumber,142,10256505486.545664,3343353374
